NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;0;0.8954062561479441;1.8124197164375966;2236;2000;1462;10;4236;9;1;5;0.0;1.0;5-5-8-4-4-4-5-7-8-9-17-14-15-1-1-1-1-1-1-1-1-1-7-7-7-23
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;1;0.8954062561479441;1.2863930382986644;1777;2000;312;15;3777;3;1;6;0.0;0.5714285714285714;1-1-9-4-4-5-1-7-9-9-13-14-15-13-17-19-16-17-20-19-20-21-7-23-23-25
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;2;0.8954062561479441;1.1197263716319978;1458;2000;157;15;3458;3;1;7;0.0;0.6666666666666666;1-1-9-4-4-5-1-7-9-9-13-14-15-13-17-19-16-17-20-19-20-21-23-23-24-23
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;3;0.8954062561479441;1.6765697204471626;2391;2000;193;11;4391;6;1;4;0.0;1.5;5-5-9-4-4-5-4-7-9-9-13-14-15-1-1-1-1-1-20-1-7-20-23-23-7-25
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;4;0.8954062561479441;1.4628879892037787;1967;2000;120;11;3967;5;1;4;0.0;0.8571428571428571;1-1-9-4-4-4-1-1-9-9-7-7-15-7-7-19-1-7-20-19-20-21-23-16-16-25
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;5;0.8954062561479441;1.7185865271698517;2438;2000;148;11;4438;6;1;5;0.0;1.3333333333333333;5-5-9-4-4-5-4-1-9-9-13-14-19-7-7-7-16-7-20-1-20-21-1-1-1-1
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;6;0.8954062561479441;1.360323886639676;2930;2000;159;11;4930;5;1;4;0.3333333333333333;1.0;1-1-9-4-4-4-1-1-9-9-13-14-15-17-16-19-1-16-7-19-7-7-23-23-23-23
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;7;0.8954062561479441;1.8007419983650883;4848;2000;204;11;6848;7;1;7;-0.16666666666666666;1.0;5-5-9-5-1-5-5-7-9-9-13-17-15-1-1-1-16-1-1-1-20-21-7-7-7-23
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;8;0.8954062561479441;1.1197263716319978;1375;2000;93;15;3375;3;1;7;0.0;0.6666666666666666;1-1-9-4-4-5-1-7-9-9-13-14-15-13-17-19-16-17-20-19-20-20-23-23-24-25
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;9;0.8954062561479441;1.762704174228675;1441;2000;111;11;3441;5;1;5;0.0;2.0;5-5-9-4-4-5-4-7-9-9-13-17-15-1-1-19-1-1-16-1-16-20-7-7-7-7
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;10;0.8954062561479441;1.212704174228675;577;2000;74;15;2577;3;1;7;0.0;0.5714285714285714;1-1-9-4-4-1-4-7-9-9-13-14-15-13-17-19-16-17-20-19-20-21-23-23-24-25
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;11;0.8954062561479441;1.6293708408953416;7316;4000;387;11;11316;8;1;6;-0.16666666666666666;1.0;5-5-9-4-4-5-4-1-9-9-13-1-15-7-7-1-1-7-1-1-20-1-23-1-24-16
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;12;0.8954062561479441;1.4965819721718088;3449;2000;154;15;5449;6;1;10;0.0;0.5714285714285714;6-6-9-5-1-5-6-7-9-9-13-14-15-13-17-1-1-1-1-19-20-21-23-1-24-25
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;13;0.8954062561479441;1.0959111775381658;1202;2000;94;15;3202;3;1;7;0.0;0.6666666666666666;1-1-8-4-4-4-1-7-8-9-13-14-15-13-17-19-16-17-20-19-20-21-23-23-24-23
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;14;0.8954062561479441;1.2816696914700543;1312;2000;90;15;3312;3;1;7;0.0;0.5714285714285714;1-1-9-4-4-4-1-7-9-9-13-14-15-13-14-19-16-17-20-19-20-21-23-23-24-25
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;15;0.8954062561479441;1.2460526315789473;404;2000;59;15;2404;4;1;7;0.0;0.5714285714285714;1-1-9-5-1-5-1-7-9-9-13-14-15-13-17-19-16-17-20-19-20-21-23-23-24-25
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;16;0.8954062561479441;1.3383458646616542;2271;2000;139;11;4271;5;1;4;0.0;2.0;1-1-9-4-4-4-1-1-9-9-13-17-19-19-16-19-1-16-20-19-20-21-7-7-7-25
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;17;0.8954062561479441;1.212704174228675;303;2000;89;15;2303;3;1;7;0.0;0.5714285714285714;1-1-9-4-4-1-4-7-9-9-13-14-15-13-14-19-16-17-20-19-20-21-23-23-24-25
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;18;0.8954062561479441;1.8957942523651927;2195;2000;116;11;4195;7;1;7;0.3333333333333333;Infinity;1-1-9-1-1-1-1-1-9-9-13-14-5-20-17-5-16-5-7-19-7-21-7-7-7-7
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;19;0.8954062561479441;1.212704174228675;824;2000;77;15;2824;3;1;7;0.0;0.5714285714285714;1-1-9-4-4-1-4-7-9-9-13-14-15-13-14-19-16-17-20-19-20-21-23-23-24-25
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;20;0.8954062561479441;1.2269607843137254;1428;2000;96;15;3428;4;1;6;0.0;0.5;1-1-8-5-1-5-1-7-8-9-13-14-15-13-17-19-16-17-20-19-20-21-7-23-24-23
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;21;0.8954062561479441;1.5821548821548823;316;2000;72;9;2316;5;1;4;0.3333333333333333;4.0;4-4-7-4-1-4-4-7-7-9-13-24-1-5-5-1-1-5-5-1-5-20-23-23-23-23
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;22;0.8954062561479441;1.2816696914700543;1177;2000;81;15;3177;3;1;7;0.0;0.5714285714285714;1-1-9-4-4-4-1-7-9-9-13-14-15-13-14-19-16-17-20-19-20-21-23-23-24-25
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;23;0.8954062561479441;1.4769736842105263;2665;2000;141;11;4665;5;1;4;0.3333333333333333;4.0;1-1-9-4-1-4-1-7-9-9-13-17-16-20-20-25-1-25-21-19-21-21-7-7-7-7
NONE;;SEM-SA_1000000_-1_-1_[0.1-1]_CAMQ_DR_[RGBI,RGBIR]_RESTART-ENABLEDRESTART-DISABLED;0;24;0.8954062561479441;1.2460526315789473;38;2000;57;15;2038;4;1;7;0.0;0.5714285714285714;1-1-9-5-1-5-1-7-9-9-13-14-15-13-14-19-16-17-20-19-20-21-23-23-24-25
