26;udt-java 56C.odem;56;[0, 5, 10, 5, 2, 7, 2, 2, 9, 6, 6, 0, 4, 0, 2, 1, 6, 6];66.67;23676 ms
27;udt-java 56C.odem;56;[8, 3, 9, 5, 10, 3, 6, 10, 6, 0, 10, 5, 0, 10, 9, 5, 2, 3];66.67;24368 ms
28;udt-java 56C.odem;56;[5, 3, 2, 5, 1, 10, 2, 0, 0, 9, 0, 7, 2, 5, 8, 5, 2, 8];67.92;23845 ms
29;udt-java 56C.odem;56;[3, 7, 0, 0, 4, 9, 4, 2, 3, 0, 3, 9, 6, 9, 0, 5, 1, 6];67.92;23820 ms
30;udt-java 56C.odem;56;[8, 6, 0, 2, 10, 0, 0, 10, 9, 10, 0, 10, 10, 1, 2, 6, 8, 5];66.67;23214 ms
31;udt-java 56C.odem;56;[8, 5, 6, 4, 8, 4, 4, 4, 9, 9, 6, 4, 6, 3, 4, 4, 9, 1];66.67;22996 ms
32;udt-java 56C.odem;56;[5, 9, 1, 9, 3, 10, 3, 6, 0, 7, 0, 7, 6, 5, 5, 9, 2, 8];66.67;23068 ms
33;udt-java 56C.odem;56;[2, 10, 7, 8, 9, 2, 1, 1, 0, 10, 5, 9, 1, 7, 10, 0, 7, 9];66.67;23077 ms
34;udt-java 56C.odem;56;[0, 6, 5, 3, 1, 5, 8, 0, 1, 1, 7, 2, 5, 2, 0, 4, 1, 10];67.92;23259 ms
35;udt-java 56C.odem;56;[9, 8, 2, 1, 4, 2, 9, 1, 1, 4, 7, 1, 4, 1, 7, 3, 6, 6];67.92;22912 ms
36;udt-java 56C.odem;56;[0, 8, 5, 6, 9, 0, 0, 5, 5, 9, 4, 5, 1, 1, 9, 5, 1, 9];67.31;23109 ms
37;udt-java 56C.odem;56;[9, 3, 7, 4, 9, 3, 10, 1, 2, 9, 3, 7, 10, 0, 4, 8, 3, 7];66.67;23000 ms
38;udt-java 56C.odem;56;[4, 10, 10, 7, 4, 2, 8, 0, 7, 1, 7, 8, 4, 3, 0, 6, 3, 9];66.67;23088 ms
39;udt-java 56C.odem;56;[8, 0, 10, 0, 2, 7, 6, 5, 2, 10, 2, 2, 9, 6, 4, 8, 1, 8];68.52;23049 ms
40;udt-java 56C.odem;56;[2, 2, 0, 0, 7, 10, 1, 5, 8, 2, 3, 0, 6, 6, 0, 8, 7, 9];66.67;23148 ms
41;udt-java 56C.odem;56;[7, 10, 1, 9, 2, 0, 5, 9, 1, 10, 7, 7, 7, 8, 3, 3, 1, 8];66.67;23001 ms
42;udt-java 56C.odem;56;[2, 10, 9, 7, 9, 3, 3, 10, 9, 2, 8, 8, 0, 8, 8, 7, 2, 2];66.67;22944 ms
43;udt-java 56C.odem;56;[9, 0, 3, 1, 10, 7, 6, 3, 1, 3, 7, 4, 4, 4, 1, 9, 4, 2];67.92;23072 ms
44;udt-java 56C.odem;56;[3, 3, 6, 9, 5, 5, 3, 7, 5, 4, 0, 10, 4, 6, 3, 3, 3, 9];66.67;23031 ms
45;udt-java 56C.odem;56;[9, 7, 10, 8, 5, 1, 3, 1, 2, 8, 0, 8, 0, 1, 0, 0, 3, 8];66.67;23087 ms
46;udt-java 56C.odem;56;[4, 6, 5, 8, 0, 7, 3, 10, 8, 10, 1, 7, 3, 7, 0, 0, 6, 10];66.67;23239 ms
47;udt-java 56C.odem;56;[0, 8, 10, 9, 3, 9, 10, 1, 7, 8, 6, 6, 3, 0, 2, 2, 6, 6];66.67;23103 ms
48;udt-java 56C.odem;56;[1, 1, 9, 9, 7, 1, 7, 10, 2, 0, 5, 8, 7, 5, 4, 1, 10, 5];67.92;23024 ms
49;udt-java 56C.odem;56;[1, 10, 1, 5, 8, 0, 6, 9, 3, 10, 9, 10, 10, 8, 4, 5, 6, 0];66.67;23121 ms
0;xmldom 119C.odem;119;[7, 0, 0, 6, 6, 1, 8, 9, 0, 4, 6, 1, 2, 5, 3, 10, 8, 6];80.34;185867 ms
1;xmldom 119C.odem;119;[4, 4, 0, 4, 3, 3, 7, 2, 5, 4, 10, 5, 4, 0, 9, 9, 1, 3];79.49;188521 ms
2;xmldom 119C.odem;119;[0, 3, 5, 5, 4, 9, 5, 1, 4, 0, 8, 5, 3, 3, 2, 0, 9, 10];79.31;187676 ms
3;xmldom 119C.odem;119;[0, 5, 5, 4, 9, 2, 7, 8, 4, 6, 2, 5, 2, 7, 9, 7, 2, 2];80.87;187227 ms
4;xmldom 119C.odem;119;[3, 8, 4, 7, 1, 3, 8, 8, 5, 1, 1, 6, 9, 9, 0, 5, 2, 0];80.87;187804 ms
5;xmldom 119C.odem;119;[6, 0, 0, 3, 5, 1, 4, 7, 1, 6, 7, 6, 4, 2, 2, 4, 8, 6];80.34;185597 ms
6;xmldom 119C.odem;119;[6, 0, 3, 8, 5, 1, 8, 8, 0, 0, 2, 3, 0, 8, 8, 0, 2, 0];78.63;186233 ms
7;xmldom 119C.odem;119;[3, 0, 2, 5, 5, 10, 9, 3, 5, 2, 9, 3, 2, 2, 10, 9, 4, 6];79.49;186264 ms
8;xmldom 119C.odem;119;[2, 0, 8, 0, 9, 0, 5, 10, 4, 10, 10, 6, 4, 9, 6, 10, 4, 1];80.34;186481 ms
9;xmldom 119C.odem;119;[4, 6, 0, 4, 1, 4, 2, 6, 5, 3, 1, 0, 1, 0, 7, 10, 3, 3];82.14;186675 ms
10;xmldom 119C.odem;119;[7, 7, 2, 6, 7, 5, 3, 5, 9, 9, 2, 9, 5, 4, 1, 2, 7, 5];79.49;186415 ms
11;xmldom 119C.odem;119;[7, 5, 4, 6, 0, 9, 10, 0, 0, 1, 3, 2, 7, 8, 6, 6, 8, 4];80.34;185772 ms
12;xmldom 119C.odem;119;[8, 1, 8, 5, 10, 10, 0, 8, 9, 5, 8, 0, 10, 0, 5, 7, 7, 7];80.0;186220 ms
13;xmldom 119C.odem;119;[5, 10, 2, 9, 9, 9, 4, 6, 10, 3, 7, 0, 6, 1, 7, 9, 3, 6];81.58;186742 ms
14;xmldom 119C.odem;119;[3, 1, 4, 8, 5, 10, 5, 5, 2, 4, 8, 10, 2, 6, 8, 7, 9, 4];80.34;186578 ms
15;xmldom 119C.odem;119;[0, 9, 4, 8, 4, 7, 5, 1, 10, 3, 0, 0, 4, 4, 5, 0, 5, 0];79.49;185960 ms
16;xmldom 119C.odem;119;[1, 9, 5, 3, 7, 9, 9, 0, 0, 3, 3, 9, 4, 10, 1, 9, 10, 0];82.46;186222 ms
17;xmldom 119C.odem;119;[5, 7, 0, 8, 1, 10, 3, 2, 6, 8, 3, 1, 3, 2, 0, 7, 8, 4];80.53;185613 ms
18;xmldom 119C.odem;119;[9, 4, 9, 3, 4, 3, 3, 7, 5, 1, 0, 0, 4, 7, 3, 5, 6, 5];80.34;186293 ms
19;xmldom 119C.odem;119;[10, 4, 3, 1, 4, 3, 1, 1, 2, 5, 1, 8, 2, 3, 8, 7, 5, 6];82.3;185959 ms
20;xmldom 119C.odem;119;[3, 0, 5, 3, 10, 1, 2, 6, 3, 10, 7, 9, 5, 3, 7, 6, 9, 7];81.58;185931 ms
21;xmldom 119C.odem;119;[7, 5, 2, 6, 8, 7, 9, 9, 9, 5, 6, 0, 6, 2, 3, 6, 1, 1];83.33;186252 ms
22;xmldom 119C.odem;119;[6, 4, 5, 7, 3, 2, 9, 3, 5, 5, 4, 6, 7, 9, 3, 9, 3, 1];79.49;186272 ms
23;xmldom 119C.odem;119;[6, 2, 2, 8, 0, 7, 7, 2, 2, 4, 0, 7, 4, 1, 9, 3, 1, 0];80.34;185210 ms
24;xmldom 119C.odem;119;[2, 3, 8, 8, 8, 7, 0, 2, 10, 0, 6, 2, 8, 7, 7, 3, 3, 10];82.46;185640 ms
25;xmldom 119C.odem;119;[0, 8, 0, 4, 10, 1, 4, 2, 0, 10, 8, 8, 5, 7, 6, 0, 1, 1];83.19;186151 ms
26;xmldom 119C.odem;119;[0, 2, 8, 0, 9, 1, 5, 5, 3, 5, 0, 4, 4, 4, 9, 5, 0, 6];81.74;185469 ms
27;xmldom 119C.odem;119;[10, 8, 9, 3, 7, 2, 5, 1, 0, 0, 1, 9, 4, 9, 7, 0, 3, 5];83.33;186113 ms
28;xmldom 119C.odem;119;[5, 8, 2, 1, 0, 8, 8, 0, 10, 7, 5, 4, 5, 10, 4, 8, 0, 7];80.34;185231 ms
29;xmldom 119C.odem;119;[6, 0, 9, 3, 7, 2, 5, 7, 5, 1, 1, 1, 2, 3, 6, 6, 9, 7];82.3;186071 ms
30;xmldom 119C.odem;119;[4, 6, 2, 2, 7, 0, 7, 9, 5, 5, 10, 3, 2, 2, 9, 10, 3, 9];79.49;186467 ms
31;xmldom 119C.odem;119;[1, 2, 4, 8, 9, 5, 7, 5, 1, 8, 7, 0, 2, 1, 4, 3, 10, 2];79.49;186183 ms
32;xmldom 119C.odem;119;[6, 10, 3, 6, 2, 10, 7, 0, 4, 3, 4, 9, 0, 6, 10, 2, 1, 4];81.74;186743 ms
33;xmldom 119C.odem;119;[8, 4, 4, 0, 5, 0, 5, 7, 4, 9, 9, 2, 3, 2, 2, 1, 8, 7];79.49;186384 ms
34;xmldom 119C.odem;119;[2, 4, 0, 7, 3, 7, 1, 2, 3, 10, 10, 10, 3, 2, 8, 8, 5, 5];79.49;186086 ms
35;xmldom 119C.odem;119;[9, 8, 1, 9, 5, 2, 9, 1, 1, 2, 1, 7, 4, 6, 0, 0, 9, 5];80.87;186099 ms
36;xmldom 119C.odem;119;[4, 3, 7, 4, 3, 7, 9, 1, 0, 1, 2, 1, 4, 6, 5, 4, 7, 10];80.34;186318 ms
37;xmldom 119C.odem;119;[0, 10, 0, 4, 9, 6, 6, 1, 5, 10, 2, 0, 4, 5, 6, 1, 0, 5];81.42;185905 ms
38;xmldom 119C.odem;119;[10, 2, 9, 1, 9, 7, 2, 0, 2, 8, 0, 9, 10, 0, 6, 4, 8, 9];84.96;185826 ms
39;xmldom 119C.odem;119;[7, 1, 10, 1, 2, 10, 7, 3, 0, 1, 9, 1, 5, 9, 2, 2, 8, 7];80.34;185940 ms
40;xmldom 119C.odem;119;[9, 0, 9, 10, 1, 4, 0, 0, 3, 5, 3, 1, 2, 6, 7, 8, 7, 6];80.34;195650 ms
41;xmldom 119C.odem;119;[0, 4, 3, 4, 9, 0, 8, 5, 8, 2, 9, 4, 4, 5, 0, 7, 10, 0];78.63;204914 ms
42;xmldom 119C.odem;119;[9, 4, 2, 5, 3, 1, 2, 7, 6, 10, 9, 0, 6, 9, 10, 3, 10, 5];81.9;203110 ms
43;xmldom 119C.odem;119;[2, 10, 10, 6, 5, 3, 10, 0, 5, 6, 3, 10, 1, 5, 3, 4, 3, 6];81.58;190841 ms
44;xmldom 119C.odem;119;[8, 9, 0, 4, 7, 1, 9, 6, 0, 7, 10, 9, 4, 1, 3, 3, 6, 0];80.34;191167 ms
45;xmldom 119C.odem;119;[4, 8, 2, 6, 6, 6, 8, 3, 4, 4, 5, 7, 2, 7, 3, 3, 0, 6];84.21;190056 ms
46;xmldom 119C.odem;119;[0, 4, 7, 7, 8, 2, 0, 1, 5, 1, 2, 4, 2, 10, 6, 7, 0, 5];80.7;187600 ms
47;xmldom 119C.odem;119;[3, 10, 8, 5, 3, 5, 8, 4, 5, 8, 0, 8, 3, 3, 3, 6, 4, 6];82.46;185550 ms
48;xmldom 119C.odem;119;[9, 4, 5, 6, 6, 2, 0, 7, 5, 9, 3, 4, 9, 4, 8, 3, 7, 10];85.96;185565 ms
49;xmldom 119C.odem;119;[5, 6, 6, 4, 1, 6, 9, 0, 3, 10, 7, 2, 3, 1, 1, 4, 3, 1];82.46;186363 ms
