cycle;instance;nclasses;n1;n2;n3;n4;n5;n6;p1;p2;p3;p4;p5;p6;mojo;evals;tempo
2;notepad-full 299C.odem;299;0.5;0.0;0.0;1.0;1.0;0.0;6;5;5;7;7;5;100.0;350;4791736 ms
4;JavaGeom 172C.odem;172;2.5;1.0;-1.0;2.0;1.0;0.0;10;7;3;9;7;5;100.0;1901;4954723 ms
2;javacc 154C.odem;154;-2.5;1.0;-0.5;-1.5;2.5;-0.5;0;7;4;2;10;4;98.03;3000;5451730 ms
8;gae_plugin_core 140C.odem;140;2.0;0.0;0.5;1.0;1.0;-0.5;9;5;6;7;7;4;100.0;1142;1309539 ms
4;javacc 154C.odem;154;2.0;0.0;-0.5;2.5;2.0;0.5;9;5;4;10;9;6;99.33;3003;5490555 ms
6;jdendogram 177C.odem;177;2.0;-1.0;0.0;1.0;1.0;0.5;9;3;5;7;7;6;100.0;862;2107467 ms
0;javacc 154C.odem;154;1.0;-0.5;0.0;2.5;1.5;1.0;7;4;5;10;8;7;99.33;3003;5513126 ms
3;javacc 154C.odem;154;-1.5;-1.0;1.0;-0.5;-2.0;1.0;2;3;7;4;1;7;98.03;3000;5514868 ms
1;javacc 154C.odem;154;0.0;1.0;-1.0;0.5;2.0;-0.5;5;7;3;6;9;4;98.03;3005;5515221 ms
3;dom4j-1.5.2 195C.odem;195;1.0;0.0;0.0;2.5;1.0;-1.5;7;5;5;10;7;2;100.0;1586;5701232 ms
7;tinytim 134C.odem;134;2.5;0.0;1.0;2.5;1.0;-1.0;10;5;7;10;7;3;100.0;1921;2035014 ms
5;jkaryoscope 136C.odem;136;-2.0;-2.0;-2.0;-1.0;-1.5;1.0;1;1;1;3;2;7;91.41;3001;3284132 ms
2;xmlapi 184C.odem;184;1.0;0.5;-0.5;1.5;1.5;0.0;7;6;4;8;8;5;100.0;2308;6529452 ms
4;jdendogram 177C.odem;177;0.5;-2.5;0.0;1.0;0.5;0.5;6;0;5;7;6;6;100.0;2608;6863309 ms
6;tinytim 134C.odem;134;0.5;0.5;-0.5;-1.5;-1.0;-0.5;6;6;4;2;3;4;84.8;3001;3142912 ms
8;tinytim 134C.odem;134;-0.5;0.5;0.0;-1.5;-2.0;-2.0;4;6;5;2;1;1;85.71;3004;3134454 ms
9;tinytim 134C.odem;134;2.0;1.0;0.0;2.5;1.5;1.0;9;7;5;10;8;7;92.0;3002;3125567 ms
5;gae_plugin_core 140C.odem;140;-1.5;0.0;-2.0;-1.0;-2.0;-1.5;2;5;1;3;1;2;97.06;3002;3456338 ms
6;jkaryoscope 136C.odem;136;2.0;-2.0;-0.5;1.5;1.5;1.0;9;1;4;8;8;7;90.32;3004;3258369 ms
9;jkaryoscope 136C.odem;136;1.5;-0.5;2.5;2.5;1.0;0.0;8;4;10;10;7;5;91.47;3003;3231855 ms
8;jkaryoscope 136C.odem;136;2.0;-1.0;2.0;2.5;2.5;-2.5;9;3;9;10;10;0;90.77;3000;3258973 ms
7;jkaryoscope 136C.odem;136;-1.0;-1.5;2.0;1.0;1.5;-1.5;3;2;9;7;8;2;90.7;3004;3282138 ms
1;JavaGeom 172C.odem;172;-2.5;-0.5;-1.0;1.5;-2.0;-2.5;0;4;3;8;1;0;82.53;3003;7425650 ms
0;JavaGeom 172C.odem;172;1.0;0.5;0.0;-0.5;2.5;2.0;7;6;5;4;10;9;84.76;3000;7439280 ms
3;JavaGeom 172C.odem;172;0.5;-0.5;0.5;0.0;2.5;2.5;6;4;6;5;10;10;87.8;3003;7472961 ms
6;gae_plugin_core 140C.odem;140;-0.5;-2.0;2.5;1.0;1.0;0.5;4;1;10;7;7;6;97.06;3001;3430717 ms
7;gae_plugin_core 140C.odem;140;2.5;-2.0;0.5;2.5;1.5;0.0;10;1;6;10;8;5;97.76;3003;3413394 ms
5;JavaGeom 172C.odem;172;1.5;0.0;-1.0;0.0;1.0;1.5;8;5;3;5;7;8;86.59;3002;7404044 ms
9;gae_plugin_core 140C.odem;140;-1.5;1.5;-1.0;-2.0;-1.5;0.5;2;8;3;1;2;6;96.27;3003;3404454 ms
1;jdendogram 177C.odem;177;-2.0;2.5;-1.0;-2.5;-2.5;0.5;1;10;3;0;0;6;99.42;3006;7714841 ms
2;jdendogram 177C.odem;177;-0.5;-2.5;1.0;2.0;1.0;0.0;4;0;7;9;7;5;99.42;3001;7737284 ms
9;jdendogram 177C.odem;177;2.5;-2.0;0.0;2.0;1.0;0.0;10;1;5;9;7;5;100.0;69;146836 ms
0;jpassword 269C.odem;269;2.0;-0.5;0.5;1.0;0.5;0.0;9;4;6;7;6;5;100.0;882;8114992 ms
4;xmlapi 184C.odem;184;-1.5;-0.5;1.0;-2.5;-2.0;-2.5;2;4;7;0;1;0;86.29;3000;8106438 ms
3;xmlapi 184C.odem;184;-2.0;-0.5;0.0;-2.0;-1.5;0.0;1;4;5;1;2;5;81.71;3005;8178813 ms
1;xmlapi 184C.odem;184;-0.5;-0.5;-1.5;-1.0;-0.5;-1.0;4;4;2;3;4;3;82.86;3005;8194258 ms
0;xmlapi 184C.odem;184;1.5;-1.0;-2.5;0.0;2.0;-0.5;8;3;0;5;9;4;80.77;3001;8195891 ms
3;JMetal 190C.odem;190;2.5;-0.5;-1.0;2.0;1.0;-0.5;10;4;3;9;7;4;100.0;2772;8569772 ms
0;pdf_renderer 199C.odem;199;2.5;0.0;1.0;2.5;1.0;1.0;10;5;7;10;7;7;100.0;2592;9061259 ms
4;JMetal 190C.odem;190;2.5;-2.5;0.5;0.5;2.0;2.0;10;0;6;6;9;9;97.34;3001;9155438 ms
1;JMetal 190C.odem;190;1.0;-2.5;1.5;0.0;2.0;-0.5;7;0;8;5;9;4;96.79;3000;9203127 ms
2;JMetal 190C.odem;190;-2.0;1.0;0.5;0.0;-1.5;-2.0;1;7;6;5;2;1;96.79;3004;9221933 ms
0;JMetal 190C.odem;190;-1.5;1.0;-0.5;-0.5;-1.5;-0.5;2;7;4;4;2;4;97.34;3004;9250078 ms
2;pdf_renderer 199C.odem;199;2.5;-1.0;1.5;1.0;0.5;0.5;10;3;8;7;6;6;100.0;2740;9507663 ms
2;dom4j-1.5.2 195C.odem;195;-2.5;1.0;-1.0;-2.5;-1.0;-1.5;0;7;3;0;3;2;96.24;3002;9699810 ms
1;dom4j-1.5.2 195C.odem;195;-1.5;0.5;0.5;-1.0;-1.0;0.0;2;6;6;3;3;5;94.68;3001;9729992 ms
0;dom4j-1.5.2 195C.odem;195;-1.5;0.5;1.5;0.0;-1.5;-0.5;2;6;8;5;2;4;85.48;3002;9739182 ms
4;dom4j-1.5.2 195C.odem;195;-1.0;-0.5;0.0;-1.5;-0.5;-1.0;3;4;5;2;4;3;94.68;3000;9785474 ms
5;jdendogram 177C.odem;177;0.0;1.5;-1.5;-0.5;-1.0;-0.5;5;8;2;4;3;4;98.84;3004;6786065 ms
7;javacc 154C.odem;154;-2.5;1.0;0.5;-2.5;1.5;1.5;0;7;6;0;8;8;98.03;3001;4334009 ms
5;javacc 154C.odem;154;-2.5;2.5;-2.5;1.5;2.5;-2.0;0;10;0;8;10;1;98.03;3000;4405728 ms
6;javacc 154C.odem;154;2.0;-1.0;0.0;2.5;2.0;0.0;9;3;5;10;9;5;98.67;3000;4376588 ms
8;javacc 154C.odem;154;1.5;-0.5;-0.5;2.0;0.5;-0.5;8;4;4;9;6;4;98.67;3000;4406409 ms
9;javacc 154C.odem;154;-2.5;2.0;1.5;-2.5;1.0;1.5;0;9;8;0;7;8;98.03;3003;4412596 ms
3;jconsole-1.7.0 220C.odem;220;1.5;-0.5;0.0;2.0;1.0;0.0;8;4;5;9;7;5;100.0;2101;9937255 ms
1;pdf_renderer 199C.odem;199;-1.5;0.5;1.0;-1.5;-2.5;-0.5;2;6;7;2;0;4;93.26;3000;10150367 ms
4;pdf_renderer 199C.odem;199;-1.5;0.0;-1.0;-2.0;-2.0;-2.0;2;5;3;1;1;1;91.24;3001;10268997 ms
3;pdf_renderer 199C.odem;199;-2.5;0.5;-0.5;-2.5;-1.0;0.5;0;6;4;0;3;6;91.24;3002;10286236 ms
6;JavaGeom 172C.odem;172;2.5;1.0;-1.0;2.0;2.0;-0.5;10;7;3;9;9;4;81.1;3000;6088934 ms
2;Jung-graph 207C.odem;207;-2.0;2.5;-0.5;0.0;-1.0;-0.5;1;10;4;5;3;4;99.01;3004;11171399 ms
0;Jung-graph 207C.odem;207;2.5;-2.0;0.5;-1.5;1.0;2.0;10;1;6;2;7;9;99.5;3001;11199952 ms
3;Jung-graph 207C.odem;207;1.5;-1.5;1.5;1.0;1.0;2.0;8;2;8;7;7;9;99.01;3001;11206122 ms
4;Jung-graph 207C.odem;207;-2.0;2.0;-1.0;1.5;-2.0;-2.5;1;9;3;8;1;0;99.5;3003;11219147 ms
1;Jung-graph 207C.odem;207;1.5;-2.5;-0.5;1.5;2.5;2.5;8;0;4;8;10;10;99.01;3004;11288708 ms
7;jdendogram 177C.odem;177;-1.5;1.0;-1.0;-1.0;-0.5;0.5;2;7;3;3;4;6;99.42;3001;6269719 ms
3;res_cobol 483C.odem;483;1.0;-0.5;-0.5;1.5;0.5;0.0;7;4;4;8;6;5;100.0;235;12322905 ms
9;dom4j-1.5.2 195C.odem;195;2.5;0.0;-1.0;2.0;1.0;-0.5;10;5;3;9;7;4;100.0;1082;2772649 ms
7;pdf_renderer 199C.odem;199;1.0;-0.5;0.0;2.0;1.5;1.0;7;4;5;9;8;7;100.0;901;2429933 ms
8;jdendogram 177C.odem;177;-2.0;-2.0;-0.5;1.0;1.0;0.0;1;1;4;7;7;5;99.42;3006;6043053 ms
5;xmlapi 184C.odem;184;1.5;0.0;-1.0;2.5;1.0;2.5;8;5;3;10;7;10;82.02;3000;6434983 ms
8;JavaGeom 172C.odem;172;1.5;0.0;0.0;-0.5;2.0;1.5;8;5;5;4;9;8;85.37;3005;5611243 ms
7;JavaGeom 172C.odem;172;-1.5;0.5;0.5;0.5;-1.5;-2.5;2;6;6;6;2;0;87.2;3001;5698737 ms
9;JavaGeom 172C.odem;172;-1.0;2.5;-0.5;-1.0;-0.5;-0.5;3;10;4;3;4;4;87.04;3001;5718162 ms
1;jconsole-1.7.0 220C.odem;220;0.0;1.5;-1.0;2.0;-1.5;-1.0;5;8;3;9;2;3;90.65;3000;13233191 ms
4;Jung-visualization 221C.odem;221;2.5;1.5;-0.5;-1.0;2.5;1.5;10;8;4;3;10;8;86.98;3005;13252874 ms
4;jconsole-1.7.0 220C.odem;220;2.0;-1.5;1.0;1.5;1.0;0.0;9;2;7;8;7;5;91.43;3000;13286899 ms
1;Jung-visualization 221C.odem;221;-2.0;2.5;0.5;0.0;2.0;-0.5;1;10;6;5;9;4;86.3;3000;13299333 ms
3;Jung-visualization 221C.odem;221;1.0;-1.5;-0.5;2.5;-2.0;-2.0;7;2;4;10;1;1;86.57;3002;13326420 ms
0;Jung-visualization 221C.odem;221;-1.5;-1.5;-1.0;-2.0;-1.5;-1.0;2;2;3;1;2;3;86.3;3004;13328186 ms
2;jconsole-1.7.0 220C.odem;220;-1.0;-0.5;0.0;-2.5;-1.0;0.5;3;4;5;0;3;6;96.14;3003;13362246 ms
2;Jung-visualization 221C.odem;221;-2.5;-0.5;-1.0;-1.5;-1.0;1.0;0;4;3;2;3;7;87.1;3002;13376064 ms
0;jconsole-1.7.0 220C.odem;220;2.0;-0.5;-2.5;2.5;2.5;0.0;9;4;0;10;10;5;93.33;3004;13429176 ms
5;dom4j-1.5.2 195C.odem;195;0.5;1.0;0.5;-2.0;-1.5;0.0;6;7;6;1;2;5;86.24;3003;8077350 ms
6;xmlapi 184C.odem;184;-2.0;0.0;-0.5;-2.0;-0.5;0.0;1;5;4;1;4;5;81.71;3005;6176495 ms
1;notepad-full 299C.odem;299;2.0;0.0;1.0;2.0;1.5;-1.0;9;5;7;9;8;3;100.0;1315;14302633 ms
7;xmlapi 184C.odem;184;-1.0;0.0;-1.5;-1.0;-1.0;0.0;3;5;2;3;3;5;81.71;3002;6141087 ms
9;xmlapi 184C.odem;184;1.5;1.0;-0.5;2.0;1.0;-1.0;8;7;4;9;7;3;89.08;3000;6134865 ms
8;xmlapi 184C.odem;184;-1.5;-0.5;-1.0;-2.0;-2.0;-2.5;2;4;3;1;1;0;82.86;3001;6186080 ms
3;javaws-7 378C.odem;378;1.0;1.0;1.0;2.0;1.0;0.0;7;7;7;9;7;5;100.0;625;14450511 ms
1;lwjgl 569C.odem;569;1.0;-0.5;0.5;2.0;1.0;0.5;7;4;6;9;7;6;100.0;186;14562063 ms
1;poormans_2.3 304C.odem;304;2.0;0.0;-2.0;1.0;1.0;1.0;9;5;1;7;7;7;100.0;1294;14627369 ms
5;JMetal 190C.odem;190;1.0;0.5;-0.5;2.5;1.5;0.0;7;6;4;10;8;5;97.34;3001;6924423 ms
2;pfcda_swing 252C.odem;252;1.0;0.0;0.0;1.0;1.5;0.5;7;5;5;7;8;6;100.0;2459;15571904 ms
8;dom4j-1.5.2 195C.odem;195;1.5;0.0;0.5;1.5;0.5;-1.0;8;5;6;8;6;3;100.0;2501;6073316 ms
1;pfcda_swing 252C.odem;252;1.0;0.0;0.0;1.0;1.0;0.5;7;5;5;7;7;6;100.0;2511;15841787 ms
6;pdf_renderer 199C.odem;199;2.5;-0.5;0.0;2.0;1.0;-0.5;10;4;5;9;7;4;100.0;2445;6362849 ms
6;JMetal 190C.odem;190;-2.5;1.5;2.0;2.5;2.0;-2.0;0;8;9;10;9;1;96.81;3002;6811557 ms
7;JMetal 190C.odem;190;1.5;2.0;0.0;2.0;1.0;-1.5;8;9;5;9;7;2;97.34;3004;6776493 ms
8;JMetal 190C.odem;190;0.0;-2.0;2.5;2.5;1.5;-2.0;5;1;10;10;8;1;97.34;3001;6780729 ms
9;JMetal 190C.odem;190;0.0;-1.0;1.5;2.0;2.0;-1.5;5;3;8;9;9;2;97.31;3004;6811381 ms
0;pfcda_swing 252C.odem;252;2.0;0.0;-1.0;2.0;1.0;-0.5;9;5;3;9;7;4;100.0;2559;16078555 ms
5;pdf_renderer 199C.odem;199;0.5;-2.0;-1.5;2.0;1.5;-0.5;6;1;2;9;8;4;97.44;3004;7615107 ms
6;dom4j-1.5.2 195C.odem;195;-1.5;0.5;-1.0;-1.5;-0.5;1.5;2;6;3;2;4;8;94.68;3003;7111336 ms
7;dom4j-1.5.2 195C.odem;195;-1.5;-0.5;0.5;-2.5;-2.5;-1.5;2;4;6;0;0;2;96.24;3001;7101931 ms
9;pdf_renderer 199C.odem;199;-1.5;0.5;2.0;-1.5;-2.0;1.0;2;6;9;2;1;7;93.78;3004;7332167 ms
8;pdf_renderer 199C.odem;199;-2.5;0.0;-1.0;-2.0;-1.0;-1.5;0;5;3;1;3;2;91.75;3004;7357649 ms
3;poormans_2.3 304C.odem;304;2.5;0.0;0.0;1.0;0.5;1.0;10;5;5;7;6;7;100.0;1711;17879233 ms
4;pfcda_swing 252C.odem;252;1.0;-2.0;-0.5;0.5;2.5;2.0;7;1;4;6;10;9;86.12;3000;17898379 ms
3;pfcda_swing 252C.odem;252;2.0;-1.0;0.5;1.0;2.0;1.5;9;3;6;7;9;8;87.35;3004;18189131 ms
6;Jung-graph 207C.odem;207;2.0;-1.5;0.5;-1.0;1.0;1.5;9;2;6;3;7;8;99.5;3005;7789026 ms
7;Jung-graph 207C.odem;207;-1.5;1.5;-1.0;-0.5;-2.0;-1.5;2;8;3;4;1;2;99.01;3001;7784228 ms
5;Jung-graph 207C.odem;207;-1.0;-0.5;-1.0;2.0;-2.0;-2.5;3;4;3;9;1;0;98.53;3005;7841742 ms
8;Jung-graph 207C.odem;207;-1.0;0.5;0.0;-1.0;-1.5;-2.0;3;6;5;3;2;1;99.01;3000;7808240 ms
9;Jung-graph 207C.odem;207;-0.5;2.0;-2.0;-1.5;1.0;-0.5;4;9;1;2;7;4;98.53;3003;7756861 ms
3;jpassword 269C.odem;269;2.5;0.0;0.0;1.5;0.5;2.5;10;5;5;8;6;10;100.0;2730;19536401 ms
5;jconsole-1.7.0 220C.odem;220;-2.5;1.5;-1.0;-1.0;-1.5;-2.5;0;8;3;3;2;0;91.35;3000;9629934 ms
2;jpassword 269C.odem;269;2.0;1.5;1.5;-0.5;-0.5;-1.0;9;8;8;4;4;3;95.44;3003;20722109 ms
4;jpassword 269C.odem;269;-2.5;0.5;0.0;-1.0;-1.0;-2.5;0;6;5;3;3;0;95.42;3004;20820603 ms
1;jpassword 269C.odem;269;2.0;2.0;0.5;-1.5;-1.5;-1.0;9;9;6;2;2;3;96.58;3002;20985165 ms
4;jml 270C.odem;270;2.5;-2.5;1.5;1.0;0.5;0.5;10;0;8;7;6;6;89.23;3001;21050653 ms
0;jml 270C.odem;270;1.0;-2.5;0.0;2.0;0.5;-1.0;7;0;5;9;6;3;89.23;3002;21061554 ms
1;jml 270C.odem;270;-1.0;-0.5;0.5;-2.5;-0.5;-0.5;3;4;6;0;4;4;83.53;3000;21113048 ms
2;jml 270C.odem;270;2.0;1.5;-0.5;2.5;1.5;0.5;9;8;4;10;8;6;83.14;3006;21122783 ms
3;jml 270C.odem;270;-1.0;-2.0;1.0;2.0;0.5;-1.5;3;1;7;9;6;2;82.06;3000;21198248 ms
8;pfcda_swing 252C.odem;252;2.0;0.5;-0.5;2.0;1.0;0.0;9;6;4;9;7;5;100.0;914;3570119 ms
2;poormans_2.3 304C.odem;304;2.5;0.0;1.0;2.5;1.0;2.5;10;5;7;10;7;10;100.0;2240;21725666 ms
6;jconsole-1.7.0 220C.odem;220;-2.5;0.5;0.0;-2.0;-2.0;-0.5;0;6;5;1;1;4;92.42;3001;8565555 ms
7;jconsole-1.7.0 220C.odem;220;1.5;-2.5;1.0;1.5;1.0;1.0;8;0;7;8;7;7;91.9;3005;8650189 ms
5;Jung-visualization 221C.odem;221;0.5;-1.0;2.5;2.0;-2.5;-1.0;6;3;10;9;0;3;86.7;3002;8700236 ms
6;Jung-visualization 221C.odem;221;0.5;0.5;-0.5;1.0;2.0;0.5;6;6;4;7;9;6;87.1;3001;8660509 ms
8;jconsole-1.7.0 220C.odem;220;-2.5;0.5;-0.5;-1.0;-1.0;-0.5;0;6;4;3;3;4;93.33;3005;8611331 ms
7;Jung-visualization 221C.odem;221;0.5;1.5;0.0;0.5;2.5;-2.0;6;8;5;6;10;1;86.3;3003;8662689 ms
9;Jung-visualization 221C.odem;221;2.0;2.5;0.0;1.5;2.5;1.0;9;10;5;8;10;7;87.1;3001;8619179 ms
8;Jung-visualization 221C.odem;221;-1.5;1.5;2.5;-1.0;0.0;2.5;2;8;10;3;5;10;85.84;3001;8681170 ms
9;jconsole-1.7.0 220C.odem;220;0.5;-2.0;0.5;2.5;2.0;1.0;6;1;6;10;9;7;91.47;3003;8671209 ms
0;poormans_2.3 304C.odem;304;0.5;0.5;-0.5;2.0;1.5;0.0;6;6;4;9;8;5;100.0;2455;23059358 ms
7;jpassword 269C.odem;269;1.5;0.5;1.0;1.0;0.5;2.5;8;6;7;7;6;10;100.0;764;3258790 ms
0;javaws-7 378C.odem;378;2.0;0.0;-2.0;2.0;1.0;2.0;9;5;1;9;7;9;100.0;1329;24396527 ms
5;jpassword 269C.odem;269;-1.0;1.5;0.5;-2.0;-0.5;-0.5;3;8;6;1;4;4;89.69;3002;16580195 ms
0;notepad-full 299C.odem;299;-2.5;-1.0;0.5;-2.5;-1.0;0.5;0;3;6;0;3;6;86.44;3001;25424051 ms
3;notepad-full 299C.odem;299;0.5;1.5;2.0;-2.5;0.0;0.0;6;8;9;0;5;5;85.86;3005;25446048 ms
7;pfcda_swing 252C.odem;252;2.0;0.0;-1.0;1.5;0.5;0.5;9;5;3;8;6;6;100.0;2492;9400722 ms
4;poormans_2.3 304C.odem;304;2.5;0.0;-2.5;1.5;2.5;2.0;10;5;0;8;10;9;96.59;3004;26134314 ms
5;notepad-full 299C.odem;299;2.0;0.5;1.0;2.0;2.0;0.0;9;6;7;9;9;5;100.0;2964;22937321 ms
5;pfcda_swing 252C.odem;252;-1.5;2.0;0.0;-1.0;-2.5;-0.5;2;9;5;3;0;4;86.53;3001;11193551 ms
4;log4j-1.2.16 308C.odem;308;1.5;-1.0;0.5;2.0;1.0;-1.0;8;3;6;9;7;3;92.03;3004;26810948 ms
0;log4j-1.2.16 308C.odem;308;2.5;-1.5;1.5;2.0;1.5;1.5;10;2;8;9;8;8;93.05;3001;26868606 ms
2;log4j-1.2.16 308C.odem;308;-1.0;2.0;-1.5;-2.0;-1.0;0.5;3;9;2;1;3;6;92.05;3002;26894972 ms
6;pfcda_swing 252C.odem;252;1.0;-2.5;-1.5;2.5;2.5;1.5;7;0;2;10;10;8;89.8;3000;11076839 ms
3;log4j-1.2.16 308C.odem;308;-1.0;2.0;-2.0;-1.5;-2.0;0.5;3;9;1;2;1;6;91.83;3002;26923352 ms
1;log4j-1.2.16 308C.odem;308;-1.0;-1.0;0.0;-2.0;-1.5;0.0;3;3;5;1;2;5;92.43;3001;26958094 ms
6;notepad-full 299C.odem;299;-2.0;-0.5;-2.5;1.0;-0.5;-2.5;1;4;0;7;4;0;86.2;3000;22429621 ms
9;pfcda_swing 252C.odem;252;-2.5;1.0;0.5;-2.5;-2.5;-1.5;0;7;6;0;0;2;88.98;3001;10120876 ms
9;jpassword 269C.odem;269;2.5;0.5;-1.5;1.0;1.5;2.5;10;6;2;7;8;10;100.0;2106;8286055 ms
4;jtreeview 329C.odem;329;-1.0;-2.0;-0.5;2.0;0.5;-1.0;3;1;4;9;6;3;90.31;3002;30461829 ms
2;jtreeview 329C.odem;329;0.5;-2.0;-1.5;1.5;1.0;0.5;6;1;2;8;7;6;90.25;3006;30565125 ms
1;jtreeview 329C.odem;329;-1.0;0.0;1.0;-2.0;-2.5;-1.5;3;5;7;1;0;2;93.42;3001;30567692 ms
0;jtreeview 329C.odem;329;2.0;-1.0;0.5;1.5;1.0;-2.5;9;3;6;8;7;0;91.59;3003;30585621 ms
3;jtreeview 329C.odem;329;2.0;0.5;1.0;2.0;1.0;2.5;9;6;7;9;7;10;92.48;3000;30607514 ms
8;jpassword 269C.odem;269;0.5;-0.5;0.0;2.0;1.5;-1.0;6;4;5;9;8;3;100.0;2646;10184897 ms
6;jpassword 269C.odem;269;-2.5;2.5;-2.0;-2.0;-0.5;-2.5;0;10;1;1;4;0;90.87;3003;11779261 ms
7;notepad-full 299C.odem;299;2.0;0.5;1.5;1.0;1.0;2.5;9;6;8;7;7;10;86.2;3001;17474932 ms
4;jace 340C.odem;340;2.5;0.0;0.5;1.5;2.0;1.0;10;5;6;8;9;7;91.36;3001;32295046 ms
1;jace 340C.odem;340;-0.5;1.5;-2.5;-2.0;-1.0;1.0;4;8;0;1;3;7;89.3;3003;32296671 ms
3;jace 340C.odem;340;0.5;0.0;0.5;-1.5;2.5;2.5;6;5;6;2;10;10;91.74;3002;32318187 ms
2;jace 340C.odem;340;-2.5;1.0;-0.5;0.5;-1.5;-1.0;0;7;4;6;2;3;91.13;3004;32364825 ms
0;jace 340C.odem;340;2.5;-0.5;2.0;0.0;2.0;2.0;10;4;9;5;9;9;89.26;3001;32395856 ms
7;jml 270C.odem;270;-2.5;0.0;1.5;0.0;-2.5;-2.0;0;5;8;5;0;1;80.69;3000;11341644 ms
5;jml 270C.odem;270;0.5;-1.0;0.5;2.5;1.5;0.0;6;3;6;10;8;5;89.23;3003;11410479 ms
6;jml 270C.odem;270;2.5;-2.5;-2.5;2.0;2.5;1.0;10;0;0;9;10;7;83.91;3002;11410790 ms
5;poormans_2.3 304C.odem;304;1.5;0.0;0.0;1.5;1.5;1.5;8;5;5;8;8;8;96.59;3001;17861041 ms
8;jml 270C.odem;270;2.5;-2.0;-0.5;2.5;0.5;1.0;10;1;4;10;6;7;89.23;3005;11409925 ms
9;jml 270C.odem;270;2.0;-2.5;-1.0;2.0;1.5;0.0;9;0;3;9;8;5;89.23;3005;11384718 ms
6;poormans_2.3 304C.odem;304;1.5;0.5;-1.5;1.0;2.0;0.5;8;6;2;7;9;6;90.75;3005;16264920 ms
6;javaws-7 378C.odem;378;1.0;0.0;-1.0;2.0;0.5;2.5;7;5;3;9;6;10;100.0;1033;9930907 ms
2;javaws-7 378C.odem;378;2.0;0.0;1.5;2.0;1.0;2.5;9;5;8;9;7;10;100.0;2461;34898239 ms
9;poormans_2.3 304C.odem;304;2.0;-0.5;-0.5;1.0;0.5;0.0;9;4;4;7;6;5;100.0;2257;10135597 ms
7;poormans_2.3 304C.odem;304;2.5;0.5;2.5;1.5;2.0;2.5;10;6;10;8;9;10;96.59;3001;14549568 ms
8;poormans_2.3 304C.odem;304;1.0;0.5;1.0;2.0;2.0;2.5;7;6;7;9;9;10;96.59;3001;13991079 ms
8;notepad-full 299C.odem;299;-0.5;0.5;0.5;-1.0;0.0;2.0;4;6;6;3;5;9;85.86;3000;12830520 ms
9;notepad-full 299C.odem;299;2.5;-0.5;2.5;2.0;0.5;2.0;10;4;10;9;6;9;86.2;3002;12895175 ms
3;javaws 378C.odem;378;-1.0;0.5;0.5;-0.5;-1.0;-0.5;3;6;6;4;3;4;92.54;3002;38807203 ms
4;javaws 378C.odem;378;1.5;0.5;-1.5;-1.0;-2.0;-1.5;8;6;2;3;1;2;92.54;3006;38922811 ms
1;javaws-7 378C.odem;378;1.5;1.0;-0.5;-1.0;1.5;2.5;8;7;4;3;8;10;92.52;3000;38958619 ms
4;javaws-7 378C.odem;378;-2.5;-2.0;-0.5;2.5;1.0;-0.5;0;1;4;10;7;4;94.21;3004;39047881 ms
2;javaws 378C.odem;378;0.5;1.0;-0.5;-1.0;-0.5;-0.5;6;7;4;3;4;4;90.96;3004;39064745 ms
0;javaws 378C.odem;378;1.5;-1.5;0.5;2.0;0.5;-0.5;8;2;6;9;6;4;93.13;3003;39118902 ms
5;javaws 378C.odem;378;0.5;-1.5;0.5;2.5;2.0;-0.5;6;2;6;10;9;4;94.21;3005;37930094 ms
9;javaws 378C.odem;378;1.0;-0.5;0.0;2.0;1.0;1.5;7;4;5;9;7;8;100.0;71;455257 ms
7;log4j-1.2.16 308C.odem;308;-2.5;2.0;-2.0;-1.5;-2.5;2.0;0;9;1;2;0;9;92.11;3001;12861086 ms
5;log4j-1.2.16 308C.odem;308;-1.5;1.0;-1.5;2.0;2.0;-2.5;2;7;2;9;9;0;91.83;3005;12991940 ms
8;log4j-1.2.16 308C.odem;308;2.5;1.0;2.5;2.0;2.5;2.5;10;7;10;9;10;10;92.38;3003;12936738 ms
6;log4j-1.2.16 308C.odem;308;-1.5;-0.5;0.5;-2.0;-2.0;-1.0;2;4;6;1;1;3;92.13;3006;13022934 ms
9;log4j-1.2.16 308C.odem;308;2.0;-2.0;1.0;0.5;1.0;2.5;9;1;7;6;7;10;92.41;3004;12995559 ms
5;javaws-7 378C.odem;378;1.0;-2.5;-0.5;2.5;1.5;0.5;7;0;4;10;8;6;94.21;3000;27869532 ms
5;jtreeview 329C.odem;329;-2.5;0.5;-0.5;-1.0;-0.5;-0.5;0;6;4;3;4;4;89.34;3004;13033184 ms
6;jtreeview 329C.odem;329;-1.0;0.0;0.5;-1.5;-1.0;-1.5;3;5;6;2;3;2;91.25;3000;13002543 ms
7;jtreeview 329C.odem;329;-2.5;0.0;-0.5;-1.5;-1.0;-1.0;0;5;4;2;3;3;91.25;3002;13034710 ms
9;jtreeview 329C.odem;329;0.5;-1.0;1.0;2.5;0.5;-0.5;6;3;7;10;6;4;92.21;3005;13015337 ms
8;jtreeview 329C.odem;329;0.5;-1.0;0.0;1.0;2.0;0.5;6;3;5;7;9;6;88.92;3000;13041537 ms
8;javaws-7 378C.odem;378;2.0;-0.5;0.0;2.0;1.0;0.5;9;4;5;9;7;6;100.0;1649;9657598 ms
