cycle;instance;nclasses;n1;n2;n3;n4;n5;n6;p1;p2;p3;p4;p5;p6;mojo;evals;tempo
5;dom4j-1.5.2 195C.odem;195;2.0;0.5;-0.5;2.5;1.0;1.0;9; 6; 4; 10; 7; 7;100.0;2333;10837129 ms
7;JPassword 96C.odem;96;2.0;-0.5;1.5;1.5;2.0;0.5;9; 4; 8; 8; 9; 6;100.0;11293;6058047 ms
7;pdf_renderer 199C.odem;199;1.0;-0.5;1.5;2.5;1.5;0.5;7; 4; 8; 10; 8; 6;100.0;2618;12553924 ms
8;JPassword 96C.odem;96;0.5;2.5;0.5;-2.5;-1.0;0.0;6; 10; 6; 0; 3; 5;95.51;15002;7934113 ms
2;xmldom 119C.odem;119;1.0;-0.5;0.5;-0.5;0.5;1.0;7; 4; 6; 4; 6; 7;97.35;15005;14708532 ms
0;xmldom 119C.odem;119;-1.0;-1.0;-1.0;0.5;-1.0;-2.5;3; 3; 3; 6; 3; 0;97.35;15005;14722628 ms
4;xmldom 119C.odem;119;2.0;0.0;0.0;-0.5;0.5;1.0;9; 5; 5; 4; 6; 7;97.35;15007;14750290 ms
9;junit-3.8.1 100C.odem;100;1.0;0.0;1.0;1.5;0.5;0.0;7; 5; 7; 8; 6; 5;100.0;9153;5283248 ms
9;xmldom 119C.odem;119;0.5;-0.5;-1.0;2.0;1.0;-0.5;6; 4; 3; 9; 7; 4;100.0;909;795392 ms
6;junit-3.8.1 100C.odem;100;1.5;-2.0;2.0;2.5;1.0;1.5;8; 1; 9; 10; 7; 8;96.81;15005;8693835 ms
6;xmldom 119C.odem;119;2.0;-1.0;0.5;1.0;0.5;1.0;9; 3; 6; 7; 6; 7;97.35;15005;14345599 ms
7;tinytim 134C.odem;134;0.5;0.5;0.0;2.5;1.0;-0.5;6; 6; 5; 10; 7; 4;100.0;4887;6815683 ms
4;javaws 378C.odem;378;1.5;0.5;2.0;2.5;1.0;0.0;8; 6; 9; 10; 7; 5;100.0;486;16268318 ms
7;jpassword 269C.odem;269;1.5;-0.5;1.5;1.0;1.0;0.5;8; 4; 8; 7; 7; 6;100.0;737;8475321 ms
6;gae_plugin_core 140C.odem;140;1.5;0.0;0.5;1.5;0.5;-1.0;8; 5; 6; 8; 6; 3;100.0;5426;8254743 ms
4;javacc 154C.odem;154;2.5;0.0;0.5;2.0;1.5;-1.0;10; 5; 6; 9; 8; 3;100.0;7703;17582023 ms
7;junit-3.8.1 100C.odem;100;1.5;-1.0;-0.5;2.0;0.5;1.0;8; 3; 4; 9; 6; 7;94.68;15007;8490850 ms
3;tinytim 134C.odem;134;1.0;0.0;-0.5;1.5;0.5;2.0;7; 5; 4; 8; 6; 9;100.0;12074;17977657 ms
8;junit-3.8.1 100C.odem;100;-1.5;1.0;-1.0;1.0;-2.5;-2.5;2; 7; 3; 7; 0; 0;95.74;15005;8432979 ms
2;xmlapi 184C.odem;184;2.0;0.0;-1.0;1.0;0.5;-0.5;9; 5; 3; 7; 6; 4;100.0;5079;18234108 ms
5;gae_plugin_core 140C.odem;140;0.5;-0.5;0.0;1.0;1.5;-0.5;6; 4; 5; 7; 8; 4;100.0;11652;19174108 ms
7;javacc 154C.odem;154;1.0;0.0;1.5;1.0;1.0;-1.0;7; 5; 8; 7; 7; 3;100.0;4793;10130525 ms
7;xmldom 119C.odem;119;1.0;0.0;-0.5;-0.5;0.5;2.5;7; 5; 4; 4; 6; 10;97.35;15003;13368222 ms
5;tinytim 134C.odem;134;2.0;0.5;0.0;2.0;0.5;0.5;9; 6; 5; 9; 6; 6;100.0;14166;20701276 ms
0;jdendogram 177C.odem;177;0.5;-2.0;0.5;2.5;1.5;-0.5;6; 1; 6; 10; 8; 4;100.0;6284;20826238 ms
3;jdendogram 177C.odem;177;2.0;-0.5;0.0;2.5;1.0;1.0;9; 4; 5; 10; 7; 7;100.0;6316;20879210 ms
1;Jung-graph 207C.odem;207;1.0;0.0;0.5;1.0;1.0;0.0;7; 5; 6; 7; 7; 5;100.0;4045;21054868 ms
0;pfcda_swing 252C.odem;252;2.5;-0.5;0.0;1.5;0.5;0.5;10; 4; 5; 8; 6; 6;100.0;2238;21685494 ms
4;tinytim 134C.odem;134;-0.5;0.0;0.5;-1.0;-2.5;1.0;4; 5; 6; 3; 0; 7;93.65;15005;21759039 ms
8;xmldom 119C.odem;119;-2.0;-1.0;0.5;1.0;-1.0;-2.0;1; 3; 6; 7; 3; 1;97.35;15006;13121384 ms
1;tinytim 134C.odem;134;1.5;0.0;1.0;2.0;2.0;2.0;8; 5; 7; 9; 9; 9;86.51;15007;21837943 ms
5;jdendogram 177C.odem;177;0.0;-2.0;1.0;2.5;1.0;-0.5;5; 1; 7; 10; 7; 4;100.0;6734;22210479 ms
6;tinytim 134C.odem;134;1.0;0.5;0.0;2.5;2.5;1.0;7; 6; 5; 10; 10; 7;92.0;15000;21259474 ms
3;jkaryoscope 136C.odem;136;1.5;-0.5;-2.5;-0.5;-2.5;0.5;8; 4; 0; 4; 0; 6;90.7;15002;22650320 ms
2;jkaryoscope 136C.odem;136;1.5;0.5;0.5;2.0;1.5;-0.5;8; 6; 6; 9; 8; 4;92.97;15001;22657273 ms
4;jkaryoscope 136C.odem;136;2.5;2.0;1.0;2.0;2.5;-1.0;10; 9; 7; 9; 10; 3;91.41;15003;22717507 ms
5;jkaryoscope 136C.odem;136;1.0;-2.0;2.5;1.5;1.0;-1.0;7; 1; 10; 8; 7; 3;92.13;15004;22721038 ms
1;jkaryoscope 136C.odem;136;0.5;1.0;-1.5;-2.5;-2.0;-1.0;6; 7; 2; 0; 1; 3;90.55;15005;22749671 ms
2;gae_plugin_core 140C.odem;140;1.5;-1.0;0.5;1.0;0.5;0.5;8; 3; 6; 7; 6; 6;97.78;15005;23821429 ms
4;gae_plugin_core 140C.odem;140;-2.5;1.5;0.0;-1.0;-1.0;0.5;0; 8; 5; 3; 3; 6;97.78;15004;23891998 ms
0;gae_plugin_core 140C.odem;140;1.0;-1.5;0.5;1.0;0.5;-0.5;7; 2; 6; 7; 6; 4;97.78;15001;23910401 ms
3;gae_plugin_core 140C.odem;140;1.0;-2.5;2.0;2.0;1.0;0.0;7; 0; 9; 9; 7; 5;97.06;15002;23982932 ms
8;tinytim 134C.odem;134;1.5;-1.0;2.0;1.0;0.5;0.5;8; 3; 9; 7; 6; 6;100.0;6381;8323390 ms
7;pfcda_swing 252C.odem;252;2.0;0.5;0.0;1.0;1.5;-0.5;9; 6; 5; 7; 8; 4;100.0;1821;16326766 ms
8;jdendogram 177C.odem;177;0.5;-2.5;0.0;1.0;1.5;0.5;6; 0; 5; 7; 8; 6;100.0;948;2681605 ms
2;JMetal 190C.odem;190;2.5;0.0;0.0;2.0;1.5;0.5;10; 5; 5; 9; 8; 6;100.0;6433;25422981 ms
6;jkaryoscope 136C.odem;136;-2.0;-1.5;-0.5;-2.0;-2.5;2.0;1; 2; 4; 1; 0; 9;90.77;15004;21342120 ms
9;gae_plugin_core 140C.odem;140;-2.0;-0.5;-0.5;-1.0;-1.0;0.0;1; 4; 4; 3; 3; 5;100.0;1632;2164319 ms
0;dom4j-1.5.2 195C.odem;195;1.0;-0.5;0.0;1.0;0.5;0.0;7; 4; 5; 7; 6; 5;100.0;6254;26564098 ms
2;dom4j-1.5.2 195C.odem;195;1.5;0.5;0.5;2.5;1.0;0.0;8; 6; 6; 10; 7; 5;100.0;6321;26705696 ms
6;jdendogram 177C.odem;177;1.5;-2.0;-2.5;2.0;2.0;0.0;8; 1; 0; 9; 9; 5;100.0;2242;6288371 ms
1;jpassword 269C.odem;269;2.5;1.0;-0.5;2.0;1.5;1.5;10; 7; 4; 9; 8; 8;100.0;2478;28469867 ms
5;jconsole-1.7.0 220C.odem;220;1.5;0.0;0.5;1.0;0.5;0.0;8; 5; 6; 7; 6; 5;100.0;4692;28740555 ms
0;jpassword 269C.odem;269;1.0;0.0;0.5;2.0;0.5;-1.0;7; 5; 6; 9; 6; 3;100.0;2588;29648148 ms
9;jkaryoscope 136C.odem;136;1.5;0.0;0.0;2.5;1.0;0.0;8; 5; 5; 10; 7; 5;100.0;5758;7289292 ms
4;jconsole-1.7.0 220C.odem;220;2.5;0.5;-0.5;2.5;1.5;0.0;10; 6; 4; 10; 8; 5;100.0;5075;30785349 ms
7;gae_plugin_core 140C.odem;140;-2.5;-0.5;0.5;-2.0;-1.5;-0.5;0; 4; 6; 1; 2; 4;100.0;9819;13559367 ms
5;javacc 154C.odem;154;2.0;-2.5;1.0;0.5;-2.0;1.0;9; 0; 7; 6; 1; 7;98.03;15005;31481829 ms
2;javacc 154C.odem;154;2.0;0.0;0.0;2.5;1.0;0.5;9; 5; 5; 10; 7; 6;99.33;15002;31490170 ms
1;javacc 154C.odem;154;1.5;1.0;-2.5;0.0;2.5;-1.5;8; 7; 0; 5; 10; 2;98.03;15001;31687980 ms
4;jdendogram 177C.odem;177;0.5;-0.5;0.5;2.5;2.5;0.0;6; 4; 6; 10; 10; 5;100.0;10352;32009591 ms
8;gae_plugin_core 140C.odem;140;-2.5;0.0;-0.5;-2.0;-1.0;0.0;0; 5; 4; 1; 3; 5;100.0;10595;14247921 ms
5;JavaGeom 172C.odem;172;0.5;0.5;1.0;2.5;1.0;0.0;6; 6; 7; 10; 7; 5;100.0;11888;34644187 ms
7;jdendogram 177C.odem;177;-2.5;1.5;0.5;-2.5;-1.0;0.0;0; 8; 6; 0; 3; 5;100.0;5061;13780768 ms
6;javacc 154C.odem;154;1.5;0.0;0.5;2.0;1.0;-1.0;8; 5; 6; 9; 7; 3;100.0;14563;28865312 ms
9;tinytim 134C.odem;134;2.5;0.5;0.0;2.0;1.0;0.5;10; 6; 5; 9; 7; 6;100.0;14009;16793501 ms
8;jkaryoscope 136C.odem;136;0.5;-0.5;-0.5;2.0;2.0;0.0;6; 4; 4; 9; 9; 5;100.0;10254;12547652 ms
4;Jung-graph 207C.odem;207;0.5;-1.0;0.5;2.0;1.5;-0.5;6; 3; 6; 9; 8; 4;100.0;7579;36160646 ms
7;xmlapi 184C.odem;184;1.0;-0.5;-0.5;2.0;1.0;0.5;7; 4; 4; 9; 7; 6;100.0;9233;27967219 ms
9;jdendogram 177C.odem;177;0.5;-2.5;1.5;1.0;0.5;0.0;6; 0; 8; 7; 6; 5;100.0;4380;11570334 ms
2;pdf_renderer 199C.odem;199;2.5;1.0;1.0;2.0;1.0;0.5;10; 7; 7; 9; 7; 6;100.0;8939;37310072 ms
3;JavaGeom 172C.odem;172;2.5;0.0;-1.0;1.0;1.5;-1.0;10; 5; 3; 7; 8; 3;100.0;13640;38836064 ms
3;jpassword 269C.odem;269;2.0;0.5;0.0;1.0;0.5;0.5;9; 6; 5; 7; 6; 6;100.0;3648;38874488 ms
1;jdendogram 177C.odem;177;2.0;-2.5;0.0;2.0;1.5;-0.5;9; 0; 5; 9; 8; 4;100.0;13092;38997029 ms
8;xmlapi 184C.odem;184;1.5;0.5;0.5;2.5;1.0;-0.5;8; 6; 6; 10; 7; 4;100.0;7474;21195692 ms
7;jkaryoscope 136C.odem;136;0.5;-1.5;2.5;2.5;1.0;-1.5;6; 2; 10; 10; 7; 2;92.19;15006;17879078 ms
7;jml 270C.odem;270;2.0;0.0;-1.0;2.5;1.0;1.5;9; 5; 3; 10; 7; 8;100.0;3079;30965588 ms
1;pfcda_swing 252C.odem;252;1.5;0.5;-1.0;2.5;1.0;0.0;8; 6; 3; 10; 7; 5;100.0;4705;40608203 ms
0;JavaGeom 172C.odem;172;2.5;-0.5;0.0;1.0;0.5;-0.5;10; 4; 5; 7; 6; 4;100.0;14480;40747269 ms
6;JavaGeom 172C.odem;172;1.0;0.0;0.0;2.0;1.0;-1.0;7; 5; 5; 9; 7; 3;100.0;2768;6357729 ms
4;JavaGeom 172C.odem;172;-0.5;2.0;1.5;-2.5;-2.0;0.0;4; 9; 8; 0; 1; 5;87.04;15001;41731464 ms
1;JavaGeom 172C.odem;172;2.0;-0.5;-1.5;1.0;1.5;2.5;9; 4; 2; 7; 8; 10;87.8;15003;41785536 ms
2;JavaGeom 172C.odem;172;-1.0;-1.0;0.0;-2.0;-2.5;-2.5;3; 3; 5; 1; 0; 0;89.63;15007;41955849 ms
0;xmlapi 184C.odem;184;1.5;0.0;0.0;2.0;1.0;0.0;8; 5; 5; 9; 7; 5;100.0;14041;42830594 ms
2;jdendogram 177C.odem;177;-2.0;1.5;-0.5;-1.0;-1.0;0.0;1; 8; 4; 3; 3; 5;99.42;15005;43096767 ms
1;JMetal 190C.odem;190;2.0;0.0;-0.5;2.0;1.0;0.5;9; 5; 4; 9; 7; 6;100.0;12369;43983359 ms
8;javacc 154C.odem;154;-1.0;-1.0;1.5;-1.5;-1.5;1.5;3; 3; 8; 2; 2; 8;98.03;15003;26420316 ms
3;xmlapi 184C.odem;184;-2.5;-0.5;-1.0;-1.5;1.0;1.0;0; 4; 3; 2; 7; 7;81.32;15004;45228048 ms
5;xmlapi 184C.odem;184;-1.0;0.0;1.0;-1.0;-0.5;-0.5;3; 5; 7; 3; 4; 4;82.86;15007;45307192 ms
0;Jung-graph 207C.odem;207;1.0;0.0;0.0;2.0;1.5;-1.0;7; 5; 5; 9; 8; 3;100.0;10136;45375969 ms
9;JavaGeom 172C.odem;172;1.5;1.0;0.0;2.5;1.5;1.5;8; 7; 5; 10; 8; 8;100.0;2089;4442257 ms
9;javacc 154C.odem;154;1.5;0.0;0.0;2.5;2.0;1.0;8; 5; 5; 10; 9; 7;99.33;15006;25836556 ms
5;javaws 378C.odem;378;1.0;0.0;-0.5;2.5;1.0;2.0;7; 5; 4; 10; 7; 9;100.0;1600;45666438 ms
5;jml 270C.odem;270;1.0;1.0;-1.0;2.0;1.5;2.0;7; 7; 3; 9; 8; 9;100.0;4598;46972341 ms
6;xmlapi 184C.odem;184;2.5;0.5;-1.5;2.0;1.5;1.5;10; 6; 2; 9; 8; 8;82.39;15004;42892994 ms
8;JavaGeom 172C.odem;172;1.0;0.5;0.0;2.0;1.0;1.0;7; 6; 5; 9; 7; 7;100.0;3776;7865494 ms
4;poormans_2.3 304C.odem;304;2.0;0.5;0.5;1.5;0.5;0.0;9; 6; 6; 8; 6; 5;100.0;3572;49538335 ms
9;pdf_renderer 199C.odem;199;2.0;0.0;0.0;1.5;0.5;0.0;9; 5; 5; 8; 6; 5;100.0;10346;36971259 ms
4;JMetal 190C.odem;190;0.0;-1.0;2.0;0.5;1.5;-0.5;5; 3; 9; 6; 8; 4;97.85;15002;50726872 ms
8;pfcda_swing 252C.odem;252;1.5;0.0;1.5;1.5;1.0;1.0;8; 5; 8; 8; 7; 7;100.0;4137;29055060 ms
3;JMetal 190C.odem;190;-1.0;0.0;-0.5;-2.5;-1.5;0.5;3; 5; 4; 0; 2; 6;98.39;15001;50822141 ms
0;JMetal 190C.odem;190;-1.0;0.5;-0.5;-2.5;-2.0;-0.5;3; 6; 4; 0; 1; 4;98.39;15007;50824214 ms
6;JMetal 190C.odem;190;-2.5;1.5;1.0;-2.0;-2.5;-1.0;0; 8; 7; 1; 0; 3;97.84;15006;49363646 ms
4;dom4j-1.5.2 195C.odem;195;-0.5;-0.5;0.0;-1.5;-2.0;-2.5;4; 4; 5; 2; 1; 0;96.24;15004;53038057 ms
1;dom4j-1.5.2 195C.odem;195;-2.0;-0.5;-0.5;-2.0;-1.5;-1.0;1; 4; 4; 1; 2; 3;96.24;15005;53064276 ms
3;dom4j-1.5.2 195C.odem;195;-0.5;0.5;0.5;-2.5;-1.5;0.0;4; 6; 6; 0; 2; 5;94.68;15004;53078753 ms
5;pdf_renderer 199C.odem;199;-2.0;-2.0;1.5;2.0;1.0;1.0;1; 1; 8; 9; 7; 7;97.44;15002;55323389 ms
0;pdf_renderer 199C.odem;199;1.0;-2.5;-0.5;2.0;1.0;-0.5;7; 0; 4; 9; 7; 4;98.46;15005;55520511 ms
6;pdf_renderer 199C.odem;199;0.5;-2.0;-0.5;2.0;1.5;-0.5;6; 1; 4; 9; 8; 4;97.44;15007;55095761 ms
8;pdf_renderer 199C.odem;199;0.5;-2.5;0.0;2.5;1.0;0.0;6; 0; 5; 10; 7; 5;97.44;15002;54280289 ms
3;jml 270C.odem;270;1.5;0.5;-1.0;2.5;1.0;-0.5;8; 6; 3; 10; 7; 4;100.0;5906;56392854 ms
7;jconsole-1.7.0 220C.odem;220;2.0;-0.5;0.0;2.5;1.5;0.5;9; 4; 5; 10; 8; 6;100.0;6054;25838688 ms
8;Jung-graph 207C.odem;207;1.5;0.0;0.5;2.0;0.5;-0.5;8; 5; 6; 9; 6; 4;100.0;3659;11541316 ms
0;jml 270C.odem;270;1.5;1.0;0.0;1.5;1.0;0.5;8; 7; 5; 8; 7; 6;100.0;6201;58616359 ms
0;poormans_2.3 304C.odem;304;2.5;0.5;-0.5;1.0;1.0;-0.5;10; 6; 4; 7; 7; 4;100.0;4451;58687682 ms
2;lwjgl 569C.odem;569;1.0;1.0;2.0;1.0;1.0;2.5;7; 7; 9; 7; 7; 10;100.0;680;58725530 ms
6;dom4j-1.5.2 195C.odem;195;-2.0;0.5;1.0;-1.5;-1.5;-1.5;1; 6; 7; 2; 2; 2;96.24;15007;48101259 ms
7;JavaGeom 172C.odem;172;2.5;0.0;-1.0;2.0;1.0;1.0;10; 5; 3; 9; 7; 7;100.0;10290;20160174 ms
5;Jung-graph 207C.odem;207;1.5;-0.5;0.0;1.0;2.0;1.5;8; 4; 5; 7; 9; 8;99.01;15003;60446259 ms
3;Jung-graph 207C.odem;207;2.5;1.0;1.0;1.0;2.5;1.5;10; 7; 7; 7; 10; 8;99.01;15007;60519813 ms
2;Jung-graph 207C.odem;207;1.5;-2.0;0.0;2.0;2.0;1.5;8; 1; 5; 9; 9; 8;99.01;15002;60529724 ms
2;Jung-visualization 221C.odem;221;2.0;0.0;0.0;1.5;1.5;-0.5;9; 5; 5; 8; 8; 4;100.0;12421;61185444 ms
4;jpassword 269C.odem;269;2.5;1.0;-0.5;2.5;1.5;1.0;10; 7; 4; 10; 8; 7;100.0;6880;62286272 ms
	7;JMetal 190C.odem;190;0.5;-0.5;2.0;1.0;2.5;-1.0;6; 4; 9; 7; 10; 3;97.85;15005;39466072 ms
7;dom4j-1.5.2 195C.odem;195;1.5;-0.5;0.0;2.0;1.0;1.5;8; 4; 5; 9; 7; 8;100.0;13892;38827333 ms
8;dom4j-1.5.2 195C.odem;195;2.0;1.5;0.5;1.0;1.0;0.0;9; 8; 6; 7; 7; 5;100.0;14018;39102525 ms
0;jconsole-1.7.0 220C.odem;220;1.0;0.0;1.0;1.0;2.0;0.0;7; 5; 7; 7; 9; 5;100.0;14325;67476829 ms
9;xmlapi 184C.odem;184;-2.0;0.5;-0.5;-1.5;-1.5;-2.0;1; 6; 4; 2; 2; 1;82.86;15002;31216600 ms
3;Jung-visualization 221C.odem;221;-0.5;-2.5;-1.0;-1.0;-1.5;2.5;4; 0; 3; 3; 2; 10;87.1;15003;69440075 ms
5;Jung-visualization 221C.odem;221;2.0;2.0;1.0;-1.5;2.0;1.0;9; 9; 7; 2; 9; 7;87.04;15003;69471715 ms
1;jconsole-1.7.0 220C.odem;220;1.0;-1.5;-1.5;2.0;2.0;-0.5;7; 2; 2; 9; 9; 4;93.33;15007;69523866 ms
2;jconsole-1.7.0 220C.odem;220;-2.5;0.5;0.0;-2.0;-2.0;0.5;0; 6; 5; 1; 1; 6;92.42;15002;69573203 ms
3;jconsole-1.7.0 220C.odem;220;1.5;-1.0;1.5;1.0;2.0;-1.0;8; 3; 8; 7; 9; 3;93.33;15006;69677267 ms
4;Jung-visualization 221C.odem;221;0.5;1.5;-2.5;1.0;1.5;-1.0;6; 8; 0; 7; 8; 3;86.3;15003;69692251 ms
0;Jung-visualization 221C.odem;221;-2.5;-1.0;0.0;-1.0;-1.5;-1.0;0; 3; 5; 3; 2; 3;86.7;15006;69729035 ms
1;Jung-visualization 221C.odem;221;1.5;0.5;0.0;1.5;1.0;0.5;8; 6; 5; 8; 7; 6;86.7;15007;69840573 ms
9;jml 270C.odem;270;0.5;0.5;0.5;2.0;1.5;-1.0;6; 6; 6; 9; 8; 3;100.0;3504;23259945 ms
9;Jung-graph 207C.odem;207;1.5;0.5;0.0;2.0;1.0;0.0;8; 6; 5; 9; 7; 5;100.0;5070;13376160 ms
8;jpassword 269C.odem;269;1.0;0.5;0.5;2.0;1.5;2.0;7; 6; 6; 9; 8; 9;100.0;6906;53974596 ms
6;Jung-graph 207C.odem;207;2.5;1.0;0.0;2.5;2.5;1.0;10; 7; 5; 10; 10; 7;99.01;15000;49785475 ms
3;jace 340C.odem;340;1.5;0.0;0.0;1.5;0.5;-0.5;8; 5; 5; 8; 6; 4;100.0;4328;72490272 ms
8;JMetal 190C.odem;190;-1.0;1.0;-1.0;-1.5;2.0;-1.5;3; 7; 3; 2; 9; 2;97.34;15005;32159394 ms
7;Jung-graph 207C.odem;207;1.5;0.0;0.0;1.0;0.5;0.0;8; 5; 5; 7; 6; 5;100.0;13883;40061666 ms
9;JMetal 190C.odem;190;2.0;-0.5;0.0;1.0;1.5;0.0;9; 4; 5; 7; 8; 5;100.0;13818;27846885 ms
6;poormans_2.3 304C.odem;304;1.0;0.0;0.5;2.5;1.0;2.5;7; 5; 6; 10; 7; 10;100.0;3550;29828778 ms
6;jconsole-1.7.0 220C.odem;220;-0.5;-0.5;-0.5;-2.0;-1.5;0.0;4; 4; 4; 1; 2; 5;95.63;15004;53595368 ms
9;dom4j-1.5.2 195C.odem;195;-1.0;0.0;-1.0;-2.0;-1.5;-2.5;3; 5; 3; 1; 2; 0;96.24;15006;30888460 ms
2;notepad-full 299C.odem;299;2.0;0.5;0.5;2.0;1.0;1.5;9; 6; 6; 9; 7; 8;100.0;8112;84555330 ms
5;pfcda_swing 252C.odem;252;-1.0;0.5;-0.5;-1.5;-1.5;-1.0;3; 6; 4; 2; 2; 3;87.35;15003;89093297 ms
6;Jung-visualization 221C.odem;221;2.5;0.0;0.5;1.5;1.0;0.0;10; 5; 6; 8; 7; 5;100.0;9878;28081040 ms
9;pfcda_swing 252C.odem;252;2.5;-0.5;0.5;1.5;0.5;0.5;10; 4; 6; 8; 6; 6;100.0;12291;64704744 ms
2;pfcda_swing 252C.odem;252;-1.5;0.5;0.5;-2.5;-2.0;-1.5;2; 6; 6; 0; 1; 2;87.7;15007;89497106 ms
6;pfcda_swing 252C.odem;252;2.5;-2.0;-1.0;1.0;1.5;0.5;10; 1; 3; 7; 8; 6;90.2;15001;87364356 ms
0;lwjgl 569C.odem;569;1.0;0.0;-0.5;1.5;1.0;0.0;7; 5; 4; 8; 7; 5;100.0;1362;93008796 ms
6;jpassword 269C.odem;269;2.5;0.5;-1.0;2.5;1.0;2.5;10; 6; 3; 10; 7; 10;100.0;12621;88417673 ms
8;jconsole-1.7.0 220C.odem;220;1.5;0.5;-0.5;1.0;1.5;0.5;8; 6; 4; 7; 8; 6;92.86;15002;41706387 ms
7;poormans_2.3 304C.odem;304;2.0;-1.0;0.0;2.0;1.0;2.0;9; 3; 5; 9; 7; 9;100.0;5508;39767657 ms
6;notepad-full 299C.odem;299;1.5;0.0;0.0;2.0;1.0;0.0;8; 5; 5; 9; 7; 5;100.0;2421;15143822 ms
4;jml 270C.odem;270;2.0;0.5;0.0;2.5;1.0;1.5;9; 6; 5; 10; 7; 8;100.0;14147;99801738 ms
8;jml 270C.odem;270;2.5;0.5;-1.0;2.5;1.0;2.5;10; 6; 3; 10; 7; 10;100.0;11159;62690047 ms
2;jml 270C.odem;270;1.0;-2.5;-0.5;1.5;0.5;1.5;7; 0; 4; 8; 6; 8;89.23;15003;103505469 ms
9;jconsole-1.7.0 220C.odem;220;2.5;-0.5;0.0;2.5;2.5;1.0;10; 4; 5; 10; 10; 7;93.33;15006;38152458 ms
7;Jung-visualization 221C.odem;221;2.0;1.5;-0.5;0.5;1.5;0.5;9; 8; 4; 6; 8; 6;87.1;15007;37760100 ms
8;Jung-visualization 221C.odem;221;-1.5;-2.5;-0.5;2.5;-2.5;-1.5;2; 0; 4; 10; 0; 2;87.5;15006;37863280 ms
9;Jung-visualization 221C.odem;221;2.0;2.0;-0.5;-0.5;2.5;1.0;9; 9; 4; 4; 10; 7;87.96;15005;37645798 ms
1;notepad-full 299C.odem;299;0.5;0.0;0.0;2.5;1.0;1.0;6; 5; 5; 10; 7; 7;100.0;11894;107458898 ms
9;jpassword 269C.odem;269;2.5;-0.5;0.5;1.0;0.5;1.5;10; 4; 6; 7; 6; 8;100.0;14762;83334325 ms
9;poormans_2.3 304C.odem;304;0.5;0.0;-0.5;2.5;1.5;2.5;6; 5; 4; 10; 8; 10;100.0;2496;14169826 ms
0;javaws 378C.odem;378;2.5;0.0;0.5;1.0;0.5;-0.5;10; 5; 6; 7; 6; 4;100.0;6917;119998528 ms
4;notepad-full 299C.odem;299;1.0;1.0;0.0;0.5;1.0;-1.0;7; 7; 5; 6; 7; 3;86.2;15004;123355500 ms
0;notepad-full 299C.odem;299;-2.0;0.5;0.5;-2.0;-1.5;0.5;1; 6; 6; 1; 2; 6;86.2;15001;123443003 ms
3;notepad-full 299C.odem;299;-2.5;-2.0;0.5;-2.0;-0.5;0.5;0; 1; 6; 1; 4; 6;86.44;15001;123485145 ms
5;notepad-full 299C.odem;299;1.5;1.5;1.5;0.0;1.0;1.5;8; 8; 8; 5; 7; 8;86.2;15005;123525075 ms
4;jace 340C.odem;340;2.5;0.0;0.0;1.0;0.5;-0.5;10; 5; 5; 7; 6; 4;100.0;10527;125617822 ms
5;poormans_2.3 304C.odem;304;-1.5;-0.5;0.0;-1.5;-1.0;-2.0;2; 4; 5; 2; 3; 1;97.28;15005;125765082 ms
1;poormans_2.3 304C.odem;304;1.5;-0.5;0.5;2.5;2.5;2.5;8; 4; 6; 10; 10; 10;96.59;15005;126000283 ms
3;poormans_2.3 304C.odem;304;-2.5;0.0;0.5;-1.0;-0.5;-0.5;0; 5; 6; 3; 4; 4;97.28;15007;126010670 ms
2;poormans_2.3 304C.odem;304;-2.5;-1.0;-0.5;-2.5;-1.5;-2.0;0; 3; 4; 0; 2; 1;97.28;15007;126152196 ms
6;javaws 378C.odem;378;2.5;0.5;0.0;2.5;1.0;0.5;10; 6; 5; 10; 7; 6;100.0;7564;122085107 ms
4;log4j-1.2.16 308C.odem;308;-2.5;1.5;-1.5;-2.5;-1.5;1.0;0; 8; 2; 0; 2; 7;92.74;15003;128788980 ms
3;log4j-1.2.16 308C.odem;308;-1.0;1.5;-1.5;-2.5;-1.5;-1.0;3; 8; 2; 0; 2; 3;92.08;15007;129411343 ms
2;log4j-1.2.16 308C.odem;308;2.0;1.0;-1.5;0.5;2.0;0.5;9; 7; 2; 6; 9; 6;92.08;15007;129457787 ms
0;log4j-1.2.16 308C.odem;308;2.5;-0.5;1.0;1.5;1.0;-0.5;10; 4; 7; 8; 7; 4;93.67;15003;129518614 ms
1;log4j-1.2.16 308C.odem;308;2.0;-0.5;2.0;1.5;1.5;-0.5;9; 4; 9; 8; 8; 4;93.67;15005;129596814 ms
3;javaws 378C.odem;378;1.5;0.5;0.0;1.5;0.5;0.0;8; 6; 5; 8; 6; 5;100.0;7902;129619583 ms
5;log4j-1.2.16 308C.odem;308;-2.5;1.0;-2.0;-0.5;-2.5;-2.5;0; 7; 1; 4; 0; 0;93.02;15003;129849165 ms
0;javaws-7 378C.odem;378;1.5;0.0;-1.0;2.0;0.5;1.5;8; 5; 3; 9; 6; 8;100.0;8456;134482716 ms
1;javaws 378C.odem;378;2.0;0.0;-1.0;1.0;0.5;1.5;9; 5; 3; 7; 6; 8;100.0;9295;141084264 ms
7;notepad-full 299C.odem;299;1.0;1.5;1.0;1.0;1.5;0.0;7; 8; 7; 7; 8; 5;100.0;8877;41888322 ms
