cycle;instance;nclasses;n1;n2;n3;n4;n5;n6;p1;p2;p3;p4;p5;p6;mojo;evals;tempo
2;jtreeview 329C.odem;329;-0.5;-0.5;0.0;-2.5;-1.0;-2.0;4; 4; 5; 0; 3; 1;92.81;15002;143561209 ms
5;jtreeview 329C.odem;329;-2.5;0.0;0.5;-2.0;-1.5;-1.5;0; 5; 6; 1; 2; 2;93.42;15001;143979078 ms
1;jtreeview 329C.odem;329;-1.5;0.5;0.5;-2.5;-1.5;-1.0;2; 6; 6; 0; 2; 3;93.42;15003;144148759 ms
3;jtreeview 329C.odem;329;-1.0;-1.0;2.0;2.0;1.0;-0.5;3; 3; 9; 9; 7; 4;92.21;15003;144163516 ms
0;jtreeview 329C.odem;329;-1.0;0.0;-0.5;-2.5;-1.5;-0.5;3; 5; 4; 0; 2; 4;93.42;15006;144354365 ms
6;jtreeview 329C.odem;329;-2.0;0.0;0.5;-2.0;-2.5;0.0;1; 5; 6; 1; 0; 5;90.22;15001;137427924 ms
9;javaws 378C.odem;378;2.5;1.0;0.0;2.5;1.0;0.5;10; 7; 5; 10; 7; 6;100.0;3178;27121121 ms
3;javaws-7 378C.odem;378;1.5;1.0;0.5;2.5;1.0;0.0;8; 7; 6; 10; 7; 5;100.0;10236;148360565 ms
5;jace 340C.odem;340;0.5;-0.5;0.0;-2.0;2.0;1.5;6; 4; 5; 1; 9; 8;91.74;15001;150763860 ms
0;jace 340C.odem;340;-2.0;-2.0;1.5;2.0;0.5;-1.5;1; 1; 8; 9; 6; 2;92.05;15002;150887968 ms
1;jace 340C.odem;340;2.5;-2.5;0.5;2.5;0.5;-0.5;10; 0; 6; 10; 6; 4;92.05;15000;150981654 ms
2;jace 340C.odem;340;1.0;0.5;0.5;-0.5;2.0;1.0;7; 6; 6; 4; 9; 7;91.13;15006;151169809 ms
4;res_cobol 483C.odem;483;2.0;0.0;0.0;1.0;1.0;-1.0;9; 5; 5; 7; 7; 3;100.0;4710;153081144 ms
8;poormans_2.3 304C.odem;304;-0.5;-0.5;0.5;-1.5;-2.5;-2.5;4; 4; 6; 2; 0; 0;97.28;15002;74329103 ms
9;jace 340C.odem;340;1.5;0.0;0.5;2.0;1.0;-0.5;8; 5; 6; 9; 7; 4;100.0;1216;5640325 ms
4;javaws-7 378C.odem;378;1.5;0.0;-1.0;2.5;1.0;1.0;8; 5; 3; 10; 7; 7;100.0;12464;162412050 ms
4;lwjgl 569C.odem;569;2.5;0.0;-2.5;1.5;1.0;-1.0;10; 5; 0; 8; 7; 3;100.0;3658;163147551 ms
8;notepad-full 299C.odem;299;-2.5;-1.0;-0.5;-2.0;-2.5;-2.0;0; 3; 4; 1; 0; 1;86.2;15006;58228034 ms
7;jace 340C.odem;340;2.0;0.0;-1.0;1.0;0.5;-0.5;9; 5; 3; 7; 6; 4;100.0;8018;41309420 ms
8;javaws-7 378C.odem;378;2.0;0.0;-0.5;2.5;1.0;0.0;9; 5; 4; 10; 7; 5;100.0;739;4536785 ms
7;javaws-7 378C.odem;378;2.0;0.5;0.0;1.0;0.5;1.5;9; 6; 5; 7; 6; 8;100.0;3093;19820288 ms
6;jace 340C.odem;340;1.0;0.5;0.0;-2.5;2.0;1.5;7; 6; 5; 0; 9; 8;91.74;15003;97649280 ms
9;javaws-7 378C.odem;378;2.0;0.0;0.5;2.0;1.0;1.5;9; 5; 6; 9; 7; 8;100.0;885;4986451 ms
9;notepad-full 299C.odem;299;1.0;0.5;-2.5;2.0;1.0;-2.0;7; 6; 0; 9; 7; 1;86.2;15007;50690860 ms
8;jace 340C.odem;340;1.0;0.5;-0.5;2.5;1.0;0.5;7; 6; 4; 10; 7; 6;100.0;6092;25756183 ms
2;javaws-7 378C.odem;378;0.0;-2.0;-2.0;2.5;2.5;0.5;5; 1; 1; 10; 10; 6;92.56;15003;176583338 ms
1;javaws-7 378C.odem;378;-0.5;-0.5;0.0;2.5;1.5;0.0;4; 4; 5; 10; 8; 5;94.21;15007;176619177 ms
5;javaws-7 378C.odem;378;-1.5;1.0;-0.5;-2.5;-2.5;0.5;2; 7; 4; 0; 0; 6;92.56;15003;176654982 ms
7;javaws 378C.odem;378;0.5;-1.5;0.5;1.5;0.5;-0.5;6; 2; 6; 8; 6; 4;93.13;15007;162912629 ms
6;log4j-1.2.16 308C.odem;308;-1.5;2.5;-1.5;-2.5;-2.5;1.0;2; 10; 2; 0; 0; 7;92.41;15000;50581953 ms
8;log4j-1.2.16 308C.odem;308;1.5;0.5;-1.0;1.5;1.5;2.0;8; 6; 3; 8; 8; 9;92.76;15003;50353418 ms
9;log4j-1.2.16 308C.odem;308;1.5;0.5;0.0;1.5;1.5;-1.0;8; 6; 5; 8; 8; 3;93.67;15006;50442376 ms
7;log4j-1.2.16 308C.odem;308;-1.5;-1.5;-0.5;-2.0;-1.5;1.0;2; 2; 4; 1; 2; 7;93.07;15005;50572798 ms
8;javaws 378C.odem;378;-2.5;2.5;-2.5;-2.0;-1.0;0.0;0; 10; 0; 1; 3; 5;92.56;15006;137413964 ms
7;jtreeview 329C.odem;329;1.5;0.0;-1.5;2.0;2.0;0.5;8; 5; 2; 9; 9; 6;100.0;11143;39594363 ms
8;jtreeview 329C.odem;329;-1.0;0.5;-1.5;-2.5;-1.0;-1.0;3; 6; 2; 0; 3; 3;92.81;15003;46658837 ms
9;jtreeview 329C.odem;329;-2.0;1.0;0.0;-2.0;-2.0;-2.0;1; 7; 5; 1; 1; 1;93.42;15003;46597601 ms
6;javaws-7 378C.odem;378;1.0;-2.0;0.5;2.5;1.0;0.0;7; 1; 6; 10; 7; 5;94.21;15003;66812501 ms
6;lwjgl 569C.odem;569;1.5;0.5;-0.5;1.5;0.5;1.5;8; 6; 4; 8; 6; 8;100.0;6763;147193630 ms
5;lwjgl 569C.odem;569;1.0;-0.5;0.0;1.0;0.5;2.0;7; 4; 5; 7; 6; 9;100.0;8425;214029764 ms
1;res_cobol 483C.odem;483;-1.5;-1.0;-0.5;1.5;0.5;0.0;2; 3; 4; 8; 6; 5;99.79;15007;225266798 ms
5;res_cobol 483C.odem;483;2.0;-2.0;-1.5;1.5;2.0;2.5;9; 1; 2; 8; 9; 10;97.45;15005;225340474 ms
3;res_cobol 483C.odem;483;0.5;-1.0;0.0;1.0;0.5;0.5;6; 3; 5; 7; 6; 6;99.79;15004;225918882 ms
2;res_cobol 483C.odem;483;0.5;-2.5;0.0;1.0;1.0;1.0;6; 0; 5; 7; 7; 7;99.79;15006;225982202 ms
0;res_cobol 483C.odem;483;0.5;-2.5;0.5;1.0;0.5;0.5;6; 0; 6; 7; 6; 6;99.79;15003;226796318 ms
9;res_cobol 483C.odem;483;1.5;0.0;1.0;2.0;1.0;-0.5;8; 5; 7; 9; 7; 4;100.0;3925;16083633 ms
6;res_cobol 483C.odem;483;2.0;-1.0;0.5;2.0;1.0;0.5;9; 3; 6; 9; 7; 6;99.79;15005;90706865 ms
1;lwjgl 569C.odem;569;2.5;0.0;-2.0;2.0;2.0;1.0;10; 5; 1; 9; 9; 7;86.33;15002;252073538 ms
3;lwjgl 569C.odem;569;0.5;0.0;1.5;0.5;1.5;2.5;6; 5; 8; 6; 8; 10;90.96;15002;252408160 ms
7;lwjgl 569C.odem;569;1.0;1.0;0.5;1.0;2.5;2.0;7; 7; 6; 7; 10; 9;88.79;15004;163309727 ms
9;lwjgl 569C.odem;569;1.0;-0.5;0.0;1.5;0.5;-0.5;7; 4; 5; 8; 6; 4;100.0;8882;52023428 ms
8;lwjgl 569C.odem;569;1.5;0.5;1.0;2.0;1.0;1.0;8; 6; 7; 9; 7; 7;100.0;14830;99029619 ms
7;res_cobol 483C.odem;483;-1.5;-2.0;0.0;1.0;0.5;-1.0;2; 1; 5; 7; 6; 3;99.79;15007;41410472 ms
8;res_cobol 483C.odem;483;-1.0;-2.0;0.0;1.0;1.5;0.0;3; 1; 5; 7; 8; 5;99.79;15006;41355788 ms

