cicle;instance;nclasses;solutionreal;solution;mojo;evalsconsumed;besteval;time;cluster
9;notepad-model 46C.odem;46;[1.0,2.0,-2.0,-1.5,2.5,-1.0,1.5,2.0,-0.5,-2.5,];[7, 9, 1, 2, 10, 3, 8, 9, 4, 0];100.0;1;0;9 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
6;jnanoxml 25C.odem;25;[1.5,0.0,2.0,1.0,];[8, 5, 9, 7];100.0;562;562;9118 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
3;notepad-model 46C.odem;46;[-0.5,0.0,1.0,2.0,-0.5,-0.5,-2.0,0.0,-0.5,2.5,];[4, 5, 7, 9, 4, 4, 1, 5, 4, 10];100.0;1;0;95 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
0;notepad-model 46C.odem;46;[-2.5,1.5,0.0,0.0,-1.0,2.0,-0.5,1.0,-1.5,2.0,];[0, 8, 5, 5, 3, 9, 4, 7, 2, 9];100.0;1;0;193 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
2;notepad-model 46C.odem;46;[1.5,2.5,-1.5,-2.0,-0.5,2.0,2.0,1.0,-2.0,-2.0,];[8, 10, 2, 1, 4, 9, 9, 7, 1, 1];100.0;1;0;205 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
3;apache_zip 36C.odem;36;[-0.5,1.0,-1.0,2.5,2.5,-1.5,-0.5,-1.5,0.0,0.5,];[4, 7, 3, 10, 10, 2, 4, 2, 5, 6];100.0;67;67;3124 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
8;jnanoxml 25C.odem;25;[-0.5,0.0,-1.0,-0.5,];[4, 5, 3, 4];100.0;355;355;7909 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
8;apache_zip 36C.odem;36;[2.5,0.5,2.5,0.0,2.5,0.0,];[10, 6, 10, 5, 10, 5];100.0;249;249;11009 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
2;seemp 31C.odem;31;[-0.5,1.5,1.5,-0.5,-2.5,2.0,2.5,-0.5,2.5,0.5,];[4, 8, 8, 4, 0, 9, 10, 4, 10, 6];100.0;119;119;4576 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
4;seemp 31C.odem;31;[-1.0,-0.5,2.5,-1.5,-1.5,-0.5,2.5,2.0,0.5,0.0,];[3, 4, 10, 2, 2, 4, 10, 9, 6, 5];100.0;5;5;69 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
3;apache_zip 36C.odem;36;[2.5,2.5,-2.0,0.0,1.0,2.5,0.0,0.0,];[10, 10, 1, 5, 7, 10, 5, 5];100.0;172;172;10527 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
2;jstl-1.0.6 18C.odem;18;[1.5,0.0,1.0,0.5,];[8, 5, 7, 6];100.0;2535;2535;16669 ; [10, 10, 10, 10, 10, 10, 9, 9, 10, 9, 10, 11, 14, 14, 14, 17, 17, 17]
3;apache_zip 36C.odem;36;[-1.5,2.5,-1.5,-1.5,];[2, 10, 2, 2];100.0;483;483;19538 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
0;seemp 31C.odem;31;[1.5,-0.5,1.5,-2.5,2.5,1.0,2.5,2.0,];[8, 4, 8, 0, 10, 7, 10, 9];100.0;476;476;14108 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
0;jstl-1.0.6 18C.odem;18;[0.5,0.0,1.0,0.5,];[6, 5, 7, 6];100.0;3170;3170;19541 ; [10, 10, 10, 10, 10, 10, 9, 9, 10, 9, 10, 11, 14, 14, 14, 17, 17, 17]
1;apache_zip 36C.odem;36;[0.0,1.0,-0.5,-0.5,1.0,-1.0,-2.5,0.5,1.5,0.0,];[5, 7, 4, 4, 7, 3, 0, 6, 8, 5];100.0;164;164;8884 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
5;jnanoxml 25C.odem;25;[2.0,0.0,2.5,2.0,];[9, 5, 10, 9];100.0;1106;1106;19707 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
2;apache_zip 36C.odem;36;[2.0,1.0,0.5,-1.5,0.0,2.0,0.5,0.0,];[9, 7, 6, 2, 5, 9, 6, 5];100.0;274;274;15681 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
0;notepad-model 46C.odem;46;[0.5,0.0,2.5,2.0,0.0,0.0,1.5,-2.0,1.0,2.5,2.0,1.5,];[6, 5, 10, 9, 5, 5, 8, 1, 7, 10, 9, 8];100.0;1;0;3 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
2;apache_zip 36C.odem;36;[2.0,2.0,1.0,2.0,-2.5,1.5,2.0,-1.0,1.0,1.0,];[9, 9, 7, 9, 0, 8, 9, 3, 7, 7];100.0;179;179;11297 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
7;apache_zip 36C.odem;36;[0.5,2.0,1.5,-0.5,0.5,2.0,1.0,0.5,];[6, 9, 8, 4, 6, 9, 7, 6];100.0;26;26;1629 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
9;jnanoxml 25C.odem;25;[-2.0,0.0,-2.0,-1.0,];[1, 5, 1, 3];100.0;295;295;9772 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
2;seemp 31C.odem;31;[-2.5,2.5,-1.5,-2.5,-1.0,0.0,];[0, 10, 2, 0, 3, 5];100.0;747;747;21876 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
3;seemp 31C.odem;31;[2.5,0.0,0.5,2.0,1.0,2.0,];[10, 5, 6, 9, 7, 9];100.0;1032;1032;22654 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
3;notepad-model 46C.odem;46;[-0.5,-2.0,-0.5,-2.5,-2.0,-2.5,1.0,-1.5,-0.5,1.5,-0.5,0.0,];[4, 1, 4, 0, 1, 0, 7, 2, 4, 8, 4, 5];100.0;25;25;2770 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
1;notepad-model 46C.odem;46;[2.0,2.0,2.0,1.5,-0.5,-2.0,0.5,2.5,1.0,-0.5,-2.0,0.0,];[9, 9, 9, 8, 4, 1, 6, 10, 7, 4, 1, 5];100.0;26;26;3761 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
6;apache_zip 36C.odem;36;[-2.5,2.0,-1.5,1.0,-2.5,-1.5,-1.5,0.5,];[0, 9, 2, 7, 0, 2, 2, 6];100.0;151;151;9358 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
4;notepad-model 46C.odem;46;[-2.5,-0.5,-0.5,-2.5,2.0,-2.5,0.5,1.5,-0.5,-1.5,-2.5,0.0,];[0, 4, 4, 0, 9, 0, 6, 8, 4, 2, 0, 5];100.0;23;23;4282 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
8;jstl-1.0.6 18C.odem;18;[2.0,0.0,1.0,0.5,];[9, 5, 7, 6];100.0;2225;2225;20232 ; [10, 10, 10, 10, 10, 10, 9, 9, 10, 9, 10, 11, 14, 14, 14, 17, 17, 17]
4;seemp 31C.odem;31;[-2.5,0.0,-2.0,-0.5,];[0, 5, 1, 4];100.0;922;922;27962 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
2;notepad-model 46C.odem;46;[2.0,1.5,2.5,-1.0,0.0,0.0,-1.5,-2.5,1.0,-1.0,2.5,-1.5,];[9, 8, 10, 3, 5, 5, 2, 0, 7, 3, 10, 2];100.0;37;37;4530 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
6;seemp 31C.odem;31;[2.0,0.0,2.0,0.5,];[9, 5, 9, 6];100.0;16;16;81 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
1;forms-1.3.0 68C.odem;68;[-2.5,0.5,-1.0,-0.5,];[0, 6, 3, 4];100.0;92;92;26075 ; [67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 66, 66, 66, 16, 16, 16, 67, 67, 67, 26, 26, 26, 26, 26, 26, 26, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 67, 65, 65, 65, 67, 67, 67, 65, 66, 67]
7;apache_zip 36C.odem;36;[1.5,0.0,2.5,1.0,];[8, 5, 10, 7];100.0;420;420;23934 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
5;notepad-model 46C.odem;46;[1.5,0.0,2.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,];[8, 5, 10, 7, 7, 5, 7, 5, 5, 5, 5, 6];100.0;14;14;2484 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
3;seemp 31C.odem;31;[1.5,0.0,1.0,0.5,];[8, 5, 7, 6];100.0;1092;1092;30263 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
2;seemp 31C.odem;31;[-1.0,0.0,-0.5,1.5,-0.5,0.0,-2.5,-2.0,];[3, 5, 4, 8, 4, 5, 0, 1];100.0;621;621;23303 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
7;seemp 31C.odem;31;[-1.0,0.5,-2.5,-1.5,];[3, 6, 0, 2];100.0;63;63;3797 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
4;apache_zip 36C.odem;36;[-0.5,-2.0,2.0,0.5,2.5,1.0,-2.0,2.0,];[4, 1, 9, 6, 10, 7, 1, 9];100.0;387;387;20849 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
0;apache_zip 36C.odem;36;[2.5,1.5,0.5,-1.0,-0.5,0.0,2.5,2.5,2.0,-2.0,];[10, 8, 6, 3, 4, 5, 10, 10, 9, 1];100.0;323;323;21117 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
0;notepad-model 46C.odem;46;[2.5,-0.5,-2.0,-2.5,1.0,-1.0,-2.0,-1.5,-1.5,2.0,2.0,2.0,2.0,1.0,];[10, 4, 1, 0, 7, 3, 1, 2, 2, 9, 9, 9, 9, 7];100.0;1;0;3 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
2;notepad-model 46C.odem;46;[1.5,1.5,0.0,2.0,1.0,0.0,0.0,0.5,-2.0,2.0,0.5,-1.0,-1.0,-1.0,];[8, 8, 5, 9, 7, 5, 5, 6, 1, 9, 6, 3, 3, 3];100.0;1;0;3 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
6;notepad-model 46C.odem;46;[-1.0,-0.5,1.5,1.0,2.0,1.5,-0.5,-1.0,1.0,1.5,-1.0,0.0,];[3, 4, 8, 7, 9, 8, 4, 3, 7, 8, 3, 5];100.0;78;78;11811 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
3;jnanoxml 25C.odem;25;[2.0,0.0,0.0,0.0,0.5,2.5,];[9, 5, 5, 5, 6, 10];100.0;1637;1637;36342 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
5;notepad-model 46C.odem;46;[-2.5,-0.5,-0.5,-1.5,0.0,-0.5,1.5,-2.0,1.5,-2.5,-0.5,-1.5,-1.5,-2.5,];[0, 4, 4, 2, 5, 4, 8, 1, 8, 0, 4, 2, 2, 0];100.0;32;32;4122 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
2;seemp 31C.odem;31;[0.5,0.0,2.0,0.5,];[6, 5, 9, 6];100.0;1319;1319;43600 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
7;apache_zip 36C.odem;36;[1.0,2.5,-2.5,-2.5,-0.5,-1.0,];[7, 10, 0, 0, 4, 3];100.0;671;671;38934 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
9;notepad-model 46C.odem;46;[-0.5,1.0,1.0,2.0,-0.5,0.0,0.5,-0.5,-1.5,-2.0,0.0,1.0,];[4, 7, 7, 9, 4, 5, 6, 4, 2, 1, 5, 7];100.0;79;79;15146 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
8;apache_zip 36C.odem;36;[0.0,-2.0,-1.5,2.0,0.0,-2.5,-0.5,1.5,];[5, 1, 2, 9, 5, 0, 4, 8];100.0;206;206;19124 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
1;notepad-model 46C.odem;46;[2.0,-1.0,-1.0,0.5,0.5,2.0,1.5,1.5,-1.0,-1.0,0.5,1.0,2.5,2.0,];[9, 3, 3, 6, 6, 9, 8, 8, 3, 3, 6, 7, 10, 9];100.0;43;43;7424 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
3;notepad-model 46C.odem;46;[-2.0,1.5,-0.5,-2.5,-1.0,2.0,1.0,-2.5,-1.5,2.0,-1.0,0.5,2.0,1.0,];[1, 8, 4, 0, 3, 9, 7, 0, 2, 9, 3, 6, 9, 7];100.0;44;44;7703 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
8;notepad-model 46C.odem;46;[2.0,-2.5,-2.0,-2.5,-1.0,-0.5,-0.5,1.5,-2.5,1.5,2.0,1.5,-1.5,-2.5,];[9, 0, 1, 0, 3, 4, 4, 8, 0, 8, 9, 8, 2, 0];100.0;1;0;3 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
9;notepad-model 46C.odem;46;[-2.5,2.0,-1.0,-1.5,2.0,-0.5,-2.0,1.0,2.0,-1.5,-1.5,0.0,0.5,0.5,];[0, 9, 3, 2, 9, 4, 1, 7, 9, 2, 2, 5, 6, 6];100.0;1;0;502 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
4;notepad-model 46C.odem;46;[-2.0,-1.5,2.5,2.5,-1.5,1.0,0.5,1.5,0.5,0.0,1.0,-0.5,2.5,2.5,];[1, 2, 10, 10, 2, 7, 6, 8, 6, 5, 7, 4, 10, 10];100.0;83;83;12117 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
0;seemp 31C.odem;31;[0.5,1.0,-1.5,-1.0,2.5,0.5,-2.5,1.0,-0.5,1.5,-2.5,-1.0,-0.5,-0.5,];[6, 7, 2, 3, 10, 6, 0, 7, 4, 8, 0, 3, 4, 4];100.0;258;258;17348 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
1;notepad-model 46C.odem;46;[-2.0,2.5,-1.0,0.5,-0.5,-0.5,0.5,2.5,-2.0,-1.0,-1.0,2.5,-1.5,-1.0,-0.5,-1.5,];[1, 10, 3, 6, 4, 4, 6, 10, 1, 3, 3, 10, 2, 3, 4, 2];100.0;1;0;3 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
7;notepad-model 46C.odem;46;[-2.5,-0.5,-1.0,-0.5,-1.0,0.0,0.5,0.5,-1.0,0.0,1.5,-2.5,];[0, 4, 3, 4, 3, 5, 6, 6, 3, 5, 8, 0];100.0;146;146;25895 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
0;udt-java 56C.odem;56;[2.5,0.0,1.0,0.5,];[10, 5, 7, 6];100.0;274;274;53970 ; [18, 24, 46, 55, 29, 53, 47, 18, 46, 46, 18, 29, 18, 53, 16, 30, 16, 24, 18, 20, 20, 27, 23, 23, 24, 55, 26, 27, 30, 29, 30, 34, 36, 53, 34, 53, 36, 53, 38, 46, 52, 42, 42, 48, 48, 52, 46, 47, 48, 54, 53, 54, 52, 53, 54, 55]
5;seemp 31C.odem;31;[2.5,0.0,2.0,0.5,];[10, 5, 9, 6];100.0;1282;1282;53774 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
4;apache_zip 36C.odem;36;[0.5,1.5,-1.5,0.5,-1.0,-1.5,-1.5,-2.5,-2.0,0.0,];[6, 8, 2, 6, 3, 2, 2, 0, 1, 5];100.0;518;518;43826 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
7;notepad-model 46C.odem;46;[0.0,1.5,-2.0,0.0,-2.5,2.5,2.0,0.0,2.5,0.0,0.5,1.0,-1.5,-0.5,];[5, 8, 1, 5, 0, 10, 9, 5, 10, 5, 6, 7, 2, 4];100.0;84;84;15782 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
8;notepad-model 46C.odem;46;[-1.5,2.0,1.0,1.5,-1.5,1.5,-1.5,2.0,0.0,-1.5,-1.0,0.0,];[2, 9, 7, 8, 2, 8, 2, 9, 5, 2, 3, 5];100.0;225;225;34858 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
0;notepad-model 46C.odem;46;[-2.0,0.0,1.5,-2.0,-1.0,1.0,1.5,2.5,-1.0,0.0,-0.5,1.5,0.0,-2.0,-1.0,-2.5,];[1, 5, 8, 1, 3, 7, 8, 10, 3, 5, 4, 8, 5, 1, 3, 0];100.0;69;69;12247 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
2;notepad-model 46C.odem;46;[-2.0,-2.0,-1.0,0.0,-2.5,-0.5,-2.0,0.0,-0.5,0.5,2.0,-2.0,-2.0,1.5,1.0,0.5,];[1, 1, 3, 5, 0, 4, 1, 5, 4, 6, 9, 1, 1, 8, 7, 6];100.0;65;65;12655 ; [44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 45]
1;seemp 31C.odem;31;[2.5,-2.0,2.5,1.5,0.5,0.5,];[10, 1, 10, 8, 6, 6];100.0;1534;1534;65781 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
