cicle;instance;nclasses;solutionreal;solution;mojo;evalsconsumed;besteval;time;cluster
3;seemp 31C.odem;31;[1.5,1.5,1.0,0.5,-0.5,1.0,0.0,0.5,0.0,1.0,0.0,1.0,];[8, 8, 7, 6, 4, 7, 5, 6, 5, 7, 5, 7];100.0;2929;2929;214834 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
6;javaocr 59C.odem;59;[2.5,0.0,1.0,0.5,];[10, 5, 7, 6];100.0;214;214;98507 ; [17, 57, 57, 57, 57, 17, 17, 17, 17, 57, 13, 13, 13, 13, 16, 16, 16, 17, 57, 57, 26, 57, 24, 24, 24, 26, 26, 30, 30, 30, 30, 37, 37, 37, 37, 37, 37, 37, 47, 54, 54, 54, 57, 57, 58, 57, 58, 47, 57, 54, 54, 54, 54, 54, 54, 57, 57, 57, 58]
2;apache_zip 36C.odem;36;[-1.0,-1.5,2.5,-1.0,-1.5,-2.0,-2.0,1.0,-2.0,0.0,1.0,-1.0,1.5,1.5,];[3, 2, 10, 3, 2, 1, 1, 7, 1, 5, 7, 3, 8, 8];100.0;1832;1832;216052 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
2;jnanoxml 25C.odem;25;[-2.5,0.0,1.0,-2.0,-1.0,-1.5,];[0, 5, 7, 1, 3, 2];100.0;6241;6241;245663 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
0;jnanoxml 25C.odem;25;[2.5,0.0,-0.5,2.5,1.0,1.5,];[10, 5, 4, 10, 7, 8];100.0;6574;6574;247869 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
8;seemp 31C.odem;31;[1.0,2.5,1.0,2.5,1.5,2.0,-1.0,2.0,];[7, 10, 7, 10, 8, 9, 3, 9];100.0;1266;1266;92970 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
0;jnanoxml 25C.odem;25;[-0.5,0.0,0.0,0.0,-2.0,-1.0,0.0,0.0,];[4, 5, 5, 5, 1, 3, 5, 5];100.0;5823;5823;256102 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
8;seemp 31C.odem;31;[-0.5,0.5,1.5,-2.5,-1.0,-2.0,2.0,2.5,0.0,2.5,];[4, 6, 8, 0, 3, 1, 9, 10, 5, 10];100.0;847;847;68162 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
6;seemp 31C.odem;31;[-1.5,0.0,2.0,0.5,-2.0,2.5,2.0,2.5,-2.0,0.5,-2.0,1.0,];[2, 5, 9, 6, 1, 10, 9, 10, 1, 6, 1, 7];100.0;1779;1779;142471 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
7;javaocr 59C.odem;59;[1.5,0.0,2.0,1.0,];[8, 5, 9, 7];100.0;73;73;32985 ; [17, 57, 57, 57, 57, 17, 17, 17, 17, 57, 13, 13, 13, 13, 16, 16, 16, 17, 57, 57, 26, 57, 24, 24, 24, 26, 26, 30, 30, 30, 30, 37, 37, 37, 37, 37, 37, 37, 47, 54, 54, 54, 57, 57, 58, 57, 58, 47, 57, 54, 54, 54, 54, 54, 54, 57, 57, 57, 58]
7;jnanoxml 25C.odem;25;[-1.0,0.0,0.0,0.0,-0.5,-2.0,];[3, 5, 5, 5, 4, 1];100.0;699;699;35120 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
6;seemp 31C.odem;31;[1.0,1.5,0.0,0.5,2.0,1.5,1.5,-1.0,1.5,2.0,];[7, 8, 5, 6, 9, 8, 8, 3, 8, 9];100.0;2513;2513;229660 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
9;seemp 31C.odem;31;[2.0,0.5,1.5,-2.0,1.0,0.5,2.0,2.0,];[9, 6, 8, 1, 7, 6, 9, 9];100.0;1627;1627;132727 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
3;jstl-1.0.6 18C.odem;18;[2.0,0.0,0.0,1.0,0.5,0.0,];[9, 5, 5, 7, 6, 5];100.0;18022;18022;310214 ; [10, 10, 10, 10, 10, 10, 9, 9, 10, 9, 10, 11, 14, 14, 14, 17, 17, 17]
8;jnanoxml 25C.odem;25;[1.5,0.0,-0.5,0.0,0.5,2.0,];[8, 5, 4, 5, 6, 9];100.0;1568;1568;73662 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
2;jstl-1.0.6 18C.odem;18;[-1.0,1.0,-2.0,1.5,-1.5,-2.5,];[3, 7, 1, 8, 2, 0];92.86;20009;956;328391 ; [1, 1, 5, 5, 5, 5, 7, 7, 9, 9, 10, 11, 14, 14, 14, 17, 17, 17]
7;seemp 31C.odem;31;[-2.0,-2.5,-2.0,-1.5,0.5,-1.0,-2.0,1.0,-2.5,1.0,];[1, 0, 1, 2, 6, 3, 1, 7, 0, 7];100.0;2130;2130;183344 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
8;seemp 31C.odem;31;[0.5,-1.5,-1.5,0.5,-0.5,2.0,0.0,-0.5,0.0,-2.5,-1.0,-1.5,];[6, 2, 2, 6, 4, 9, 5, 4, 5, 0, 3, 2];100.0;1264;1264;109552 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
5;seemp 31C.odem;31;[2.5,-2.5,1.0,-2.0,-2.0,1.0,2.0,1.0,-1.0,1.0,0.5,0.5,];[10, 0, 7, 1, 1, 7, 9, 7, 3, 7, 6, 6];100.0;2745;2745;221432 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
1;seemp 31C.odem;31;[0.5,0.5,-2.5,2.0,-1.0,2.5,1.0,-0.5,0.5,0.0,-0.5,-1.5,0.5,-2.0,-0.5,0.0,];[6, 6, 0, 9, 3, 10, 7, 4, 6, 5, 4, 2, 6, 1, 4, 5];100.0;3988;3988;306916 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
9;seemp 31C.odem;31;[2.5,-2.0,2.5,-2.5,0.0,2.5,1.5,1.5,1.0,1.5,];[10, 1, 10, 0, 5, 10, 8, 8, 7, 8];100.0;970;970;86477 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
0;jstl-1.0.6 18C.odem;18;[1.5,-1.5,1.5,2.5,2.0,-1.5,2.5,2.5,1.5,0.0,];[8, 2, 8, 10, 9, 2, 10, 10, 8, 5];92.86;20007;1575;342765 ; [1, 1, 5, 15, 15, 5, 14, 15, 15, 9, 15, 11, 17, 14, 14, 15, 17, 17]
0;jstl-1.0.6 18C.odem;18;[1.5,0.0,-0.5,-2.5,-0.5,0.5,2.0,2.5,];[8, 5, 4, 0, 4, 6, 9, 10];85.71;20008;442;353700 ; [8, 8, 8, 8, 8, 8, 17, 17, 8, 9, 10, 17, 17, 17, 17, 15, 17, 17]
0;javaocr 59C.odem;59;[-0.5,0.0,0.0,-2.5,-1.5,0.0,];[4, 5, 5, 0, 2, 5];100.0;866;866;360411 ; [17, 57, 57, 57, 57, 17, 17, 17, 17, 57, 13, 13, 13, 13, 16, 16, 16, 17, 57, 57, 26, 57, 24, 24, 24, 26, 26, 30, 30, 30, 30, 37, 37, 37, 37, 37, 37, 37, 47, 54, 54, 54, 57, 57, 58, 57, 58, 47, 57, 54, 54, 54, 54, 54, 54, 57, 57, 57, 58]
1;jstl-1.0.6 18C.odem;18;[-1.0,-0.5,1.0,2.5,1.0,-0.5,];[3, 4, 7, 10, 7, 4];92.86;20010;2761;360050 ; [10, 10, 10, 17, 17, 10, 17, 17, 9, 9, 10, 11, 13, 13, 17, 16, 16, 17]
2;jstl-1.0.6 18C.odem;18;[-0.5,-0.5,2.0,2.0,-0.5,2.5,1.5,1.5,];[4, 4, 9, 9, 4, 10, 8, 8];92.86;20013;757;360728 ; [11, 11, 11, 11, 11, 11, 7, 7, 11, 11, 11, 11, 14, 14, 14, 17, 17, 17]
3;jstl-1.0.6 18C.odem;18;[1.5,-1.0,1.5,2.0,-1.5,2.5,2.5,1.0,];[8, 3, 8, 9, 2, 10, 10, 7];92.86;20001;4342;362991 ; [11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 14, 14, 14, 17, 17, 17]
0;jstl-1.0.6 18C.odem;18;[2.5,0.5,2.5,-2.0,0.5,2.5,];[10, 6, 10, 1, 6, 10];92.86;20011;1038;371564 ; [10, 10, 10, 10, 5, 5, 7, 7, 10, 10, 10, 11, 14, 14, 14, 17, 17, 17]
3;udt-java 56C.odem;56;[-2.0,0.0,-2.5,-1.5,];[1, 5, 0, 2];100.0;1065;1065;376148 ; [18, 24, 46, 55, 29, 53, 47, 18, 46, 46, 18, 29, 18, 53, 16, 30, 16, 24, 18, 20, 20, 27, 23, 23, 24, 55, 26, 27, 30, 29, 30, 34, 36, 53, 34, 53, 36, 53, 38, 46, 52, 42, 42, 48, 48, 52, 46, 47, 48, 54, 53, 54, 52, 53, 54, 55]
1;jstl-1.0.6 18C.odem;18;[0.5,0.0,2.0,2.5,1.0,2.5,-0.5,-0.5,];[6, 5, 9, 10, 7, 10, 4, 4];85.71;20014;576;369558 ; [17, 17, 17, 17, 17, 17, 7, 7, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17]
2;jstl-1.0.6 18C.odem;18;[2.5,0.5,2.0,-1.0,2.5,-0.5,2.5,2.0,0.0,1.5,];[10, 6, 9, 3, 10, 4, 10, 9, 5, 8];92.86;20010;1279;368583 ; [11, 11, 11, 11, 11, 11, 7, 7, 11, 9, 11, 11, 14, 14, 14, 17, 17, 17]
2;jnanoxml 25C.odem;25;[2.5,0.0,-0.5,0.0,0.0,2.5,1.5,2.5,0.0,-2.0,];[10, 5, 4, 5, 5, 10, 8, 10, 5, 1];100.0;7595;7595;370992 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
6;udt-java 56C.odem;56;[0.5,0.0,1.0,0.5,];[6, 5, 7, 6];100.0;596;596;249028 ; [18, 24, 46, 55, 29, 53, 47, 18, 46, 46, 18, 29, 18, 53, 16, 30, 16, 24, 18, 20, 20, 27, 23, 23, 24, 55, 26, 27, 30, 29, 30, 34, 36, 53, 34, 53, 36, 53, 38, 46, 52, 42, 42, 48, 48, 52, 46, 47, 48, 54, 53, 54, 52, 53, 54, 55]
3;jstl-1.0.6 18C.odem;18;[1.0,-2.5,1.0,-1.5,1.5,1.5,2.5,0.0,0.0,-2.5,];[7, 0, 7, 2, 8, 8, 10, 5, 5, 0];92.86;20017;6888;381284 ; [0, 1, 6, 6, 6, 6, 6, 7, 10, 17, 10, 11, 17, 17, 17, 15, 17, 17]
3;jstl-1.0.6 18C.odem;18;[1.5,-2.5,2.0,-1.5,1.5,0.0,0.0,1.0,0.5,0.5,-2.0,0.5,];[8, 0, 9, 2, 8, 5, 5, 7, 6, 6, 1, 6];85.71;20009;4075;375673 ; [16, 1, 13, 16, 13, 13, 16, 7, 13, 15, 16, 15, 15, 13, 14, 15, 16, 17]
1;jstl-1.0.6 18C.odem;18;[-2.5,0.0,-0.5,1.0,1.5,-1.5,-2.0,0.5,1.0,-2.5,-2.5,-2.5,];[0, 5, 4, 7, 8, 2, 1, 6, 7, 0, 0, 0];85.71;20018;6542;377362 ; [17, 17, 17, 17, 17, 17, 17, 17, 17, 9, 17, 17, 17, 17, 17, 17, 17, 17]
7;udt-java 56C.odem;56;[1.5,0.0,2.5,1.5,];[8, 5, 10, 8];100.0;527;527;228635 ; [18, 24, 46, 55, 29, 53, 47, 18, 46, 46, 18, 29, 18, 53, 16, 30, 16, 24, 18, 20, 20, 27, 23, 23, 24, 55, 26, 27, 30, 29, 30, 34, 36, 53, 34, 53, 36, 53, 38, 46, 52, 42, 42, 48, 48, 52, 46, 47, 48, 54, 53, 54, 52, 53, 54, 55]
0;jstl-1.0.6 18C.odem;18;[2.0,-2.0,1.5,0.0,-0.5,0.0,2.5,1.5,-2.0,-1.5,2.0,0.0,0.5,0.5,2.0,1.0,];[9, 1, 8, 5, 4, 5, 10, 8, 1, 2, 9, 5, 6, 6, 9, 7];85.71;20018;4696;354487 ; [11, 11, 11, 11, 11, 11, 6, 11, 11, 9, 11, 11, 14, 14, 14, 17, 17, 17]
0;jstl-1.0.6 18C.odem;18;[-0.5,0.5,2.0,-2.5,-2.0,0.0,-2.0,0.5,2.5,2.5,-1.5,0.0,];[4, 6, 9, 0, 1, 5, 1, 6, 10, 10, 2, 5];85.71;20008;747;387128 ; [13, 13, 13, 17, 17, 13, 13, 17, 17, 13, 13, 13, 17, 13, 17, 17, 17, 17]
5;seemp 31C.odem;31;[1.5,0.0,-0.5,-1.0,2.5,0.0,1.5,2.5,];[8, 5, 4, 3, 10, 5, 8, 10];100.0;5122;5122;393655 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
2;apache_zip 36C.odem;36;[2.5,2.0,-2.5,0.0,2.0,2.5,1.5,2.0,0.5,2.0,-1.5,2.0,2.5,0.5,0.5,-0.5,];[10, 9, 0, 5, 9, 10, 8, 9, 6, 9, 2, 9, 10, 6, 6, 4];100.0;3091;3091;366988 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
1;jstl-1.0.6 18C.odem;18;[-1.5,-1.0,0.0,-2.5,2.5,0.0,-1.5,0.0,-2.5,0.5,];[2, 3, 5, 0, 10, 5, 2, 5, 0, 6];92.86;20012;368;400610 ; [0, 1, 4, 10, 4, 14, 10, 10, 8, 10, 10, 11, 14, 14, 14, 17, 17, 17]
3;jstl-1.0.6 18C.odem;18;[-1.0,1.5,1.0,1.0,2.5,0.0,-1.0,-2.0,-2.5,-0.5,-2.0,-2.5,2.0,-0.5,];[3, 8, 7, 7, 10, 5, 3, 1, 0, 4, 1, 0, 9, 4];85.71;20002;857;377652 ; [17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 16, 16, 17]
3;apache_zip 36C.odem;36;[1.0,1.0,-2.5,-1.5,-0.5,1.0,-1.5,-2.0,2.5,0.0,1.0,-1.5,-2.5,-1.0,-2.0,-0.5,];[7, 7, 0, 2, 4, 7, 2, 1, 10, 5, 7, 2, 0, 3, 1, 4];100.0;2972;2972;375708 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
2;jstl-1.0.6 18C.odem;18;[-2.0,0.0,-1.5,-0.5,2.0,0.5,-0.5,-1.0,0.0,0.5,1.0,1.0,];[1, 5, 2, 4, 9, 6, 4, 3, 5, 6, 7, 7];85.71;20016;1785;400035 ; [11, 9, 11, 11, 11, 11, 11, 11, 11, 9, 11, 11, 14, 14, 14, 17, 17, 17]
2;jstl-1.0.6 18C.odem;18;[1.5,2.0,1.0,0.5,-2.5,1.0,1.0,-1.5,2.0,2.5,2.0,0.5,1.5,1.0,];[8, 9, 7, 6, 0, 7, 7, 2, 9, 10, 9, 6, 8, 7];85.71;20008;616;387530 ; [15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 17, 17]
1;jstl-1.0.6 18C.odem;18;[-0.5,1.5,2.0,0.5,-0.5,-1.5,-1.5,0.0,-2.5,1.5,1.5,2.0,-2.0,-1.0,];[4, 8, 9, 6, 4, 2, 2, 5, 0, 8, 8, 9, 1, 3];85.71;20025;2903;388564 ; [15, 12, 12, 15, 4, 15, 15, 7, 15, 9, 15, 11, 12, 13, 15, 15, 16, 17]
3;jstl-1.0.6 18C.odem;18;[-1.0,-1.0,-2.0,2.5,-2.0,2.5,-1.5,-1.5,-1.5,-1.5,2.0,1.0,-1.0,-2.0,-0.5,-0.5,];[3, 3, 1, 10, 1, 10, 2, 2, 2, 2, 9, 7, 3, 1, 4, 4];85.71;20015;1193;378630 ; [11, 11, 11, 11, 11, 11, 6, 11, 11, 15, 11, 11, 17, 13, 15, 15, 16, 17]
1;jstl-1.0.6 18C.odem;18;[2.5,0.5,2.0,0.5,2.5,1.0,2.5,0.5,0.0,0.5,-1.5,2.0,-0.5,1.0,1.0,0.0,];[10, 6, 9, 6, 10, 7, 10, 6, 5, 6, 2, 9, 4, 7, 7, 5];85.71;20000;6408;381793 ; [11, 1, 11, 11, 4, 11, 14, 14, 11, 9, 10, 11, 14, 14, 14, 17, 17, 17]
2;jstl-1.0.6 18C.odem;18;[0.5,-1.5,2.5,0.0,0.5,-2.5,-1.0,-0.5,1.0,-0.5,2.0,-1.5,-1.0,1.0,1.0,1.0,];[6, 2, 10, 5, 6, 0, 3, 4, 7, 4, 9, 2, 3, 7, 7, 7];85.71;20022;2153;381817 ; [17, 17, 17, 17, 17, 17, 17, 7, 11, 17, 17, 11, 17, 17, 14, 17, 16, 17]
0;jstl-1.0.6 18C.odem;18;[-1.5,-2.5,2.0,-2.5,2.0,1.0,-2.0,0.0,-2.0,2.0,-0.5,1.0,2.5,-0.5,];[2, 0, 9, 0, 9, 7, 1, 5, 1, 9, 4, 7, 10, 4];85.71;20004;943;405254 ; [14, 1, 14, 14, 14, 14, 6, 14, 14, 14, 14, 14, 12, 13, 14, 15, 16, 17]
4;apache_zip 36C.odem;36;[2.5,-0.5,2.5,2.0,1.5,1.0,-0.5,2.5,1.0,1.5,2.0,0.5,];[10, 4, 10, 9, 8, 7, 4, 10, 7, 8, 9, 6];100.0;2924;2924;347077 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
1;jstl-1.0.6 18C.odem;18;[-2.0,-2.0,1.0,0.0,2.5,0.5,1.0,1.5,0.0,-1.0,2.0,-0.5,2.5,2.5,0.5,-0.5,1.5,1.0,];[1, 1, 7, 5, 10, 6, 7, 8, 5, 3, 9, 4, 10, 10, 6, 4, 8, 7];78.57;20031;4046;389540 ; [16, 16, 16, 16, 16, 16, 16, 7, 16, 16, 16, 16, 16, 13, 14, 16, 16, 17]
2;jstl-1.0.6 18C.odem;18;[-1.5,1.0,-2.5,2.0,-0.5,2.0,-1.5,-2.0,-1.5,1.0,-1.0,1.5,-2.5,2.0,-1.5,-1.0,1.5,-2.0,];[2, 7, 0, 9, 4, 9, 2, 1, 2, 7, 3, 8, 0, 9, 2, 3, 8, 1];85.71;20025;1397;393595 ; [10, 10, 10, 10, 4, 12, 6, 10, 10, 9, 10, 12, 12, 13, 14, 15, 16, 17]
3;jstl-1.0.6 18C.odem;18;[1.0,-1.5,-2.0,-1.0,1.5,1.0,0.5,-2.0,-1.5,0.5,-2.0,2.5,0.5,-1.5,-2.0,1.0,2.0,2.0,];[7, 2, 1, 3, 8, 7, 6, 1, 2, 6, 1, 10, 6, 2, 1, 7, 9, 9];78.57;20031;8425;395052 ; [13, 14, 2, 8, 14, 5, 9, 8, 8, 9, 14, 11, 12, 13, 14, 15, 16, 17]
9;jnanoxml 25C.odem;25;[-0.5,0.0,0.0,-1.0,-0.5,0.0,];[4, 5, 5, 3, 4, 5];100.0;3861;3861;187086 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
3;apache_zip 36C.odem;36;[0.0,0.0,1.5,1.5,1.0,1.0,0.5,0.0,1.0,2.0,2.5,1.0,];[5, 5, 8, 8, 7, 7, 6, 5, 7, 9, 10, 7];100.0;3940;3940;453918 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
4;udt-java 56C.odem;56;[1.0,0.0,1.5,1.0,];[7, 5, 8, 7];100.0;984;984;427989 ; [18, 24, 46, 55, 29, 53, 47, 18, 46, 46, 18, 29, 18, 53, 16, 30, 16, 24, 18, 20, 20, 27, 23, 23, 24, 55, 26, 27, 30, 29, 30, 34, 36, 53, 34, 53, 36, 53, 38, 46, 52, 42, 42, 48, 48, 52, 46, 47, 48, 54, 53, 54, 52, 53, 54, 55]
0;jstl-1.0.6 18C.odem;18;[1.5,-1.5,2.5,-1.0,-1.0,-2.5,2.5,2.0,-1.0,-1.0,2.0,2.5,2.5,1.0,1.5,0.5,2.5,-2.5,];[8, 2, 10, 3, 3, 0, 10, 9, 3, 3, 9, 10, 10, 7, 8, 6, 10, 0];85.71;20010;6149;411077 ; [17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 17, 11, 17, 17, 17, 17, 17, 17]
4;seemp 31C.odem;31;[-1.0,1.0,2.0,-1.0,0.0,-2.5,-0.5,0.5,0.0,2.5,-0.5,1.0,-1.0,2.5,2.5,-2.5,];[3, 7, 9, 3, 5, 0, 4, 6, 5, 10, 4, 7, 3, 10, 10, 0];100.0;1587;1587;130287 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
8;udt-java 56C.odem;56;[-1.5,0.0,-2.5,-1.5,];[2, 5, 0, 2];100.0;276;276;116262 ; [18, 24, 46, 55, 29, 53, 47, 18, 46, 46, 18, 29, 18, 53, 16, 30, 16, 24, 18, 20, 20, 27, 23, 23, 24, 55, 26, 27, 30, 29, 30, 34, 36, 53, 34, 53, 36, 53, 38, 46, 52, 42, 42, 48, 48, 52, 46, 47, 48, 54, 53, 54, 52, 53, 54, 55]
9;udt-java 56C.odem;56;[0.5,0.0,2.5,1.5,];[6, 5, 10, 8];100.0;259;259;109646 ; [18, 24, 46, 55, 29, 53, 47, 18, 46, 46, 18, 29, 18, 53, 16, 30, 16, 24, 18, 20, 20, 27, 23, 23, 24, 55, 26, 27, 30, 29, 30, 34, 36, 53, 34, 53, 36, 53, 38, 46, 52, 42, 42, 48, 48, 52, 46, 47, 48, 54, 53, 54, 52, 53, 54, 55]
5;seemp 31C.odem;31;[0.0,2.5,-1.0,0.5,1.5,2.0,2.5,2.5,-2.5,-1.0,-2.0,0.0,1.0,-1.0,-1.0,-1.5,];[5, 10, 3, 6, 8, 9, 10, 10, 0, 3, 1, 5, 7, 3, 3, 2];100.0;301;301;22310 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
3;seemp 31C.odem;31;[2.0,-1.5,0.0,-1.0,-0.5,2.0,0.5,-0.5,1.0,-2.5,];[9, 2, 5, 3, 4, 9, 6, 4, 7, 0];100.0;7248;7248;561107 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
6;jnanoxml 25C.odem;25;[-2.0,0.0,0.5,-0.5,-0.5,-2.0,];[1, 5, 6, 4, 4, 1];100.0;7993;7993;355419 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
9;seemp 31C.odem;31;[0.0,-1.0,-2.0,-2.0,-2.5,2.5,1.0,-0.5,-1.0,-2.0,-2.0,-0.5,];[5, 3, 1, 1, 0, 10, 7, 4, 3, 1, 1, 4];100.0;3700;3700;307330 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
4;jnanoxml 25C.odem;25;[-2.0,-2.5,-1.5,-0.5,-1.0,-2.5,-1.5,-0.5,];[1, 0, 2, 4, 3, 0, 2, 4];100.0;7435;7435;358805 ; [6, 20, 2, 3, 20, 7, 6, 7, 18, 9, 17, 19, 14, 14, 14, 23, 16, 17, 18, 19, 20, 21, 22, 23, 24]
7;seemp 31C.odem;31;[-1.5,1.5,-1.0,1.0,-0.5,-0.5,-1.0,-1.0,-1.0,-1.0,0.5,-2.5,];[2, 8, 3, 7, 4, 4, 3, 3, 3, 3, 6, 0];100.0;6121;6121;480090 ; [27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 27, 30, 26, 30, 30, 30, 30, 26, 26, 27, 30, 30, 30]
0;javaocr 59C.odem;59;[-1.5,0.0,-2.5,-1.5,];[2, 5, 0, 2];100.0;1499;1499;663250 ; [17, 57, 57, 57, 57, 17, 17, 17, 17, 57, 13, 13, 13, 13, 16, 16, 16, 17, 57, 57, 26, 57, 24, 24, 24, 26, 26, 30, 30, 30, 30, 37, 37, 37, 37, 37, 37, 37, 47, 54, 54, 54, 57, 57, 58, 57, 58, 47, 57, 54, 54, 54, 54, 54, 54, 57, 57, 57, 58]
0;apache_zip 36C.odem;36;[-2.5,-0.5,-1.5,2.0,1.5,-0.5,0.0,-2.0,-2.5,-1.5,-2.5,-0.5,];[0, 4, 2, 9, 8, 4, 5, 1, 0, 2, 0, 4];100.0;5693;5693;659724 ; [5, 5, 5, 5, 5, 5, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35, 35]
