versions	author	classes	packages
4.11.0	matthew.farwell	107	26
4.11.0	matthew.farwell	1	1
4.11.0	david.saff	1	1
4.11.0	david.saff	17	11
4.11.0	plasticle	1	1
4.11.0	ian.beauregard	3	3
4.11.0	ian.beauregard	1	1
4.11.0	ian.beauregard	3	3
4.11.0	ian.beauregard	1	1
4.11.0	ian.beauregard	1	1
4.11.0	ian.beauregard	2	2
4.11.0	matthew.farwell	59	8
4.11.0	matthew.farwell	4	2
4.11.0	shirish.padalkar	63	12
4.11.0	davidhart82	63	12
4.11.0	petter.m.hl.n	107	25
4.11.0	petter.m.hl.n	59	8
4.11.0	petter.m.hl.n	1	1
4.11.0	matthew.farwell	2	2
4.11.0	nicolas.a..b.rard.nault	316	61
4.11.0	nicolas.a..b.rard.nault	1	1
4.11.0	nicolas.a..b.rard.nault	1	1
4.11.0	davidhart82	64	12
4.11.0	davidhart82	1	1
4.11.0	davidhart82	2	2
4.11.0	nicolas.a..b.rard.nault	1	1
4.11.0	mark.michaelis	63	24
4.11.0	mark.michaelis	1	1
4.11.0	marc.philipp	73	17
4.11.0	marc.philipp	1	1
4.11.0	marc.philipp	1	1
4.11.0	marc.philipp	1	1
4.11.0	marc.philipp	1	1
4.11.0	marc.philipp	2	1
4.11.0	marc.philipp	10	8
4.11.0	david.hart	1	1
4.11.0	david.saff	61	10
4.11.0	marc.philipp	1	1
4.11.0	marc.philipp	1	1
4.11.0	marc.philipp	1	1
4.11.0	marc.philipp	2	1
4.11.0	marc.philipp	4	4
4.11.0	marc.philipp	2	2
4.11.0	marc.philipp	3	2
4.11.0	marc.philipp	3	1
4.11.0	marc.philipp	1	1
4.11.0	marc.philipp	1	1
4.11.0	david.saff	63	12
4.11.0	petter.m.hl.n	1	1
4.11.0	petter.m.hl.n	5	5
4.11.0	david.saff	63	12
4.11.0	david.saff	5	5
4.11.0	david.saff	107	26
4.11.0	marc.philipp	1	1
4.11.0	petter.m.hl.n	1	1
4.11.0	petter.m.hl.n	1	1
4.11.0	arjan.wulder	2	2
4.11.0	arjan.wulder	2	2
4.11.0	arjan.wulder	2	2
4.11.0	arjan.wulder	3	2
4.11.0	petter.m.hl.n	1	1
4.11.0	david.saff	54	18
4.11.0	jeremy.herault	5	4
4.11.0	jeremy.herault	1	1
4.11.0	arjan.wulder	2	2
4.11.0	jeremy.herault	1	1
4.11.0	jeremy.herault	1	1
4.11.0	jeremy.herault	1	1
4.11.0	arjan.wulder	2	2
4.11.0	jeremy.herault	1	1
4.11.0	david.saff	2	2
4.11.0	matthew.farwell	4	3
4.11.0	marc.philipp	6	5
4.11.0	marc.philipp	5	4
4.11.0	mark.michaelis	62	23
4.11.0	mark.michaelis	1	1
4.11.0	david.saff	4	3
4.11.0	david.saff	5	4
4.11.0	david.saff	6	5
4.11.0	jesse.glick	12	7
4.11.0	jesse.glick	2	2
4.11.0	jesse.glick	1	1
4.11.0	jesse.glick	1	1
4.11.0	jesse.glick	1	1
4.11.0	jesse.glick	1	1
4.11.0	arjan.wulder	2	1
4.11.0	arjan.wulder	10	6
4.11.0	arup.malakar	4	1
4.11.0	arup.malakar	4	1
4.11.0	arup.malakar	1	1
4.11.0	tibor.digana	8	4
4.11.0	tibor.digana	7	4
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	2	2
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	2	2
4.11.0	david.saff	1	1
4.11.0	david.saff	6	3
4.11.0	david.saff	7	4
4.11.0	tibor.digana	1	1
4.11.0	kevin.cooney	305	61
4.11.0	kevin.cooney	305	61
4.11.0	mark.michaelis	305	61
4.11.0	mark.michaelis	1	1
4.11.0	david.saff	10	5
4.11.0	david.saff	10	6
4.11.0	arjan.wulder	305	61
4.11.0	nicolas.a..b.rard.nault	1	1
4.11.0	marc.philipp	1	1
4.11.0	sschroevers	16	9
4.11.0	david.saff	305	61
4.11.0	sschroevers	1	1
4.11.0	marc.philipp	1	1
4.11.0	tibor.digana	1	1
4.11.0	david.saff	1	1
4.11.0	kevin.cooney	305	61
4.11.0	kevin.cooney	5	3
4.11.0	kevin.cooney	2	1
4.11.0	mark.michaelis	1	1
4.11.0	mark.michaelis	305	61
4.11.0	mark.michaelis	2	2
4.11.0	david.saff	5	3
4.11.0	tibor.digana	11	8
4.11.0	corey.vaillancourt	2	2
4.11.0	nicolas.a..b.rard.nault	313	60
4.11.0	corey.vaillancourt	1	1
4.11.0	corey.vaillancourt	2	2
4.11.0	corey.vaillancourt	1	1
4.11.0	corey.vaillancourt	1	1
4.11.0	corey.vaillancourt	1	1
4.11.0	tibor.digana	5	3
4.11.0	tibor.digana	3	3
4.11.0	corey.vaillancourt	1	1
4.11.0	corey.vaillancourt	1	1
4.11.0	marc.philipp	8	6
4.11.0	corey.vaillancourt	4	3
4.11.0	tibor.digana	2	2
4.11.0	tibor.digana	2	2
4.11.0	arie.van.deursen	17	12
4.11.0	david.saff	2	2
4.11.0	david.saff	3	3
4.11.0	tibor.digana	19	14
4.11.0	david.saff	13	6
4.11.0	corey.vaillancourt	1	1
4.11.0	corey.vaillancourt	1	1
4.11.0	corey.vaillancourt	1	1
4.11.0	david.saff	8	6
4.11.0	tibor.digana	2	2
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	tibor.digana	5	5
4.11.0	tibor.digana	2	2
4.11.0	matthew.farwell	1	1
4.11.0	tibor.digana	2	2
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	5	3
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	2	2
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	1	1
4.11.0	david.saff	10	7
4.11.0	nicolas.a..b.rard.nault	2	2
4.11.0	david.saff	2	2
4.11.0	nicolas.a..b.rard.nault	1	1
4.11.0	francesco.mari	7	7
4.11.0	francesco.mari	1	1
4.11.0	david.saff	14	9
4.11.0	henning.gross	9	9
4.11.0	arie.van.deursen	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	francesco.mari	1	1
4.11.0	david.saff	6	6
4.11.0	henning.gross	1	1
4.11.0	david.saff	16	11
4.11.0	tibor.digana	9	9
4.11.0	david.saff	7	7
4.11.0	david.saff	7	7
4.11.0	tibor.digana	5	3
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	2	2
4.11.0	tibor.digana	1	1
4.11.0	david.saff	17	13
4.11.0	paul.holser	4	3
4.11.0	tibor.digana	2	2
4.11.0	tibor.digana	1	1
4.11.0	urs.metz	2	2
4.11.0	urs.metz	1	1
4.11.0	tibor.digana	3	3
4.11.0	urs.metz	1	1
4.11.0	shirish.padalkar	11	11
4.11.0	shirish.padalkar	3	3
4.11.0	david.saff	2	2
4.11.0	david.saff	3	3
4.11.0	tibor.digana	6	6
4.11.0	kevin.cooney	3	3
4.11.0	david.saff	5	5
4.11.0	tibor.digana	1	1
4.11.0	william.herbert.lichtenberger	2	2
4.11.0	william.herbert.lichtenberger	1	1
4.11.0	pimterry	4	4
4.11.0	tibor.digana	2	2
4.11.0	pimterry	3	2
4.11.0	pimterry	2	2
4.11.0	shirish.padalkar	9	9
4.11.0	craig.p..motlin	2	2
4.11.0	craig.p..motlin	1	1
4.11.0	pimterry	2	2
4.11.0	pimterry	1	1
4.11.0	david.saff	2	2
4.11.0	david.saff	2	2
4.11.0	tibor.digana	4	3
4.11.0	pimterry	5	3
4.11.0	pimterry	2	2
4.11.0	david.saff	2	2
4.11.0	david.saff	4	3
4.11.0	pimterry	2	2
4.11.0	romero.silva	1	1
4.11.0	thomas.nappo	1	1
4.11.0	pimterry	20	11
4.11.0	pimterry	10	7
4.11.0	pimterry	1	1
4.11.0	pimterry	4	4
4.11.0	pimterry	2	1
4.11.0	nayan.hajratwala	1	1
4.11.0	pimterry	6	3
4.11.0	david.saff	1	1
4.11.0	pimterry	2	1
4.11.0	pimterry	1	1
4.11.0	pimterry	1	1
4.11.0	pimterry	2	2
4.11.0	david.saff	8	5
4.11.0	kevin.cooney	2	2
4.11.0	corey.vaillancourt	21	11
4.11.0	corey.vaillancourt	1	1
4.11.0	noel.yap	76	26
4.11.0	noel.yap	9	4
4.11.0	dustin.lam	18	9
4.11.0	noel.yap	15	6
4.11.0	david.saff	2	2
4.11.0	david.saff	8	4
4.11.0	dustin.lam	17	8
4.11.0	dustin.lam	1	1
4.11.0	noel.yap	55	20
4.11.0	pimterry	4	3
4.11.0	pimterry	4	4
4.11.0	pimterry	5	5
4.11.0	pimterry	1	1
4.11.0	pimterry	1	1
4.11.0	noel.yap	14	5
4.11.0	pimterry	1	1
4.11.0	noel.yap	4	3
4.11.0	pimterry	3	3
4.11.0	pimterry	21	8
4.11.0	pimterry	13	7
4.11.0	pimterry	6	3
4.11.0	pimterry	12	7
4.11.0	pimterry	2	2
4.11.0	noel.yap	2	2
4.11.0	pimterry	1	1
4.11.0	david.saff	6	4
4.11.0	pimterry	1	1
4.11.0	noel.yap	7	4
4.11.0	david.saff	12	7
4.11.0	noel.yap	8	3
4.11.0	noel.yap	1	1
4.11.0	noel.yap	7	3
4.11.0	pimterry	12	7
4.11.0	pimterry	1	1
4.11.0	noel.yap	11	5
4.11.0	noel.yap	1	1
4.11.0	noel.yap	25	8
4.11.0	kevin.cooney	1	1
4.11.0	tim.perry	2	2
4.11.0	pimterry	1	1
4.11.0	noel.yap	5	4
4.11.0	brett.chabot	8	8
4.11.0	tibor.digana	3	3
4.11.0	tibor.digana	2	2
4.11.0	pimterry	2	2
4.11.0	david.saff	2	2
4.11.0	david.saff	2	2
4.11.0	tibor.digana	31	15
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	1	1
4.11.0	noel.yap	10	5
4.11.0	noel.yap	1	1
4.11.0	noel.yap	1	1
4.11.0	tibor.digana	2	2
4.11.0	brett.chabot	2	2
4.11.0	noel.yap	5	3
4.11.0	noel.yap	1	1
4.11.0	noel.yap	7	4
4.11.0	arie.van.deursen	2	2
4.11.0	arie.van.deursen	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	tibor.digana	1	1
4.11.0	philippe.marschall	1	1
4.11.0	urs.metz	1	1
4.11.0	brett.chabot	1	1
4.11.0	david.saff	1	1
4.11.0	noel.yap	5	3
4.11.0	noel.yap	6	3
4.11.0	david.saff	7	7
4.11.0	david.saff	1	1
4.11.0	tibor.digana	6	3
4.11.0	david.saff	14	13
4.11.0	alex.reece	5	4
4.11.0	noel.yap	15	14
4.11.0	david.saff	14	13
4.11.0	noel.yap	16	14
4.11.0	marc.philipp	14	13
4.11.0	tibor.digana	3	2
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	3	2
4.11.0	tibor.digana	2	1
4.11.0	tibor.digana	1	1
4.11.0	tibor.digana	1	1
4.11.0	david.saff	4	3
4.11.0	david.saff	25	13
4.11.0	stefan.birkner	2	2
4.11.0	stefan.birkner	1	1
4.11.0	stefan.birkner	1	1
4.11.0	stefan.birkner	1	1
4.11.0	stefan.birkner	1	1
4.11.0	stefan.birkner	1	1
4.11.0	stefan.birkner	1	1
4.11.0	stefan.birkner	1	1
4.11.0	russell.santos	1	1
4.11.0	brett.chabot	38	21
4.11.0	david.saff	37	20
4.11.0	brett.chabot	1	1
4.11.0	brett.chabot	55	25
4.11.0	brett.chabot	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	arie.van.deursen	1	1
4.11.0	stefan.birkner	1	1
4.11.0	kevin.cooney	4	4
4.11.0	kevin.cooney	1	1
4.11.0	brett.chabot	1	1
4.11.0	kevin.cooney	1	1
4.11.0	david.saff	1	1
4.11.0	brett.chabot	1	1
4.11.0	adam.beneschan	20	14
4.11.0	adam.beneschan	3	3
4.11.0	adam.beneschan	2	2
4.11.0	adam.beneschan	1	1
4.11.0	adam.beneschan	2	2
4.11.0	ricky	10	7
4.11.0	ricky	13	10
4.11.0	ricky	9	6
4.11.0	ricky	7	5
4.11.0	ricky	2	1
4.11.0	ricky	2	2
4.11.0	ricky	2	2
4.11.0	ricky	3	3
4.11.0	ricky	1	1
4.11.0	ricky	5	5
4.11.0	ricky	5	5
4.11.0	ricky	4	4
4.11.0	ricky	2	2
4.11.0	ricky	13	8
4.11.0	ricky	2	2
4.11.0	ricky	1	1
4.11.0	ricky	5	3
4.11.0	peter.lawrey	1	1
4.11.0	brett.chabot	1	1
4.11.0	peter.lawrey	1	1
4.11.0	adam.beneschan	3	3
4.11.0	stefan.birkner	1	1
4.11.0	stefan.birkner	2	2
4.11.0	stefan.birkner	1	1
4.11.0	stefan.birkner	3	2
4.11.0	adam.beneschan	2	2
4.11.0	flpa	24	14
4.11.0	flpa	1	1
4.11.0	flpa	1	1
4.11.0	flpa	1	1
4.11.0	flpa	2	2
4.11.0	flpa	1	1
4.11.0	.flpa.	1	1
4.11.0	flpa	1	1
4.11.0	flpa	7	2
4.11.0	flpa	1	1
4.11.0	flpa	1	1
4.11.0	flpa	9	3
4.11.0	flpa	3	3
4.11.0	flpa	3	2
4.11.0	flpa	1	1
4.11.0	flpa	1	1
4.11.0	flpa	1	1
4.11.0	flpa	1	1
4.11.0	flpa	3	2
4.11.0	flpa	1	1
4.11.0	david.saff	4	3
4.11.0	david.saff	54	24
4.11.0	stefan.birkner	2	2
4.11.0	david.saff	2	2
4.11.0	david.saff	17	12
4.11.0	adam.beneschan	18	13
4.11.0	david.saff	17	12
4.11.0	flpa	1	1
4.11.0	flpa	1	1
4.11.0	david.saff	16	12
4.11.0	craig.p..motlin	2	2
4.11.0	adam.beneschan	12	8
4.11.0	stefan.ferstl	7	4
4.11.0	david.saff	2	2
4.11.0	reinholdfuereder	26	15
4.11.0	andreas.skoog	4	3
4.11.0	andreas.skoog	4	3
4.11.0	andreas.skoog	1	1
4.11.0	andreas.skoog	1	1
4.11.0	andreas.skoog	1	1
4.11.0	pimterry	12	8
4.11.0	askoog	1	1
4.11.0	stefan.birkner	5	5
4.11.0	stephen.connolly	79	36
4.11.0	robin.stevens	1	1
4.11.0	robin.stevens	1	1
4.11.0	kevin.cooney	9	5
4.11.0	andreas.skoog	5	5
4.11.0	andreas.skoog	5	4
4.11.0	stefan.birkner	24	11
4.11.0	stefan.birkner	1	1
4.11.0	stefan.birkner	3	1
4.11.0	stefan.birkner	4	2
4.11.0	brian.takashi.hooper	7	4
4.11.0	based2	7	4
4.11.0	kevin.cooney	4	4
4.11.0	david.saff	11	7
4.11.0	david.saff	7	4
4.11.0	kevin.cooney	7	4
4.11.0	andreas.skoog	1	1
4.11.0	andreas.skoog	1	1
4.11.0	brian.takashi.hooper	9	6
4.11.0	kevin.cooney	7	4
4.11.0	stefan.birkner	11	5
4.11.0	stefan.birkner	2	2
4.11.0	stefan.birkner	1	1
4.11.0	kevin.cooney	1	1
4.11.0	stefan.birkner	1	1
4.11.0	reinhold.f.reder	4	2
4.11.0	joseph.walton	51	27
4.11.0	reinholdfuereder	16	6
4.11.0	vladislav.bauer	17	7
4.11.0	vladislav.bauer	1	1
4.11.0	kevin.cooney	16	6
4.11.0	andreas.skoog	5	5
4.11.0	vladislav.bauer	11	10
4.11.0	vladislav.bauer	5	5
4.11.0	stefan.birkner	5	5
4.11.0	vladislav.bauer	2	2
4.11.0	vladislav.bauer	2	2
4.11.0	miltos.allamanis	1	1
4.11.0	stefan.birkner	43	26
4.11.0	miltos.allamanis	1	1
4.11.0	miltos.allamanis	18	13
4.11.0	stefan.birkner	6	6
4.11.0	stefan.birkner	4	3
4.11.0	stefan.birkner	2	2
4.11.0	stefan.birkner	51	27
4.11.0	paul.krause	1	1
4.11.0	dhasday	11	8
4.11.0	alex.yursha	1	1
4.11.0	alex.yursha	2	2
4.11.0	stefan.birkner	1	1
4.11.0	stefan.birkner	79	36
4.11.0	lukasz.kryger	1	1
4.11.0	alex.yursha	3	3
4.11.0	paul.holser	2	2
4.11.0	kevin.cooney	2	2
4.11.0	stefan.birkner	70	31
4.11.0	brazhnikov	5	5
4.11.0	alexander.jipa	7	7
4.11.0	kevin.cooney	5	5
4.11.0	mike.drob	3	3
4.11.0	kevin.cooney	41	24
4.11.0	stefan.birkner	9	7
4.11.0	stefan.birkner	3	3
4.11.0	tibor.digana	1	1
4.11.0	stefan.bechtold	88	42
4.11.0	stefan.bechtold	36	21
4.11.0	kevin.cooney	84	39
4.11.0	tibor.digana	2	2
4.11.0	ancosen	2	2
4.11.0	stefan.birkner	2	2
4.11.0	brian.berzins..murasaki.	4	4
4.11.0	stefan.birkner	2	2
4.11.0	stefan.birkner	3	2
4.11.0	stefan.birkner	20	9
4.11.0	mengyanan	1	1
4.11.0	marc.philipp	1	1
4.11.0	manan.shah	2	1
4.11.0	charlie	29	15
4.11.0	kevin.cooney	25	12
4.11.0	.amonn.mcmanus	104	35
4.11.0	alex.yursha	2	1
4.11.0	alex.yursha	1	1
4.11.0	kevin.cooney	1	1
4.11.0	stefan.bechtold	259	75
4.11.0	stefan.bechtold	36	21
4.11.0	kevin.cooney	2	2
4.11.0	david.saff	61	30
4.11.0	alex.yursha	56	20
4.11.0	rowan.hill	3	2
4.11.0	rowan.hill	2	2
4.11.0	rowan.hill	8	5
4.11.0	rowan.hill	8	4
4.11.0	kevin.cooney	5	2
4.11.0	kevin.cooney	7	4
4.11.0	stefan.birkner	5	2
4.11.0	kevin.cooney	6	6
4.11.0	kevin.cooney	2	2
4.11.0	tibor.digana	4	4
4.11.0	stefan.birkner	2	2
4.11.0	marc.philipp	4	4
4.11.0	vimil	2	2
4.11.0	kevin.cooney	7	3
4.11.0	alex.yursha	99	32
4.11.0	alex.yursha	1	1
4.11.0	ben.mccann	1	1
4.11.0	stefan.birkner	3	2
4.11.0	kevin.cooney	1	1
4.11.0	doug.lawrie	3	3
4.11.0	chris.vest	5	5
4.11.0	marc.philipp	1	1
4.12.2	stefan.birkner	1	1
4.12.2	kevin.cooney	4	4
4.12.2	priya	2	2
4.12.2	stefan.birkner	1	1
4.12.2	kevin.cooney	3	3
4.12.2	kevin.cooney	1	1
4.12.2	kevin.cooney	46	23
4.12.2	kevin.cooney	96	31
4.12.2	petter.m.hl.n	3	3
4.12.2	kevin.cooney	9	7
4.12.2	kevin.cooney	7	5
4.12.2	david.saff	103	35
4.12.2	kevin.cooney	1	1
4.12.2	marc.philipp	1	1
4.12.2	marc.philipp	3	2
4.12.2	stefan.birkner	13	5
4.12.2	kevin.cooney	3	2
4.12.2	kevin.cooney	2	2
4.12.2	kevin.cooney	1	1
4.12.2	marc.philipp	9	7
4.12.2	kevin.cooney	4	3
4.12.3	kevin.cooney	2	2
4.12.3	narendra.pathai	5	4
4.12.3	narendra.pathai	2	2
4.12.3	kevin.cooney	2	2
4.12.3	stefan.birkner	1	1
4.12.3	urs.metz	1	1
4.12.3	marc.philipp	1	1
4.12.3	marc.philipp	1	1
4.12.3	marc.philipp	1	1
4.12.3	kevin.cooney	1	1
4.12.0	marc.philipp	1	1
4.12.0	stefan.birkner	1	1
4.12.0	stefan.birkner	5	5
4.12.0	stefan.birkner	1	1
4.12.0	stefan.birkner	6	6
4.12.0	sakky11	1	1
4.12.0	stefan.oehme	2	2
4.13.0	marc.philipp	46	23
4.13.0	marc.philipp	4	4
4.13.0	marc.philipp	5	5
4.13.0	peter.wright	2	2
4.13.0	stefan.birkner	1	1
4.13.0	marc.philipp	1	1
4.13.0	marc.philipp	1	1
4.13.0	marc.philipp	5	4
4.13.0	marc.philipp	1	1
4.13.0	marc.philipp	1	1
4.13.0	marc.philipp	2	2
4.13.0	marc.philipp	1	1
4.13.0	marc.philipp	2	2
4.13.0	marc.philipp	2	2
4.13.0	marc.philipp	2	2
4.13.0	marc.philipp	1	1
4.13.0	marc.philipp	1	1
4.13.0	marc.philipp	1	1
4.13.0	marc.philipp	1	1
4.13.0	marc.philipp	1	1
4.13.0	marc.philipp	1	1
4.13.0	marc.philipp	1	1
4.13.0	marc.philipp	1	1
4.13.0	stephan.schroevers	2	2
4.13.0	narendra.pathai	5	4
4.13.0	marc.philipp	1	1
4.13.0	jorge.gonzalez	1	1
4.13.0	philip.graf	3	3
4.13.0	kevin.cooney	1	1
4.13.0	sam.brannen	3	3
4.13.0	hans.joachim.desserud	1	1
4.13.0	adrian.cole	2	2
4.13.0	mustafa.ulu	1	1
4.13.0	hans.joachim.desserud	1	1
4.13.0	hans.joachim.desserud	1	1
4.13.0	hans.joachim.desserud	5	4
4.13.0	tibor17	1	1
4.13.0	stefan.birkner	1	1
4.13.0	stefan.birkner	1	1
4.13.0	stefan.birkner	2	2
4.13.0	stefan.birkner	1	1
4.13.0	stefan.birkner	21	15
4.13.0	dmitry.baev	7	5
4.13.0	jonathan.beaudoin	1	1
4.13.0	marc.philipp	12	9
4.13.0	earthcitizen	1	1
4.13.0	marc.philipp	12	9
4.13.0	dmitry.baev	9	7
4.13.0	marc.philipp	1	1
4.13.0	david.saff	17	11
4.13.0	izeye	1	1
4.13.0	shadowfacts	1	1
4.13.0	ryan.schmitt	1	1
4.13.0	ryan.schmitt	1	1
4.13.0	cnauroth	240	64
4.13.0	marc.philipp	240	64
4.13.0	ryan.schmitt	2	2
4.13.0	kevin.cooney	8	4
4.13.0	chris.barrow	1	1
4.13.0	marc.philipp	250	71
4.13.0	grzegorz.ro.niecki	1	1
4.13.0	pablo.gonzalez.alonso	1	1
4.13.0	shintaro.katafuchi	1	1
4.13.0	marc.philipp	1	1
4.13.0	r.diger.herrmann	1	1
4.13.0	johannes.link	1	1
4.13.0	johannes.link	1	1
4.13.0	marc.philipp	17	10
4.13.0	marc.philipp	17	10
4.13.0	marc.philipp	17	10
4.13.0	arturo.vargas	20	11
4.13.0	marc.philipp	19	11
4.13.0	paul.duffin	2	2
4.13.0	paul.duffin	81	35
4.13.0	paul.duffin	7	5
4.13.0	alberto.scotto	1	1
4.13.0	marc.philipp	1	1
4.13.0	emopers	1	1
4.13.0	arturo.vargas	1	1
4.13.0	alberto.scotto	136	44
4.13.0	alberto.scotto	1	1
4.13.0	alberto.scotto	1	1
4.13.0	carsten.varming	1	1
4.13.0	peter.wippermann	1	1
4.13.0	carsten.varming	2	2
4.13.0	alberto.scotto	1	1
4.13.0	kevin.cooney	9	6
4.13.0	kevin.cooney	4	3
4.13.0	carsten.varming	1	1
4.13.0	tom.anderson	2	2
4.13.0	tom.anderson	1	1
4.13.0	tom.anderson	2	2
4.13.0	alberto.scotto	6	5
4.13.0	dmitry.baev	6	4
4.13.0	kevin.cooney	2	1
4.13.0	serge.bishyr	1	1
4.13.0	alberto.scotto	12	8
4.13.0	nick.harris	1	1
4.13.0	alberto.scotto	1	1
4.13.0	kevin.cooney	19	6
4.13.0	kevin.cooney	1	1
4.13.0	kevin.cooney	9	5
4.13.0	kevin.cooney	4	2
4.13.0	kevin.cooney	5	2
4.13.0	alberto.scotto	2	2
4.13.0	smallyard	1	1
4.13.0	alberto.scotto	2	2
4.13.0	alberto.scotto	1	1
4.13.0	kevin.cooney	15	5
4.13.0	kevin.cooney	5	3
4.13.0	aishahalim	3	2
4.13.0	smallyard	1	1
4.13.0	jacob.heldenbrand	1	1
4.13.0	vladimir.gordiychuk	5	4
4.13.0	.amonn.mcmanus	1	1
4.13.0	kevin.cooney	9	3
4.13.0	alberto.scotto	2	2
4.13.0	jimmy.shi	2	1
4.13.0	kevin.cooney	7	6
4.13.0	trejkaz..pen.name.	1	1
4.13.0	jin.haifeng	3	1
4.13.0	peter.wippermann	2	2
4.13.0	peter.wippermann	3	2
4.13.0	axel.monroy	1	1
4.13.0	jerzy.zagorski	2	2
4.13.0	stefan.birkner	1	1
4.13.0	axel.monroy	1	1
4.13.0	marc.philipp	3	3
4.13.0	axel.monroy	1	1
4.13.0	ramon.raya	1	1
4.13.0	kevin.cooney	2	2
4.13.0	kevin.cooney	1	1
4.13.0	axel.monroy	1	1
4.13.0	smallyard	1	1
4.13.0	kevin.cooney	2	2
4.13.0	kevin.cooney	4	3
4.13.0	kevin.cooney	1	1
4.13.0	kevin.cooney	4	4
4.13.0	kevin.cooney	4	1
4.13.0	kevin.cooney	1	1
4.13.0	kevin.cooney	2	1
4.13.0	kevin.cooney	7	1
4.13.0	kevin.cooney	10	3
4.13.0	kevin.cooney	2	2
4.13.0	kevin.cooney	6	3
4.13.0	kevin.cooney	9	4
4.13.0	kevin.cooney	2	2
4.13.0	kevin.cooney	251	75
4.13.0	kevin.cooney	1	1
4.13.0	kevin.cooney	2	1
4.13.0	nicola.ambrosetti.brolin	2	2
4.13.0	kevin.cooney	2	2
4.13.0	kevin.cooney	2	2
4.13.0	kevin.cooney	2	2
4.13.0	kevin.cooney	1	1
4.13.0	kevin.cooney	2	2
4.13.0	kevin.cooney	2	2
4.13.0	kevin.cooney	5	2
4.13.0	kevin.cooney	7	5
4.13.0	kevin.cooney	4	3
4.13.0	kevin.cooney	5	3
4.13.0	kevin.cooney	4	2
4.13.0	alberto.scotto	4	4
4.13.0	eitan.adler	1	1
4.13.0	alberto.scotto	1	1
4.13.0	alberto.scotto	1	1
4.13.0	alberto.scotto	1	1
4.13.0	powazny	1	1
4.13.0	alex.panchenko	5	4
4.13.0	kevin.cooney	2	2
4.13.0	jokaah	1	1
4.13.0	alex.panchenko	2	2
4.13.0	kevin.cooney	1	1
4.13.0	alex.panchenko	1	1
4.13.0	kevin.cooney	3	2
4.13.0	kevin.cooney	1	1
4.13.0	kevin.cooney	2	2
4.13.0	kevin.cooney	5	4
4.13.0	alex.panchenko	1	1
4.13.0	alex.panchenko	2	2
4.13.0	alex.panchenko	2	2
4.13.0	alex.panchenko	4	4
4.13.0	alex.panchenko	2	2
4.13.0	stefan.birkner	2	2
4.13.0	kevin.cooney	5	4
4.13.0	alex.panchenko	16	7
4.13.0	alex.panchenko	1	1
4.13.0	uday.sagar.shiramshetty	1	1
4.13.0	kevin.cooney	1	1
4.13.0	stefan.birkner	8	4
4.13.0	stefan.birkner	1	1
4.13.0	stefan.birkner	1	1
4.13.0	stefan.birkner	3	1
4.13.0	alex.panchenko	4	4
4.13.0	stefan.birkner	2	2
4.13.0	stefan.birkner	1	1
4.13.0	stefan.birkner	2	1
4.13.0	stefan.birkner	1	1
4.13.0	stefan.birkner	1	1
4.13.0	stefan.birkner	1	1
4.13.0	stefan.birkner	1	1
4.13.0	stefan.birkner	1	1
4.13.0	stefan.birkner	1	1
4.13.0	stefan.birkner	3	1
4.13.0	stefan.birkner	2	2
4.13.0	kevin.cooney	5	2
4.13.0	stefan.birkner	2	2
4.13.0	stefan.birkner	1	1
4.13.0	laura.fink	1	1
4.13.0	laura.fink	1	1
4.13.0	stefan.birkner	1	1
4.13.0	kevin.cooney	2	2
4.13.0	kevin.cooney	135	44
4.13.0	kevin.cooney	1	1
4.13.0	rodrigo.merino	2	2
4.13.0	marc.philipp	4	3
4.13.0	kevin.cooney	24	8
4.13.0	stefan.birkner	1	1
4.13.0	stefan.birkner	1	1
