 & CBO & AFF & EFF & LCOM & MQ & MF & CS
CBO & 1 & 0.62 & 0.75 & 0.69 & -0.38 & -0.51 & 0.7  \\ \hline
AFF & 0.62 & 1 & 0.96 & 0.29 & -0.85 & -0.86 & 0.78 \\ \hline
EFF & 0.75 & 0.96 & 1 & 0.4 & -0.71 & -0.77 & 0.78 \\ \hline
LCOM & 0.69 & 0.29 & 0.4 & 1 & -0.27 & -0.32 & 0.34 \\ \hline
MQ & -0.38 & -0.85 & -0.71 & -0.27 & 1 & 0.88 & -0.68 \\ \hline
MF & -0.51 & -0.86 & -0.77 & -0.32 & 0.88 & 1 & -0.9 \\ \hline
CS & 0.7 & 0.78 & 0.78 & 0.34 & -0.68 & -0.9 & 1 \\ \hline
