version	package	cbo	aff	eff	lcom	mf	cs
jedit-3.0.2	com.microstar.xml	0	3	0	0.75	0.5	0
jedit-3.0.2	org.gjt.sp.jedit	11	147	69	0.9518072289156626	0.5540540540540541	-2905
jedit-3.0.2	org.gjt.sp.jedit.browser	6	3	26	0.8814229249011858	0.594059405940594	-171
jedit-3.0.2	org.gjt.sp.jedit.gui	8	33	52	0.9769820971867008	0.46956521739130436	-2202
jedit-3.0.2	org.gjt.sp.jedit.io	3	30	13	0.7111111111111111	0.38235294117647056	-9
jedit-3.0.2	org.gjt.sp.jedit.msg	2	19	7	1.0	0.0	-55
jedit-3.0.2	org.gjt.sp.jedit.options	4	1	15	0.9673400673400674	0.6360655737704918	-1351
jedit-3.0.2	org.gjt.sp.jedit.proto.jeditresource	1	0	3	0.5	0.4	1
jedit-3.0.2	org.gjt.sp.jedit.search	7	3	30	0.9166666666666666	0.5625	-282
jedit-3.0.2	org.gjt.sp.jedit.syntax	3	13	9	0.7818181818181819	0.5853658536585366	-13
jedit-3.0.2	org.gjt.sp.jedit.textarea	4	20	24	0.8492647058823529	0.5359477124183006	-82
jedit-3.0.2	org.gjt.sp.util	0	56	0	0.7888888888888889	0.3584905660377358	-21
jedit-3.1.0	gnu.regexp	0	8	0	0.8903133903133903	0.9166666666666666	-199
jedit-3.1.0	bsh	0	2	0	0.9146881287726358	0.9929742388758782	-1735
jedit-3.1.0	com.microstar.xml	0	6	0	0.75	0.35294117647058826	0
jedit-3.1.0	org.gjt.sp.jedit	11	154	66	0.9518072289156626	0.5530864197530864	-2972
jedit-3.1.0	org.gjt.sp.jedit.browser	6	5	27	0.8814229249011858	0.5797101449275363	-171
jedit-3.1.0	org.gjt.sp.jedit.gui	9	34	58	0.9800925925925926	0.5098814229249012	-3074
jedit-3.1.0	org.gjt.sp.jedit.io	3	31	13	0.7111111111111111	0.3795620437956204	-9
jedit-3.1.0	org.gjt.sp.jedit.msg	2	19	7	1.0	0.0	-66
jedit-3.1.0	org.gjt.sp.jedit.options	4	1	17	0.9687317358270018	0.6504559270516718	-1563
jedit-3.1.0	org.gjt.sp.jedit.proto.jeditresource	1	0	3	0.5	0.4	1
jedit-3.1.0	org.gjt.sp.jedit.search	7	4	32	0.9248768472906403	0.5495495495495496	-314
jedit-3.1.0	org.gjt.sp.jedit.syntax	3	14	9	0.8	0.5	-13
jedit-3.1.0	org.gjt.sp.jedit.textarea	4	20	24	0.8529411764705882	0.5555555555555556	-93
jedit-3.1.0	org.gjt.sp.util	0	56	0	0.7888888888888889	0.3584905660377358	-21
jedit-3.2.0	gnu.regexp	0	8	0	0.8862433862433863	0.9297297297297298	-214
jedit-3.2.0	bsh	0	5	0	0.9189873417721519	0.9893719806763285	-2186
jedit-3.2.0	bsh.commands	1	0	2	NaN	0.0	0
jedit-3.2.0	com.microstar.xml	0	11	0	0.75	0.24	0
jedit-3.2.0	org.gjt.sp.jedit	11	187	77	0.9516404647983595	0.46317512274959083	-2500
jedit-3.2.0	org.gjt.sp.jedit.browser	7	5	31	0.8814229249011858	0.5607476635514018	-171
jedit-3.2.0	org.gjt.sp.jedit.gui	9	43	65	0.98355832467982	0.5322128851540616	-5530
jedit-3.2.0	org.gjt.sp.jedit.io	3	34	13	0.7111111111111111	0.36363636363636365	-9
jedit-3.2.0	org.gjt.sp.jedit.msg	2	20	7	1.0	0.0	-55
jedit-3.2.0	org.gjt.sp.jedit.options	4	1	18	0.9674185463659147	0.6459627329192547	-1458
jedit-3.2.0	org.gjt.sp.jedit.pluginmgr	5	0	16	0.8956989247311828	0.8117154811715481	-325
jedit-3.2.0	org.gjt.sp.jedit.proto.jeditresource	1	0	4	0.5	0.3333333333333333	1
jedit-3.2.0	org.gjt.sp.jedit.search	8	5	36	0.9258064516129032	0.5390625	-361
jedit-3.2.0	org.gjt.sp.jedit.syntax	3	14	8	0.8	0.5142857142857142	-13
jedit-3.2.0	org.gjt.sp.jedit.textarea	4	26	23	0.8933333333333333	0.5739910313901345	-212
jedit-3.2.0	org.gjt.sp.util	0	67	0	0.7888888888888889	0.3247863247863248	-21
jedit-3.2.1	gnu.regexp	0	8	0	0.8862433862433863	0.9297297297297298	-214
jedit-3.2.1	bsh	0	5	0	0.9189873417721519	0.9893719806763285	-2186
jedit-3.2.1	bsh.commands	1	0	2	NaN	0.0	0
jedit-3.2.1	com.microstar.xml	0	11	0	0.75	0.24	0
jedit-3.2.1	org.gjt.sp.jedit	11	187	77	0.9512987012987013	0.46492659053833607	-2496
jedit-3.2.1	org.gjt.sp.jedit.browser	7	5	31	0.8814229249011858	0.5607476635514018	-171
jedit-3.2.1	org.gjt.sp.jedit.gui	9	43	65	0.98355832467982	0.5322128851540616	-5530
jedit-3.2.1	org.gjt.sp.jedit.io	3	34	13	0.7111111111111111	0.36363636363636365	-9
jedit-3.2.1	org.gjt.sp.jedit.msg	2	20	7	1.0	0.0	-55
jedit-3.2.1	org.gjt.sp.jedit.options	4	1	18	0.9674185463659147	0.6459627329192547	-1458
jedit-3.2.1	org.gjt.sp.jedit.pluginmgr	5	0	16	0.8956989247311828	0.8117154811715481	-325
jedit-3.2.1	org.gjt.sp.jedit.proto.jeditresource	1	0	4	0.5	0.3333333333333333	1
jedit-3.2.1	org.gjt.sp.jedit.search	8	5	36	0.9258064516129032	0.5390625	-361
jedit-3.2.1	org.gjt.sp.jedit.syntax	3	14	8	0.8	0.5142857142857142	-13
jedit-3.2.1	org.gjt.sp.jedit.textarea	4	26	23	0.8933333333333333	0.5739910313901345	-212
jedit-3.2.1	org.gjt.sp.util	0	67	0	0.7888888888888889	0.3247863247863248	-21
jedit-3.2.2	gnu.regexp	0	8	0	0.8862433862433863	0.9297297297297298	-214
jedit-3.2.2	bsh	0	5	0	0.9191455696202532	0.989351403678606	-2188
jedit-3.2.2	bsh.commands	1	0	2	NaN	0.0	0
jedit-3.2.2	com.microstar.xml	0	11	0	0.75	0.24	0
jedit-3.2.2	org.gjt.sp.jedit	11	187	77	0.950786056049214	0.46715328467153283	-2494
jedit-3.2.2	org.gjt.sp.jedit.browser	7	5	31	0.8814229249011858	0.5607476635514018	-171
jedit-3.2.2	org.gjt.sp.jedit.gui	9	43	65	0.98355832467982	0.5322128851540616	-5530
jedit-3.2.2	org.gjt.sp.jedit.io	3	34	13	0.7111111111111111	0.36363636363636365	-9
jedit-3.2.2	org.gjt.sp.jedit.msg	2	20	7	1.0	0.0	-55
jedit-3.2.2	org.gjt.sp.jedit.options	4	1	18	0.9674185463659147	0.6459627329192547	-1458
jedit-3.2.2	org.gjt.sp.jedit.pluginmgr	5	0	16	0.8956989247311828	0.8117154811715481	-325
jedit-3.2.2	org.gjt.sp.jedit.proto.jeditresource	1	0	4	0.5	0.3333333333333333	1
jedit-3.2.2	org.gjt.sp.jedit.search	8	5	36	0.9258064516129032	0.5390625	-361
jedit-3.2.2	org.gjt.sp.jedit.syntax	3	14	8	0.8	0.5142857142857142	-13
jedit-3.2.2	org.gjt.sp.jedit.textarea	4	26	23	0.8933333333333333	0.5739910313901345	-212
jedit-3.2.2	org.gjt.sp.util	0	68	0	0.7888888888888889	0.3220338983050847	-21
jedit-4.0.0	bsh.commands	1	0	2	NaN	0.0	0
jedit-4.0.0	bsh.reflect	1	0	1	NaN	0.0	0
jedit-4.0.0	bsh	0	9	0	0.9181962025316456	0.9847619047619047	-2176
jedit-4.0.0	com.microstar.xml	0	13	0	0.75	0.20689655172413793	0
jedit-4.0.0	gnu.regexp	0	15	0	0.8928571428571429	0.8877551020408163	-238
jedit-4.0.0	org.gjt.sp.jedit.browser	8	8	36	0.9147727272727273	0.5882352941176471	-406
jedit-4.0.0	org.gjt.sp.jedit	12	240	94	0.9457657657657658	0.42484121383203954	-2309
jedit-4.0.0	org.gjt.sp.jedit.buffer	4	10	5	0.9117647058823529	0.5714285714285714	-106
jedit-4.0.0	org.gjt.sp.jedit.gui	12	53	78	0.9863587117108243	0.5687885010266941	-9797
jedit-4.0.0	org.gjt.sp.jedit.io	5	38	22	0.7948717948717948	0.36363636363636365	-36
jedit-4.0.0	org.gjt.sp.jedit.msg	2	22	7	1.0	0.0	-66
jedit-4.0.0	org.gjt.sp.jedit.options	5	1	23	0.9746478873239437	0.631578947368421	-2321
jedit-4.0.0	org.gjt.sp.jedit.pluginmgr	4	2	14	0.9043560606060606	0.8211382113821138	-384
jedit-4.0.0	org.gjt.sp.jedit.proto.jeditresource	1	0	4	0.5	0.3333333333333333	1
jedit-4.0.0	org.gjt.sp.jedit.search	8	4	36	0.9340463458110517	0.5381818181818182	-453
jedit-4.0.0	org.gjt.sp.jedit.syntax	3	19	8	0.7888888888888889	0.4810126582278481	-11
jedit-4.0.0	org.gjt.sp.jedit.textarea	6	35	26	0.8958333333333334	0.6489675516224189	-366
jedit-4.0.0	org.gjt.sp.jedit.print	4	0	10	0.5	0.3157894736842105	1
jedit-4.0.0	org.gjt.sp.util	0	75	0	0.8712121212121212	0.2677165354330709	-44
jedit-4.0.2	bsh.commands	1	0	2	NaN	0.0	0
jedit-4.0.2	bsh.reflect	1	0	1	NaN	0.0	0
jedit-4.0.2	bsh	0	9	0	0.9181962025316456	0.9847619047619047	-2176
jedit-4.0.2	com.microstar.xml	0	13	0	0.75	0.20689655172413793	0
jedit-4.0.2	gnu.regexp	0	15	0	0.8928571428571429	0.8877551020408163	-238
jedit-4.0.2	org.gjt.sp.jedit.browser	8	8	36	0.9147727272727273	0.5882352941176471	-406
jedit-4.0.2	org.gjt.sp.jedit	12	240	94	0.9457657657657658	0.42484121383203954	-2309
jedit-4.0.2	org.gjt.sp.jedit.buffer	4	10	5	0.9117647058823529	0.5714285714285714	-106
jedit-4.0.2	org.gjt.sp.jedit.gui	12	53	78	0.9863587117108243	0.5687885010266941	-9797
jedit-4.0.2	org.gjt.sp.jedit.io	5	38	22	0.7948717948717948	0.36363636363636365	-36
jedit-4.0.2	org.gjt.sp.jedit.msg	2	22	7	1.0	0.0	-66
jedit-4.0.2	org.gjt.sp.jedit.options	5	1	23	0.9746478873239437	0.631578947368421	-2321
jedit-4.0.2	org.gjt.sp.jedit.pluginmgr	4	2	14	0.9043560606060606	0.8211382113821138	-384
jedit-4.0.2	org.gjt.sp.jedit.proto.jeditresource	1	0	4	0.5	0.3333333333333333	1
jedit-4.0.2	org.gjt.sp.jedit.search	8	4	36	0.9340463458110517	0.5381818181818182	-453
jedit-4.0.2	org.gjt.sp.jedit.syntax	3	19	8	0.7888888888888889	0.4810126582278481	-11
jedit-4.0.2	org.gjt.sp.jedit.textarea	6	35	26	0.8958333333333334	0.6489675516224189	-366
jedit-4.0.2	org.gjt.sp.jedit.print	4	0	10	0.5	0.3157894736842105	1
jedit-4.0.2	org.gjt.sp.util	0	75	0	0.8712121212121212	0.2677165354330709	-44
jedit-4.0.3	bsh.commands	1	0	2	NaN	0.0	0
jedit-4.0.3	bsh.reflect	1	0	1	NaN	0.0	0
jedit-4.0.3	bsh	0	9	0	0.9181962025316456	0.9847619047619047	-2176
jedit-4.0.3	com.microstar.xml	0	13	0	0.75	0.20689655172413793	0
jedit-4.0.3	gnu.regexp	0	15	0	0.8928571428571429	0.8877551020408163	-238
jedit-4.0.3	org.gjt.sp.jedit.browser	8	8	36	0.9147727272727273	0.5882352941176471	-406
jedit-4.0.3	org.gjt.sp.jedit	12	240	94	0.9457657657657658	0.42484121383203954	-2309
jedit-4.0.3	org.gjt.sp.jedit.buffer	4	10	5	0.9117647058823529	0.5714285714285714	-106
jedit-4.0.3	org.gjt.sp.jedit.gui	12	53	78	0.9863587117108243	0.5687885010266941	-9797
jedit-4.0.3	org.gjt.sp.jedit.io	5	38	22	0.7948717948717948	0.36363636363636365	-36
jedit-4.0.3	org.gjt.sp.jedit.msg	2	22	7	1.0	0.0	-66
jedit-4.0.3	org.gjt.sp.jedit.options	5	1	23	0.9746478873239437	0.631578947368421	-2321
jedit-4.0.3	org.gjt.sp.jedit.pluginmgr	4	2	14	0.9043560606060606	0.8211382113821138	-384
jedit-4.0.3	org.gjt.sp.jedit.proto.jeditresource	1	0	4	0.5	0.3333333333333333	1
jedit-4.0.3	org.gjt.sp.jedit.search	8	4	36	0.9340463458110517	0.5381818181818182	-453
jedit-4.0.3	org.gjt.sp.jedit.syntax	3	19	8	0.7888888888888889	0.4810126582278481	-11
jedit-4.0.3	org.gjt.sp.jedit.textarea	6	35	26	0.8958333333333334	0.6489675516224189	-366
jedit-4.0.3	org.gjt.sp.jedit.print	4	0	10	0.5	0.3157894736842105	1
jedit-4.0.3	org.gjt.sp.util	0	75	0	0.8712121212121212	0.2677165354330709	-44
jedit-4.1.0	bsh.commands	1	0	2	NaN	0.0	0
jedit-4.1.0	bsh.reflect	1	0	1	NaN	0.0	0
jedit-4.1.0	bsh	0	10	0	0.9199074074074074	0.9792452830188679	-2252
jedit-4.1.0	com.microstar.xml	0	13	0	0.75	0.20689655172413793	0
jedit-4.1.0	gnu.regexp	0	18	0	0.8928571428571429	0.8529411764705882	-238
jedit-4.1.0	org.gjt.sp.jedit.browser	8	7	37	0.9174603174603174	0.5826330532212886	-488
jedit-4.1.0	org.gjt.sp.jedit	14	263	98	0.9482184482184483	0.4149432955303536	-2527
jedit-4.1.0	org.gjt.sp.jedit.buffer	5	8	16	0.9215686274509803	0.4948453608247423	-123
jedit-4.1.0	org.gjt.sp.jedit.gui	12	66	55	0.9856800766283524	0.592079207920792	-10052
jedit-4.1.0	org.gjt.sp.jedit.io	6	49	19	0.7878787878787878	0.2962962962962963	-30
jedit-4.1.0	org.gjt.sp.jedit.msg	1	18	5	1.0	0.0	-45
jedit-4.1.0	org.gjt.sp.jedit.options	5	3	31	0.9699488491048593	0.651270207852194	-2152
jedit-4.1.0	org.gjt.sp.jedit.pluginmgr	5	2	16	0.8913978494623656	0.8015873015873016	-321
jedit-4.1.0	org.gjt.sp.jedit.print	5	0	13	0.7	0.34285714285714286	-2
jedit-4.1.0	org.gjt.sp.jedit.proto.jeditresource	1	0	5	0.5	0.2857142857142857	1
jedit-4.1.0	org.gjt.sp.jedit.search	8	8	39	0.9429678848283499	0.5597826086956522	-757
jedit-4.1.0	org.gjt.sp.jedit.syntax	5	21	13	0.7714285714285715	0.5853658536585366	-19
jedit-4.1.0	org.gjt.sp.jedit.textarea	5	35	25	0.875615763546798	0.6158536585365854	-256
jedit-4.1.0	org.gjt.sp.jedit.help	6	1	17	0.8754940711462451	0.782608695652174	-171
jedit-4.1.0	org.gjt.sp.util	0	81	0	0.8712121212121212	0.2446043165467626	-44
jedit-4.2.0	bsh.commands	1	0	3	NaN	0.0	0
jedit-4.2.0	bsh	3	17	7	0.9293341098815764	0.9693741677762983	-3793
jedit-4.2.0	bsh.reflect	1	1	1	NaN	0.0	0
jedit-4.2.0	bsh.collection	1	1	3	0.5	0.2857142857142857	1
jedit-4.2.0	com.microstar.xml	0	25	0	0.75	0.11764705882352941	0
jedit-4.2.0	gnu.regexp	0	18	0	0.8928571428571429	0.848780487804878	-238
jedit-4.2.0	org.gjt.sp.jedit.browser	8	11	46	0.9400510204081632	0.5987261146496815	-980
jedit-4.2.0	org.gjt.sp.jedit.buffer	6	12	24	0.932806324110672	0.4657534246575342	-205
jedit-4.2.0	org.gjt.sp.jedit.gui	10	76	54	0.9855252274607114	0.6294964028776978	-11626
jedit-4.2.0	org.gjt.sp.jedit.io	6	53	25	0.825	0.3346613545816733	-62
jedit-4.2.0	org.gjt.sp.jedit.msg	2	27	7	1.0	0.0	-66
jedit-4.2.0	org.gjt.sp.jedit.options	7	3	37	0.9776898734177215	0.6025641025641025	-2980
jedit-4.2.0	org.gjt.sp.jedit.pluginmgr	7	4	22	0.9319727891156463	0.794044665012407	-950
jedit-4.2.0	org.gjt.sp.jedit.print	3	0	10	0.7	0.3870967741935484	-2
jedit-4.2.0	org.gjt.sp.jedit.proto.jeditresource	1	0	4	0.5	0.3333333333333333	1
jedit-4.2.0	org.gjt.sp.jedit.search	8	5	45	0.9401858304297329	0.5522788203753352	-715
jedit-4.2.0	org.gjt.sp.jedit.syntax	4	22	9	0.8047619047619048	0.5655172413793104	-31
jedit-4.2.0	org.gjt.sp.jedit.textarea	5	46	31	0.8890469416785206	0.6486486486486487	-471
jedit-4.2.0	org.gjt.sp.jedit.help	7	2	21	0.8923076923076924	0.7650273224043715	-233
jedit-4.2.0	org.gjt.sp.jedit	16	314	107	0.9598324766799924	0.4299541518084564	-4619
jedit-4.2.0	org.gjt.sp.jedit.menu	8	2	36	0.9366666666666666	0.39378238341968913	-252
jedit-4.2.0	org.gjt.sp.util	1	119	1	0.8952380952380953	0.23157894736842105	-77
jedit-4.2.0	org.objectweb.asm	0	1	0	0.8111111111111111	0.8717948717948718	-17
jedit-4.3.0	com.microstar.xml	0	0	0	0.75	0.0	0
jedit-4.3.0	org.gjt.sp.jedit	20	446	136	0.9710712752254186	0.41750580945003873	-8504
jedit-4.3.0	org.gjt.sp.jedit.browser	8	15	56	0.9473684210526315	0.6083916083916084	-1411
jedit-4.3.0	org.gjt.sp.jedit.bsh	4	25	8	0.929564058633162	0.9548387096774194	-3871
jedit-4.3.0	org.gjt.sp.jedit.bsh.classpath	1	2	9	0.7756410256410257	0.8235294117647058	-26
jedit-4.3.0	org.gjt.sp.jedit.bsh.collection	1	1	3	0.5	0.2857142857142857	1
jedit-4.3.0	org.gjt.sp.jedit.bsh.commands	1	0	3	NaN	0.0	0
jedit-4.3.0	org.gjt.sp.jedit.bsh.org.objectweb.asm	0	1	0	0.8111111111111111	0.8717948717948718	-17
jedit-4.3.0	org.gjt.sp.jedit.bsh.reflect	1	1	1	NaN	0.0	0
jedit-4.3.0	org.gjt.sp.jedit.buffer	6	65	20	0.9193121693121693	0.5020576131687243	-292
jedit-4.3.0	org.gjt.sp.jedit.bufferio	4	3	21	0.8571428571428571	0.17204301075268819	-16
jedit-4.3.0	org.gjt.sp.jedit.bufferset	3	14	12	0.782051282051282	0.53125	-30
jedit-4.3.0	org.gjt.sp.jedit.gui	15	106	72	0.9886172380193108	0.6322263222632226	-21852
jedit-4.3.0	org.gjt.sp.jedit.gui.statusbar	6	2	20	0.9435294117647058	0.7236180904522613	-1057
jedit-4.3.0	org.gjt.sp.jedit.help	6	2	20	0.9184873949579831	0.8185654008438819	-457
jedit-4.3.0	org.gjt.sp.jedit.indent	4	2	6	0.8809523809523809	0.7333333333333333	-147
jedit-4.3.0	org.gjt.sp.jedit.input	5	15	11	0.6666666666666666	0.18181818181818182	2
jedit-4.3.0	org.gjt.sp.jedit.io	6	75	30	0.9264367816091954	0.3657142857142857	-339
jedit-4.3.0	org.gjt.sp.jedit.menu	8	5	36	0.9408866995073891	0.4507042253521127	-342
jedit-4.3.0	org.gjt.sp.jedit.msg	4	41	11	0.9836601307189542	0.078125	-145
jedit-4.3.0	org.gjt.sp.jedit.options	10	6	57	0.9789518900343642	0.6332794830371568	-4404
jedit-4.3.0	org.gjt.sp.jedit.pluginmgr	8	5	29	0.9505030181086519	0.7522935779816514	-2131
jedit-4.3.0	org.gjt.sp.jedit.print	4	0	13	0.7	0.36363636363636365	-2
jedit-4.3.0	org.gjt.sp.jedit.proto.jeditresource	1	0	4	0.5	0.3333333333333333	1
jedit-4.3.0	org.gjt.sp.jedit.search	10	4	49	0.9505552617662613	0.6549912434325744	-1609
jedit-4.3.0	org.gjt.sp.jedit.syntax	2	38	8	0.8235294117647058	0.526829268292683	-59
jedit-4.3.0	org.gjt.sp.jedit.textarea	11	71	60	0.9460052677787533	0.6212121212121212	-1886
jedit-4.3.0	org.gjt.sp.jedit.visitors	2	8	3	0.6666666666666666	0.19047619047619047	1
jedit-4.3.0	org.gjt.sp.util	2	222	3	0.9476923076923077	0.16	-277
jedit-4.3.1	com.microstar.xml	0	0	0	0.75	0.0	0
jedit-4.3.1	org.gjt.sp.jedit	20	446	136	0.9710712752254186	0.41750580945003873	-8504
jedit-4.3.1	org.gjt.sp.jedit.browser	8	15	56	0.9473684210526315	0.6083916083916084	-1411
jedit-4.3.1	org.gjt.sp.jedit.bsh	4	25	8	0.929564058633162	0.9548387096774194	-3871
jedit-4.3.1	org.gjt.sp.jedit.bsh.classpath	1	2	9	0.7756410256410257	0.8235294117647058	-26
jedit-4.3.1	org.gjt.sp.jedit.bsh.collection	1	1	3	0.5	0.2857142857142857	1
jedit-4.3.1	org.gjt.sp.jedit.bsh.commands	1	0	3	NaN	0.0	0
jedit-4.3.1	org.gjt.sp.jedit.bsh.org.objectweb.asm	0	1	0	0.8111111111111111	0.8717948717948718	-17
jedit-4.3.1	org.gjt.sp.jedit.bsh.reflect	1	1	1	NaN	0.0	0
jedit-4.3.1	org.gjt.sp.jedit.buffer	6	65	20	0.9193121693121693	0.5020576131687243	-292
jedit-4.3.1	org.gjt.sp.jedit.bufferio	4	3	21	0.8571428571428571	0.17204301075268819	-16
jedit-4.3.1	org.gjt.sp.jedit.bufferset	3	14	12	0.782051282051282	0.53125	-30
jedit-4.3.1	org.gjt.sp.jedit.gui	15	106	72	0.9886172380193108	0.6322263222632226	-21852
jedit-4.3.1	org.gjt.sp.jedit.gui.statusbar	6	2	20	0.9435294117647058	0.7236180904522613	-1057
jedit-4.3.1	org.gjt.sp.jedit.help	6	2	20	0.9184873949579831	0.8185654008438819	-457
jedit-4.3.1	org.gjt.sp.jedit.indent	4	2	6	0.8809523809523809	0.7333333333333333	-147
jedit-4.3.1	org.gjt.sp.jedit.input	5	15	11	0.6666666666666666	0.17777777777777778	2
jedit-4.3.1	org.gjt.sp.jedit.io	6	75	30	0.9264367816091954	0.3657142857142857	-339
jedit-4.3.1	org.gjt.sp.jedit.menu	8	5	36	0.9408866995073891	0.4507042253521127	-342
jedit-4.3.1	org.gjt.sp.jedit.msg	4	41	11	0.9836601307189542	0.078125	-145
jedit-4.3.1	org.gjt.sp.jedit.options	10	6	57	0.9789518900343642	0.6332794830371568	-4404
jedit-4.3.1	org.gjt.sp.jedit.pluginmgr	8	5	29	0.9505030181086519	0.7522935779816514	-2131
jedit-4.3.1	org.gjt.sp.jedit.print	4	0	13	0.7	0.36363636363636365	-2
jedit-4.3.1	org.gjt.sp.jedit.proto.jeditresource	1	0	4	0.5	0.3333333333333333	1
jedit-4.3.1	org.gjt.sp.jedit.search	10	4	49	0.9505552617662613	0.6549912434325744	-1609
jedit-4.3.1	org.gjt.sp.jedit.syntax	2	38	8	0.8235294117647058	0.526829268292683	-59
jedit-4.3.1	org.gjt.sp.jedit.textarea	11	71	60	0.9460052677787533	0.6204287515762925	-1886
jedit-4.3.1	org.gjt.sp.jedit.visitors	2	8	3	0.6666666666666666	0.19047619047619047	1
jedit-4.3.1	org.gjt.sp.util	2	222	3	0.9476923076923077	0.16	-277
jedit-4.3.2	com.microstar.xml	0	0	0	0.75	0.0	0
jedit-4.3.2	org.gjt.sp.jedit	20	446	137	0.9710712752254186	0.4176675707090275	-8504
