versions	package	cbo	aff	eff	lcom	mf	cs
4.5.0	org.gjt.sp.jedit.io	6	73	29	0.9273399014778325	0.329608938547486	-316
4.5.0	org.gjt.sp.jedit.menu	8	4	36	0.9408866995073891	0.4444444444444444	-342
4.5.0	org.gjt.sp.jedit.msg	4	47	13	0.9836601307189542	0.07633587786259542	-145
4.5.0	org.gjt.sp.jedit.options	9	5	55	0.9796156086196856	0.6431852986217458	-4879
4.5.0	org.gjt.sp.jedit.pluginmgr	8	5	31	0.9507042253521126	0.7578947368421053	-2190
4.5.0	org.gjt.sp.jedit.print	4	0	13	0.7	0.36363636363636365	-2
4.5.0	org.gjt.sp.jedit.proto.jeditresource	1	0	4	0.5	0.3333333333333333	1
4.5.0	org.gjt.sp.jedit.search	10	4	52	0.9513568868407578	0.6473594548551959	-1667
4.5.0	org.gjt.sp.jedit.syntax	2	40	9	0.8235294117647058	0.5118483412322274	-59
4.5.0	org.gjt.sp.jedit.textarea	12	79	67	0.9524561403508772	0.6244239631336406	-2418
4.5.0	org.gjt.sp.jedit.visitors	2	16	3	0.6666666666666666	0.13793103448275862	1
4.5.0	org.gjt.sp.util	2	257	3	0.9534412955465587	0.24338624338624337	-639
4.5.1	org.gjt.sp.jedit	22	476	137	0.9723304365198282	0.4143605086013463	-9175
4.5.1	org.gjt.sp.jedit.browser	8	15	59	0.9513484928609202	0.5916398713826366	-1635
4.5.1	org.gjt.sp.jedit.bsh	4	25	8	0.929564058633162	0.9548387096774194	-3871
4.5.1	org.gjt.sp.jedit.bsh.classpath	1	2	9	0.7756410256410257	0.8235294117647058	-26
4.5.1	org.gjt.sp.jedit.bsh.collection	1	1	3	0.5	0.2857142857142857	1
4.5.1	org.gjt.sp.jedit.bsh.commands	1	0	3	NaN	0.0	0
4.5.1	org.gjt.sp.jedit.bsh.org.objectweb.asm	0	1	0	0.8111111111111111	0.8717948717948718	-17
4.5.1	org.gjt.sp.jedit.bsh.reflect	1	1	1	NaN	0.0	0
4.5.1	org.gjt.sp.jedit.buffer	6	72	22	0.9083333333333333	0.4641350210970464	-222
4.5.1	org.gjt.sp.jedit.bufferio	4	3	22	0.8571428571428571	0.17582417582417584	-16
4.5.1	org.gjt.sp.jedit.bufferset	5	16	15	0.8095238095238095	0.5161290322580645	-49
4.5.1	org.gjt.sp.jedit.datatransfer	5	5	7	0.8888888888888888	0.42105263157894735	-20
4.5.1	org.gjt.sp.jedit.gui	16	105	88	0.9897174059497217	0.6419479800774764	-27389
4.5.1	org.gjt.sp.jedit.gui.statusbar	8	2	32	0.9506957047791893	0.7133479212253829	-1407
4.5.1	org.gjt.sp.jedit.gui.tray	3	1	12	0.7888888888888889	0.6440677966101694	-19
4.5.1	org.gjt.sp.jedit.help	6	2	21	0.9211711711711712	0.8235294117647058	-516
4.5.1	org.gjt.sp.jedit.indent	4	2	6	0.8809523809523809	0.7333333333333333	-147
4.5.1	org.gjt.sp.jedit.input	5	14	11	0.6666666666666666	0.18181818181818182	2
4.5.1	org.gjt.sp.jedit.io	6	73	29	0.9273399014778325	0.329608938547486	-316
4.5.1	org.gjt.sp.jedit.menu	8	4	36	0.9408866995073891	0.4444444444444444	-342
4.5.1	org.gjt.sp.jedit.msg	4	47	13	0.9836601307189542	0.07633587786259542	-145
4.5.1	org.gjt.sp.jedit.options	9	5	55	0.9796156086196856	0.6431852986217458	-4879
4.5.1	org.gjt.sp.jedit.pluginmgr	8	5	31	0.9507042253521126	0.7578947368421053	-2190
4.5.1	org.gjt.sp.jedit.print	4	0	13	0.7	0.36363636363636365	-2
4.5.1	org.gjt.sp.jedit.proto.jeditresource	1	0	4	0.5	0.3333333333333333	1
4.5.1	org.gjt.sp.jedit.search	10	4	52	0.9513568868407578	0.6473594548551959	-1667
4.5.1	org.gjt.sp.jedit.syntax	2	40	9	0.8235294117647058	0.5118483412322274	-59
4.5.1	org.gjt.sp.jedit.textarea	12	79	67	0.954045954045954	0.6279863481228669	-2565
4.5.1	org.gjt.sp.jedit.visitors	2	16	3	0.6666666666666666	0.13793103448275862	1
4.5.1	org.gjt.sp.util	2	257	3	0.9534412955465587	0.24338624338624337	-639
4.5.2	org.gjt.sp.jedit	22	476	137	0.9723304365198282	0.4143605086013463	-9175
4.5.2	org.gjt.sp.jedit.browser	8	15	59	0.9508196721311475	0.5952	-1631
4.5.2	org.gjt.sp.jedit.bsh	4	25	8	0.929564058633162	0.9548387096774194	-3871
4.5.2	org.gjt.sp.jedit.bsh.classpath	1	2	9	0.7756410256410257	0.8235294117647058	-26
4.5.2	org.gjt.sp.jedit.bsh.collection	1	1	3	0.5	0.2857142857142857	1
4.5.2	org.gjt.sp.jedit.bsh.commands	1	0	3	NaN	0.0	0
4.5.2	org.gjt.sp.jedit.bsh.org.objectweb.asm	0	1	0	0.8111111111111111	0.8717948717948718	-17
4.5.2	org.gjt.sp.jedit.bsh.reflect	1	1	1	NaN	0.0	0
4.5.2	org.gjt.sp.jedit.buffer	6	72	22	0.9083333333333333	0.4641350210970464	-222
4.5.2	org.gjt.sp.jedit.bufferio	4	3	22	0.8571428571428571	0.17582417582417584	-16
4.5.2	org.gjt.sp.jedit.bufferset	5	16	15	0.8095238095238095	0.5161290322580645	-49
4.5.2	org.gjt.sp.jedit.datatransfer	5	5	7	0.8888888888888888	0.42105263157894735	-20
4.5.2	org.gjt.sp.jedit.gui	16	106	88	0.9897682922541402	0.6420297848869277	-27625
4.5.2	org.gjt.sp.jedit.gui.statusbar	8	2	32	0.9506957047791893	0.7133479212253829	-1407
4.5.2	org.gjt.sp.jedit.gui.tray	3	1	12	0.7888888888888889	0.6440677966101694	-19
4.5.2	org.gjt.sp.jedit.help	6	2	21	0.9211711711711712	0.8235294117647058	-516
4.5.2	org.gjt.sp.jedit.indent	4	2	6	0.8809523809523809	0.7333333333333333	-147
4.5.2	org.gjt.sp.jedit.input	5	14	11	0.6666666666666666	0.18181818181818182	2
4.5.2	org.gjt.sp.jedit.io	6	73	30	0.9287356321839081	0.33695652173913043	-341
4.5.2	org.gjt.sp.jedit.menu	8	4	36	0.9408866995073891	0.4444444444444444	-342
4.5.2	org.gjt.sp.jedit.msg	4	47	13	0.9836601307189542	0.07633587786259542	-145
4.5.2	org.gjt.sp.jedit.options	9	5	55	0.9796156086196856	0.6431852986217458	-4879
4.5.2	org.gjt.sp.jedit.pluginmgr	8	5	31	0.9507042253521126	0.7578947368421053	-2190
4.5.2	org.gjt.sp.jedit.print	4	0	13	0.7	0.36363636363636365	-2
4.5.2	org.gjt.sp.jedit.proto.jeditresource	1	0	4	0.5	0.3333333333333333	1
4.5.2	org.gjt.sp.jedit.search	10	4	52	0.9513568868407578	0.6473594548551959	-1667
4.5.2	org.gjt.sp.jedit.syntax	2	40	9	0.8235294117647058	0.5118483412322274	-59
4.5.2	org.gjt.sp.jedit.textarea	12	79	67	0.954045954045954	0.6279863481228669	-2565
4.5.2	org.gjt.sp.jedit.visitors	2	16	3	0.6666666666666666	0.13793103448275862	1
4.5.2	org.gjt.sp.util	2	257	3	0.9534412955465587	0.24295774647887325	-639
5.0.0	org.gjt.sp.jedit	24	492	143	0.9752321981424149	0.4151351351351351	-10770
5.0.0	org.gjt.sp.jedit.browser	9	16	62	0.9497267759562842	0.5935483870967742	-1572
5.0.0	org.gjt.sp.jedit.bsh	4	26	8	0.929564058633162	0.9542230818826564	-3871
5.0.0	org.gjt.sp.jedit.bsh.classpath	1	2	9	0.7756410256410257	0.8235294117647058	-26
5.0.0	org.gjt.sp.jedit.bsh.collection	1	1	3	0.5	0.2857142857142857	1
5.0.0	org.gjt.sp.jedit.bsh.commands	1	0	3	NaN	0.0	0
5.0.0	org.gjt.sp.jedit.bsh.org.objectweb.asm	0	1	0	0.8111111111111111	0.8717948717948718	-17
5.0.0	org.gjt.sp.jedit.bsh.reflect	1	1	1	NaN	0.0	0
5.0.0	org.gjt.sp.jedit.buffer	6	73	22	0.9083333333333333	0.46218487394957986	-222
5.0.0	org.gjt.sp.jedit.bufferio	4	3	22	0.8571428571428571	0.17582417582417584	-16
5.0.0	org.gjt.sp.jedit.bufferset	5	16	15	0.8095238095238095	0.5161290322580645	-49
5.0.0	org.gjt.sp.jedit.datatransfer	5	6	7	0.8888888888888888	0.41025641025641024	-20
5.0.0	org.gjt.sp.jedit.gui	17	108	90	0.9898837488426323	0.6430517711171662	-28335
5.0.0	org.gjt.sp.jedit.gui.statusbar	9	2	34	0.9530054644808743	0.709278350515464	-1570
5.0.0	org.gjt.sp.jedit.gui.tray	3	1	12	0.7888888888888889	0.6440677966101694	-19
5.0.0	org.gjt.sp.jedit.help	6	2	20	0.919047619047619	0.8225806451612904	-484
5.0.0	org.gjt.sp.jedit.indent	4	2	6	0.8809523809523809	0.7333333333333333	-147
5.0.0	org.gjt.sp.jedit.input	5	14	11	0.6666666666666666	0.18181818181818182	2
5.0.0	org.gjt.sp.jedit.io	6	75	30	0.9314516129032258	0.3487179487179487	-394
5.0.0	org.gjt.sp.jedit.menu	9	4	39	0.9408866995073891	0.43243243243243246	-342
5.0.0	org.gjt.sp.jedit.msg	4	47	13	0.9836601307189542	0.07751937984496124	-145
5.0.0	org.gjt.sp.jedit.options	10	5	58	0.9801622288837948	0.6474820143884892	-5379
5.0.0	org.gjt.sp.jedit.pluginmgr	8	5	31	0.9507042253521126	0.7578947368421053	-2190
5.0.0	org.gjt.sp.jedit.print	4	0	13	0.7	0.35294117647058826	-2
5.0.0	org.gjt.sp.jedit.proto.jeditresource	1	0	4	0.5	0.3333333333333333	1
5.0.0	org.gjt.sp.jedit.search	10	4	52	0.9523809523809523	0.649746192893401	-1728
5.0.0	org.gjt.sp.jedit.syntax	2	40	9	0.8695652173913043	0.5546218487394958	-145
5.0.0	org.gjt.sp.jedit.textarea	12	81	67	0.9542124542124543	0.6264236902050114	-2567
5.0.0	org.gjt.sp.jedit.visitors	2	16	3	0.6666666666666666	0.13793103448275862	1
5.0.0	org.gjt.sp.util	2	259	3	0.9557692307692308	0.23875432525951557	-678
5.0.0	org.jedit.core	1	2	3	1.0	0.0	-1
5.0.0	org.jedit.keymap	2	11	4	0.6666666666666666	0.40816326530612246	1
5.0.0	org.jedit.migration	3	0	4	NaN	0.0	0
5.0.0	org.jedit.options	4	0	16	0.8194444444444444	0.4727272727272727	-18
5.1.0	org.gjt.sp.jedit	25	491	146	0.9749912861624259	0.4139920663541291	-10620
5.1.0	org.gjt.sp.jedit.browser	10	16	63	0.9508448540706606	0.5962732919254659	-1683
5.1.0	org.gjt.sp.jedit.bsh	4	26	8	0.929564058633162	0.9542230818826564	-3871
5.1.0	org.gjt.sp.jedit.bsh.classpath	1	2	9	0.7756410256410257	0.8235294117647058	-26
5.1.0	org.gjt.sp.jedit.bsh.collection	1	1	3	0.5	0.2857142857142857	1
5.1.0	org.gjt.sp.jedit.bsh.commands	1	0	3	NaN	0.0	0
5.1.0	org.gjt.sp.jedit.bsh.org.objectweb.asm	0	1	0	0.8111111111111111	0.8717948717948718	-17
5.1.0	org.gjt.sp.jedit.bsh.reflect	1	1	1	NaN	0.0	0
5.1.0	org.gjt.sp.jedit.buffer	6	73	24	0.905982905982906	0.4852941176470588	-253
5.1.0	org.gjt.sp.jedit.bufferio	4	7	20	0.875	0.20224719101123595	-22
5.1.0	org.gjt.sp.jedit.bufferset	5	16	15	0.8095238095238095	0.5161290322580645	-49
5.1.0	org.gjt.sp.jedit.datatransfer	5	6	7	0.8888888888888888	0.41025641025641024	-20
5.1.0	org.gjt.sp.jedit.gui	17	108	86	0.9896660230279625	0.6432943795214245	-27156
5.1.0	org.gjt.sp.jedit.gui.statusbar	9	2	35	0.9537281861448969	0.7099391480730223	-1627
5.1.0	org.gjt.sp.jedit.gui.tray	3	1	12	0.7888888888888889	0.6440677966101694	-19
5.1.0	org.gjt.sp.jedit.help	6	2	20	0.919047619047619	0.8225806451612904	-484
5.1.0	org.gjt.sp.jedit.indent	4	2	6	0.8809523809523809	0.7333333333333333	-147
5.1.0	org.gjt.sp.jedit.input	5	14	11	0.6666666666666666	0.18181818181818182	2
5.1.0	org.gjt.sp.jedit.io	6	70	30	0.9314516129032258	0.35142118863049093	-394
5.1.0	org.gjt.sp.jedit.menu	9	4	39	0.9408866995073891	0.43243243243243246	-342
5.1.0	org.gjt.sp.jedit.msg	4	46	13	0.9836601307189542	0.078125	-145
5.1.0	org.gjt.sp.jedit.options	10	5	58	0.9801622288837948	0.6484149855907781	-5379
5.1.0	org.gjt.sp.jedit.pluginmgr	8	5	31	0.9499217527386542	0.7551622418879056	-2182
5.1.0	org.gjt.sp.jedit.print	4	0	13	0.7	0.35294117647058826	-2
5.1.0	org.gjt.sp.jedit.proto.jeditresource	2	0	5	0.5	0.2857142857142857	1
5.1.0	org.gjt.sp.jedit.search	10	4	52	0.9516129032258065	0.6494845360824743	-1669
5.1.0	org.gjt.sp.jedit.syntax	2	40	9	0.8695652173913043	0.5546218487394958	-145
5.1.0	org.gjt.sp.jedit.textarea	13	89	69	0.9536910457963089	0.6145124716553289	-2496
5.1.0	org.gjt.sp.jedit.visitors	2	16	3	0.6666666666666666	0.13793103448275862	1
5.1.0	org.gjt.sp.util	3	258	4	0.95	0.22066549912434325	-536
5.1.0	org.jedit.core	1	3	3	1.0	0.0	-1
5.1.0	org.jedit.io	1	0	2	0.16666666666666666	0.7142857142857143	3
5.1.0	org.jedit.keymap	2	11	4	0.6666666666666666	0.40816326530612246	1
5.1.0	org.jedit.migration	4	1	6	0.8333333333333334	0.16666666666666666	-1
5.1.0	org.jedit.options	4	0	16	0.8194444444444444	0.4727272727272727	-18
5.2.0	org.gjt.sp.jedit	25	497	146	0.9757017176372015	0.4129583481666073	-11073
5.2.0	org.gjt.sp.jedit.browser	10	16	62	0.9508448540706606	0.5981308411214953	-1683
5.2.0	org.gjt.sp.jedit.bsh	4	26	8	0.929564058633162	0.9542230818826564	-3871
5.2.0	org.gjt.sp.jedit.bsh.classpath	1	2	9	0.7756410256410257	0.8235294117647058	-26
5.2.0	org.gjt.sp.jedit.bsh.collection	1	1	3	0.5	0.2857142857142857	1
5.2.0	org.gjt.sp.jedit.bsh.commands	1	0	3	NaN	0.0	0
5.2.0	org.gjt.sp.jedit.bsh.org.objectweb.asm	0	1	0	0.8111111111111111	0.8717948717948718	-17
5.2.0	org.gjt.sp.jedit.bsh.reflect	1	1	1	NaN	0.0	0
5.2.0	org.gjt.sp.jedit.buffer	6	73	24	0.905982905982906	0.4852941176470588	-253
5.2.0	org.gjt.sp.jedit.bufferio	4	7	20	0.875	0.20224719101123595	-22
5.2.0	org.gjt.sp.jedit.bufferset	5	18	15	0.8021978021978022	0.47368421052631576	-41
5.2.0	org.gjt.sp.jedit.datatransfer	5	6	7	0.8888888888888888	0.41025641025641024	-20
5.2.0	org.gjt.sp.jedit.gui	17	110	88	0.989815164089023	0.6446011937059143	-28329
5.2.0	org.gjt.sp.jedit.gui.statusbar	11	2	43	0.9537281861448969	0.6972111553784861	-1627
5.2.0	org.gjt.sp.jedit.gui.tray	3	2	12	0.7888888888888889	0.6333333333333333	-19
5.2.0	org.gjt.sp.jedit.help	6	2	20	0.9231863442389758	0.8275862068965517	-549
5.2.0	org.gjt.sp.jedit.indent	4	2	6	0.8809523809523809	0.7333333333333333	-147
5.2.0	org.gjt.sp.jedit.input	5	15	11	0.6666666666666666	0.17777777777777778	2
5.2.0	org.gjt.sp.jedit.io	6	70	30	0.9314516129032258	0.35233160621761656	-394
5.2.0	org.gjt.sp.jedit.menu	9	4	39	0.9408866995073891	0.43243243243243246	-342
5.2.0	org.gjt.sp.jedit.msg	4	48	13	0.9836601307189542	0.07692307692307693	-145
5.2.0	org.gjt.sp.jedit.options	10	5	58	0.9801622288837948	0.6493506493506493	-5379
5.2.0	org.gjt.sp.jedit.pluginmgr	8	5	32	0.9497261345852895	0.7481804949053857	-2182
5.2.0	org.gjt.sp.jedit.print	4	0	13	0.7	0.35294117647058826	-2
5.2.0	org.gjt.sp.jedit.proto.jeditresource	2	0	5	0.5	0.2857142857142857	1
5.2.0	org.gjt.sp.jedit.search	10	4	52	0.9516129032258065	0.6494845360824743	-1669
5.2.0	org.gjt.sp.jedit.syntax	2	40	8	0.8695652173913043	0.5569620253164557	-145
5.2.0	org.gjt.sp.jedit.textarea	13	90	69	0.9543789543789544	0.6129753914988815	-2569
5.2.0	org.gjt.sp.jedit.visitors	2	16	3	0.6666666666666666	0.13793103448275862	1
5.2.0	org.gjt.sp.util	3	256	4	0.95	0.22105263157894736	-536
5.2.0	org.jedit.core	1	3	3	1.0	0.0	-1
5.2.0	org.jedit.io	1	0	2	0.16666666666666666	0.7142857142857143	3
5.2.0	org.jedit.keymap	4	12	16	0.7619047619047619	0.31746031746031744	-5
5.2.0	org.jedit.migration	4	1	6	0.8333333333333334	0.16666666666666666	-1
5.2.0	org.jedit.options	4	0	16	0.8194444444444444	0.4727272727272727	-18
5.3.0	org.gjt.sp.jedit	25	505	148	0.9760738200228646	0.4103641456582633	-11376
5.3.0	org.gjt.sp.jedit.browser	11	22	64	0.9505888376856119	0.5875190258751902	-1681
5.3.0	org.gjt.sp.jedit.bsh	4	26	8	0.9294688749286122	0.9542820347714102	-3869
5.3.0	org.gjt.sp.jedit.bsh.classpath	1	2	9	0.7756410256410257	0.8235294117647058	-26
5.3.0	org.gjt.sp.jedit.bsh.collection	1	1	3	0.5	0.2857142857142857	1
5.3.0	org.gjt.sp.jedit.bsh.commands	1	0	3	NaN	0.0	0
5.3.0	org.gjt.sp.jedit.bsh.org.objectweb.asm	0	1	0	0.7555555555555555	0.8979591836734694	-9
5.3.0	org.gjt.sp.jedit.bsh.reflect	1	1	1	NaN	0.0	0
5.3.0	org.gjt.sp.jedit.buffer	6	81	24	0.905982905982906	0.4697508896797153	-253
5.3.0	org.gjt.sp.jedit.bufferio	5	11	21	0.875	0.1875	-22
5.3.0	org.gjt.sp.jedit.bufferset	5	18	15	0.8021978021978022	0.47368421052631576	-41
5.3.0	org.gjt.sp.jedit.datatransfer	5	6	7	0.8888888888888888	0.41025641025641024	-20
5.3.0	org.gjt.sp.jedit.gui	18	114	90	0.9899286543885847	0.641988365943945	-29283
5.3.0	org.gjt.sp.jedit.gui.statusbar	11	2	43	0.9537281861448969	0.6958250497017893	-1627
5.3.0	org.gjt.sp.jedit.gui.tray	3	2	12	0.7888888888888889	0.6333333333333333	-19
5.3.0	org.gjt.sp.jedit.help	6	2	22	0.9231863442389758	0.8181818181818182	-549
5.3.0	org.gjt.sp.jedit.indent	4	2	6	0.8809523809523809	0.7333333333333333	-147
5.3.0	org.gjt.sp.jedit.input	5	15	11	0.6666666666666666	0.17777777777777778	2
5.3.0	org.gjt.sp.jedit.io	6	72	30	0.9299242424242424	0.3627450980392157	-416
5.3.0	org.gjt.sp.jedit.menu	10	4	40	0.9408866995073891	0.4266666666666667	-342
5.3.0	org.gjt.sp.jedit.msg	4	49	13	0.9836601307189542	0.07633587786259542	-145
5.3.0	org.gjt.sp.jedit.options	11	9	62	0.9807169554875977	0.6331938633193863	-5592
5.3.0	org.gjt.sp.jedit.pluginmgr	8	6	33	0.9513513513513514	0.7448275862068966	-2381
5.3.0	org.gjt.sp.jedit.print	4	0	14	0.7	0.34285714285714286	-2
5.3.0	org.gjt.sp.jedit.proto.jeditresource	2	0	5	0.5	0.2857142857142857	1
5.3.0	org.gjt.sp.jedit.search	11	4	53	0.9516129032258065	0.6483704974271012	-1669
5.3.0	org.gjt.sp.jedit.syntax	2	41	8	0.8616600790513834	0.5645161290322581	-139
5.3.0	org.gjt.sp.jedit.textarea	13	90	69	0.9543789543789544	0.6122905027932961	-2569
5.3.0	org.gjt.sp.jedit.visitors	2	16	3	0.6666666666666666	0.13793103448275862	1
5.3.0	org.gjt.sp.util	3	260	4	0.95	0.2202797202797203	-536
5.3.0	org.jedit.core	1	3	3	1.0	0.0	-1
5.3.0	org.jedit.io	1	0	2	0.16666666666666666	0.7142857142857143	3
5.3.0	org.jedit.keymap	4	12	17	0.7619047619047619	0.3125	-5
5.3.0	org.jedit.migration	5	1	7	0.8333333333333334	0.15384615384615385	-1
5.3.0	org.jedit.options	4	0	16	0.8194444444444444	0.4727272727272727	-18
5.4.0	org.gjt.sp.jedit	25	516	148	0.9759921607055365	0.40904347826086956	-11372
5.4.0	org.gjt.sp.jedit.browser	11	24	65	0.9505888376856119	0.583963691376702	-1681
5.4.0	org.gjt.sp.jedit.bsh	4	26	8	0.9294688749286122	0.9542820347714102	-3869
5.4.0	org.gjt.sp.jedit.bsh.classpath	1	2	9	0.7756410256410257	0.8235294117647058	-26
5.4.0	org.gjt.sp.jedit.bsh.collection	1	1	3	0.5	0.2857142857142857	1
5.4.0	org.gjt.sp.jedit.bsh.commands	1	0	3	NaN	0.0	0
5.4.0	org.gjt.sp.jedit.bsh.org.objectweb.asm	0	1	0	0.7555555555555555	0.8979591836734694	-9
5.4.0	org.gjt.sp.jedit.bsh.reflect	1	1	1	NaN	0.0	0
5.4.0	org.gjt.sp.jedit.buffer	6	82	24	0.905982905982906	0.46808510638297873	-253
5.4.0	org.gjt.sp.jedit.bufferio	5	11	21	0.875	0.1836734693877551	-22
5.4.0	org.gjt.sp.jedit.bufferset	5	18	15	0.8021978021978022	0.47368421052631576	-41
5.4.0	org.gjt.sp.jedit.datatransfer	5	6	7	0.8888888888888888	0.41025641025641024	-20
5.4.0	org.gjt.sp.jedit.gui	19	122	94	0.9903067946546208	0.6354755784061696	-31014
5.4.0	org.gjt.sp.jedit.gui.statusbar	11	5	46	0.9551971326164874	0.684931506849315	-1689
5.4.0	org.gjt.sp.jedit.gui.tray	3	2	13	0.7888888888888889	0.6333333333333333	-19
5.4.0	org.gjt.sp.jedit.help	6	2	22	0.9244264507422402	0.8205128205128205	-579
5.4.0	org.gjt.sp.jedit.indent	4	2	7	0.8809523809523809	0.7236842105263158	-147
5.4.0	org.gjt.sp.jedit.input	5	15	11	0.6666666666666666	0.17777777777777778	2
5.4.0	org.gjt.sp.jedit.io	6	72	30	0.9299242424242424	0.36185819070904646	-416
5.4.0	org.gjt.sp.jedit.menu	11	4	41	0.9373219373219374	0.41706161137440756	-291
5.4.0	org.gjt.sp.jedit.msg	4	51	13	0.9836601307189542	0.07407407407407407	-145
5.4.0	org.gjt.sp.jedit.options	11	9	63	0.9820839580209895	0.6240208877284595	-6360
5.4.0	org.gjt.sp.jedit.pluginmgr	8	6	34	0.9513513513513514	0.7427785419532325	-2381
5.4.0	org.gjt.sp.jedit.print	8	1	33	0.9501683501683502	0.7437185929648241	-1273
5.4.0	org.gjt.sp.jedit.proto.jeditresource	2	0	5	0.5	0.2857142857142857	1
5.4.0	org.gjt.sp.jedit.search	11	4	54	0.9516129032258065	0.6483704974271012	-1669
5.4.0	org.gjt.sp.jedit.syntax	2	46	8	0.8616600790513834	0.5405405405405406	-139
5.4.0	org.gjt.sp.jedit.textarea	14	96	71	0.9543789543789544	0.6041896361631753	-2569
5.4.0	org.gjt.sp.jedit.visitors	2	16	3	0.6666666666666666	0.13793103448275862	1
5.4.0	org.gjt.sp.util	4	309	6	0.9547908232118758	0.20364741641337386	-643
5.4.0	org.jedit.core	1	3	3	1.0	0.0	-1
5.4.0	org.jedit.io	1	0	2	0.16666666666666666	0.7142857142857143	3
5.4.0	org.jedit.keymap	4	12	17	0.7619047619047619	0.3125	-5
5.4.0	org.jedit.migration	5	1	7	0.8333333333333334	0.15384615384615385	-1
5.4.0	org.jedit.options	4	2	16	0.8035714285714286	0.4230769230769231	-10
5.5.0	org.gjt.sp.jedit	25	521	148	0.9759513310468725	0.40704906703524535	-11370
5.5.0	org.gjt.sp.jedit.browser	11	25	65	0.9524038461538461	0.5892857142857143	-1802
5.5.0	org.gjt.sp.jedit.bsh	4	26	8	0.9294688749286122	0.9542820347714102	-3869
5.5.0	org.gjt.sp.jedit.bsh.classpath	1	2	9	0.7756410256410257	0.8235294117647058	-26
5.5.0	org.gjt.sp.jedit.bsh.collection	1	1	3	0.5	0.2857142857142857	1
5.5.0	org.gjt.sp.jedit.bsh.commands	1	0	3	NaN	0.0	0
5.5.0	org.gjt.sp.jedit.bsh.org.objectweb.asm	0	1	0	0.7555555555555555	0.8979591836734694	-9
5.5.0	org.gjt.sp.jedit.bsh.reflect	1	1	1	NaN	0.0	0
5.5.0	org.gjt.sp.jedit.buffer	6	82	24	0.905982905982906	0.46808510638297873	-253
5.5.0	org.gjt.sp.jedit.bufferio	5	11	21	0.875	0.18181818181818182	-22
5.5.0	org.gjt.sp.jedit.bufferset	5	18	16	0.8021978021978022	0.47058823529411764	-41
5.5.0	org.gjt.sp.jedit.datatransfer	5	6	7	0.8888888888888888	0.41025641025641024	-20
5.5.0	org.gjt.sp.jedit.gui	19	123	94	0.9903208739223802	0.6356668369954012	-31261
5.5.0	org.gjt.sp.jedit.gui.statusbar	11	5	46	0.9571095571095571	0.6878504672897197	-1867
5.5.0	org.gjt.sp.jedit.gui.tray	3	2	13	0.7888888888888889	0.6333333333333333	-19
5.5.0	org.gjt.sp.jedit.help	6	2	22	0.9244264507422402	0.8205128205128205	-579
5.5.0	org.gjt.sp.jedit.indent	4	2	7	0.8809523809523809	0.7236842105263158	-147
5.5.0	org.gjt.sp.jedit.input	5	15	11	0.6666666666666666	0.17777777777777778	2
5.5.0	org.gjt.sp.jedit.io	6	72	30	0.9299242424242424	0.36185819070904646	-416
5.5.0	org.gjt.sp.jedit.menu	11	4	41	0.9373219373219374	0.41706161137440756	-291
5.5.0	org.gjt.sp.jedit.msg	4	51	13	0.9836601307189542	0.07352941176470588	-145
5.5.0	org.gjt.sp.jedit.options	11	9	63	0.982254092423584	0.6265984654731458	-6585
5.5.0	org.gjt.sp.jedit.pluginmgr	8	6	34	0.9513513513513514	0.7427785419532325	-2381
5.5.0	org.gjt.sp.jedit.print	8	1	34	0.9503932244404114	0.7592592592592593	-1411
5.5.0	org.gjt.sp.jedit.proto.jeditresource	2	0	5	0.5	0.2857142857142857	1
5.5.0	org.gjt.sp.jedit.search	11	4	54	0.9516129032258065	0.6483704974271012	-1669
5.5.0	org.gjt.sp.jedit.syntax	2	46	8	0.8616600790513834	0.5405405405405406	-139
5.5.0	org.gjt.sp.jedit.textarea	14	96	71	0.9543789543789544	0.6041896361631753	-2569
5.5.0	org.gjt.sp.jedit.visitors	2	16	3	0.6666666666666666	0.13793103448275862	1
5.5.0	org.gjt.sp.util	4	309	6	0.9547908232118758	0.2039573820395738	-643
5.5.0	org.jedit.core	1	3	3	1.0	0.0	-1
5.5.0	org.jedit.io	1	0	2	0.16666666666666666	0.7142857142857143	3
5.5.0	org.jedit.keymap	4	12	17	0.7619047619047619	0.3125	-5
5.5.0	org.jedit.migration	5	1	7	0.8333333333333334	0.15384615384615385	-1
5.5.0	org.jedit.options	4	2	16	0.8035714285714286	0.4230769230769231	-10
